site_id,year,month,region,co2_ppm,enso,temp_c,rainfall_mm,human_disturbance,ndvi,landcover,species_presence
192,2166,1,Savanna,420.43,0.837,15.82,116.09,0.438,0.291,Grassland,0
179,2614,12,Tropical,528.81,-0.373,18.44,114.51,0.214,0.331,Forest,1
105,2608,10,Mediterranean,525.58,-0.508,18.88,119.23,0.433,-0.086,Grassland,0
103,2441,12,Temperate,487.29,0.75,18.87,108.6,0.496,0.129,Forest,0
192,2682,9,Savanna,543.45,-0.359,21.34,86.75,0.454,-0.1,Urban,0
47,2620,8,Mediterranean,528.69,0.503,20.3,93.38,0.231,-0.037,Forest,1
71,2205,12,Mediterranean,429.67,0.935,16.46,91.47,0.202,0.245,Urban,0
197,2599,10,Tropical,522.43,-0.238,20.93,82.68,0.634,0.086,Forest,0
112,2442,9,Mediterranean,488.24,-0.273,18.41,89.31,0.28,-0.023,Forest,1
35,2752,12,Mediterranean,559.3,-0.3,20.82,107.9,0.634,-0.1,Forest,1
196,2116,5,Boreal,407.5,0.708,15.79,103.96,0.325,0.305,Forest,0
2,2333,7,Boreal,460.26,-0.741,14.92,80.38,0.094,,Forest,1
171,2447,8,Tropical,488.43,0.161,20.09,87.03,0.591,0.234,Grassland,1
35,2269,8,Mediterranean,445.61,-0.354,16.81,58.63,0.59,-0.007,Grassland,0
42,2086,11,Savanna,401.9,0.732,16.07,88.66,0.374,0.089,Urban,0
98,2274,11,Temperate,446.12,-0.094,15.49,110.41,0.1,0.281,Urban,0
56,2604,9,Savanna,523.92,-0.26,18.41,103.88,0.25,-0.065,Forest,0
57,2021,6,Temperate,384.91,0.861,16.38,110.87,0.099,0.447,Urban,0
86,2607,3,Tropical,526.98,0.206,19.59,128.72,0.074,0.448,Forest,1
16,2718,1,Savanna,551.95,-0.163,20.88,115.39,0.094,0.146,Grassland,0
16,2651,5,Savanna,534.95,0.911,21.41,83.26,0.215,0.232,Grassland,0
43,2486,12,Temperate,498.04,0.868,20.64,98.13,0.367,0.042,Forest,0
89,2174,2,Boreal,420.96,-0.991,15.77,97.35,0.536,0.202,Grassland,0
102,2641,11,Savanna,534.25,0.955,21.13,65.59,0.554,-0.1,Grassland,0
103,2041,12,Temperate,391.36,0.588,13.89,59.6,0.438,0.268,Forest,1
65,2438,10,Savanna,486.16,-1.144,17.32,66.48,0.508,-0.1,Grassland,0
14,2734,7,Savanna,554.74,-0.606,20.79,103.88,0.229,0.068,Forest,1
145,2112,2,Savanna,406.54,0.34,14.67,113.84,0.256,0.387,Grassland,1
55,2704,8,Tropical,547.7,-0.517,19.82,94.79,0.413,0.149,Forest,1
46,2420,7,Temperate,481.25,0.461,18.84,61.57,0.224,0.211,Grassland,0
48,2187,5,Temperate,423.61,-0.079,15.9,108.96,0.217,0.452,Grassland,0
181,2415,2,Boreal,479.48,0.026,17.61,117.71,0.147,0.273,Forest,1
172,2031,1,Temperate,387.84,1.206,14.44,92.45,0.258,0.37,Forest,1
54,2704,7,Boreal,549.76,-0.465,21.77,84.13,0.063,0.055,Forest,1
170,2280,11,Tropical,448.68,0.83,18.2,102.25,0.711,0.261,Forest,1
6,2167,3,Boreal,419.41,0.272,15.97,140.05,0.096,0.376,Forest,1
56,2304,9,Savanna,452.78,-0.557,16.72,70.34,0.279,,Grassland,0
127,2693,12,Savanna,545.61,-1.457,19.76,83.6,0.187,-0.028,Grassland,1
121,2626,10,Savanna,527.57,0.652,20.46,75.1,0.279,-0.1,Forest,1
1,2333,6,Mediterranean,458.86,-1.147,15.71,140.13,0.358,0.336,Grassland,0
72,2506,1,Mediterranean,502.81,0.78,19.93,109.61,0.236,0.151,Forest,1
136,2728,1,Savanna,553.47,-0.697,21.75,111.87,0.35,0.091,Grassland,0
197,2083,2,Tropical,400.23,-0.979,15.14,115.18,0.583,0.533,Forest,0
179,2681,8,Tropical,545.59,0.959,22.77,81.35,0.187,0.199,Forest,0
90,2274,3,Boreal,445.57,-0.692,16.81,117.57,0.419,0.187,Forest,0
176,2098,1,Boreal,402.84,-0.858,13.25,134.37,0.181,0.276,Forest,0
151,2045,12,Tropical,392.19,0.756,15.28,105.67,0.511,0.427,Forest,0
144,2062,1,Savanna,394.98,0.278,16.73,98.83,0.13,0.369,Grassland,0
23,2601,12,Tropical,524.86,0.779,19.08,62.07,0.018,0.357,Forest,1
154,2379,7,Boreal,470.12,-0.368,17.64,86.88,0.158,0.152,Forest,1
59,2238,4,Temperate,438.69,-1.105,15.4,115.14,0.098,0.508,Forest,1
20,2735,1,Temperate,557.26,-0.007,22.21,119.12,0.332,0.134,Grassland,0
59,2288,4,Temperate,448.26,-0.814,16.56,118.05,0.201,0.46,Forest,1
124,2227,1,Tropical,434.87,0.787,16.83,111.14,0.239,0.508,Forest,0
47,2570,8,Mediterranean,515.73,0.737,18.65,79.0,0.211,0.001,Forest,1
15,2634,8,Temperate,533.96,-0.242,21.95,82.65,0.345,0.035,Grassland,0
147,2628,12,Boreal,530.35,-0.983,20.64,133.04,0.15,0.106,Urban,0
174,2764,7,Savanna,564.09,-0.421,21.77,100.78,0.419,-0.066,Grassland,0
193,2532,10,Temperate,507.96,-0.354,18.62,53.82,0.282,0.025,Forest,0
158,2446,7,Tropical,486.06,0.951,19.59,89.37,0.352,0.352,Forest,0
88,2790,9,Savanna,569.39,0.785,22.54,69.26,0.151,-0.063,Forest,1
168,2247,5,Tropical,437.02,0.136,17.67,117.18,0.209,0.518,Forest,1
93,2057,10,Boreal,391.85,-0.471,14.17,69.77,0.071,0.214,Urban,0
133,2211,2,Mediterranean,431.02,1.159,16.72,100.6,0.544,,Forest,0
199,2533,4,Savanna,507.58,-0.634,17.38,104.03,0.067,0.473,Forest,1
182,2081,11,Tropical,401.22,0.756,15.02,87.26,0.29,0.548,Forest,1
164,2447,1,Boreal,487.06,0.357,19.82,123.2,0.347,0.056,Forest,1
79,2006,8,Savanna,381.24,0.97,14.61,102.85,0.06,0.35,Grassland,0
53,2337,10,Mediterranean,461.44,-0.096,17.47,67.06,0.202,-0.002,Forest,1
58,2521,7,Savanna,504.57,0.952,19.22,67.32,0.113,0.19,Grassland,0
176,2798,1,Boreal,571.87,-0.755,21.45,106.49,0.158,0.006,Forest,0
25,2752,2,Boreal,560.99,0.511,23.19,85.82,0.39,-0.082,Urban,0
107,2258,12,Savanna,443.42,-0.842,14.65,114.19,0.427,0.103,Grassland,0
1,2300,2,Mediterranean,452.95,0.139,17.39,103.17,0.367,0.292,Forest,1
73,2506,2,Temperate,501.95,1.313,20.76,115.63,0.183,0.255,Forest,1
126,2677,3,Mediterranean,542.66,0.684,20.1,114.53,0.201,0.216,Grassland,0
142,2178,7,Savanna,423.79,-0.955,14.6,65.52,0.24,0.261,Forest,1
110,2525,11,Tropical,507.73,0.95,19.75,83.38,0.351,0.245,Forest,1
68,2189,1,Savanna,426.37,-1.002,15.05,108.42,0.219,0.285,Grassland,1
45,2037,2,Tropical,389.36,0.459,15.07,130.42,0.127,0.571,Forest,1
83,2406,12,Mediterranean,479.66,0.545,18.96,109.55,0.473,-0.016,Grassland,0
66,2372,3,Temperate,468.18,0.346,16.99,137.37,0.339,0.372,Grassland,0
26,2752,3,Boreal,560.63,0.464,21.69,117.8,0.062,0.228,Forest,1
32,2552,9,Savanna,514.86,-0.298,18.78,67.16,0.0,0.039,Grassland,0
116,2276,5,Temperate,447.23,0.915,17.13,82.57,0.374,0.392,Urban,0
101,2141,10,Tropical,415.11,1.02,13.95,86.49,0.454,0.379,Grassland,0
126,2210,7,Mediterranean,429.88,0.624,17.22,110.67,0.173,0.266,Grassland,0
68,2005,9,Savanna,381.97,0.723,15.28,92.02,0.174,0.196,Grassland,0
168,2097,5,Tropical,402.71,0.296,15.3,115.54,0.196,0.641,Forest,1
48,2004,1,Temperate,381.59,-1.03,14.32,106.54,0.224,0.459,Forest,0
53,2087,10,Mediterranean,401.23,-0.376,14.37,88.15,0.165,0.138,Grassland,0
29,2335,10,Savanna,461.0,0.664,17.92,87.27,0.379,-0.035,Grassland,0
80,2073,5,Mediterranean,397.7,-0.579,14.63,119.37,0.342,0.403,Forest,0
51,2220,12,Savanna,433.31,0.626,16.93,102.11,0.074,0.209,Forest,1
159,2646,8,Boreal,535.0,0.947,20.42,91.0,0.428,-0.027,Forest,1
39,2203,4,Temperate,428.11,-0.936,15.51,134.43,0.096,0.525,Forest,1
124,2410,5,Tropical,479.03,0.382,18.26,108.5,0.148,0.487,Grassland,0
67,2122,4,Temperate,408.45,0.625,16.11,111.55,0.239,0.497,Forest,1
92,2607,9,Boreal,525.23,-0.32,20.65,76.02,0.122,0.012,Forest,1
35,2419,8,Mediterranean,478.95,-0.358,18.43,99.59,0.589,-0.046,Forest,0
41,2203,6,Tropical,431.94,-0.719,15.22,97.39,0.2,0.45,Forest,1
154,2546,3,Boreal,510.58,1.242,21.11,144.43,0.207,0.169,Forest,1
30,2019,3,Boreal,384.03,-0.907,15.65,144.73,0.126,0.442,Forest,1
120,2110,1,Temperate,407.23,0.016,15.1,115.54,0.139,0.328,Forest,1
41,2003,6,Tropical,380.8,-0.708,13.15,103.57,0.315,0.521,Forest,1
177,2064,10,Tropical,396.18,-0.506,14.32,80.29,0.428,0.394,Forest,1
150,2745,11,Tropical,557.13,1.168,23.27,74.33,0.288,0.179,Forest,1
4,2700,5,Mediterranean,550.97,0.542,20.69,92.19,0.209,0.245,Grassland,0
129,2144,2,Mediterranean,414.24,-0.981,14.45,105.76,0.684,0.233,Urban,0
110,2325,11,Tropical,458.39,0.65,18.0,102.07,0.347,0.294,Forest,1
179,2048,4,Tropical,391.64,-0.898,14.01,101.69,0.213,0.607,Forest,1
141,2828,6,Mediterranean,578.37,-0.665,21.97,112.02,0.227,0.127,Forest,0
39,2486,8,Temperate,496.57,1.017,19.5,66.61,0.149,0.153,Forest,1
71,2689,4,Mediterranean,545.46,-0.646,20.28,94.31,0.158,0.245,Grassland,0
75,2606,4,Temperate,525.32,1.095,21.33,116.0,0.261,0.249,Urban,0
91,2124,4,Tropical,410.76,-0.697,15.08,106.55,0.213,0.584,Forest,1
109,2759,2,Boreal,563.17,-0.677,20.37,113.09,0.481,-0.074,Forest,0
10,2467,7,Savanna,492.47,0.148,17.4,82.22,0.255,0.175,Grassland,0
61,2005,2,Savanna,381.72,0.179,13.75,127.72,0.343,0.508,Forest,1
71,2455,12,Mediterranean,489.45,0.97,18.15,92.01,0.172,0.073,Urban,0
105,2325,6,Mediterranean,456.81,0.542,17.25,101.69,0.321,0.201,Grassland,0
131,2544,4,Mediterranean,508.16,-0.935,19.12,122.56,0.31,0.25,Forest,0
2,2033,7,Boreal,387.83,-0.636,13.75,75.86,0.172,0.288,Forest,0
132,2027,9,Savanna,387.02,-0.308,13.99,75.02,0.115,0.2,Forest,1
84,2173,9,Tropical,421.19,-1.156,14.71,59.13,0.318,0.356,Grassland,0
157,2796,6,Mediterranean,569.98,1.2,22.54,81.41,0.215,0.135,Grassland,0
164,2013,9,Boreal,384.51,-1.128,14.75,89.02,0.377,0.181,Forest,0
179,2364,12,Tropical,467.52,0.109,17.5,114.1,0.155,0.394,Forest,1
115,2226,4,Mediterranean,432.63,0.933,17.26,118.34,0.186,0.372,Forest,0
123,2743,8,Boreal,554.7,-1.304,21.0,88.63,0.563,-0.1,Forest,0
146,2612,3,Savanna,526.04,0.346,20.32,122.02,0.298,0.308,Urban,0
53,2454,6,Mediterranean,486.74,-0.882,17.15,110.34,0.324,0.231,Grassland,0
46,2587,3,Temperate,520.51,0.328,19.95,130.83,0.157,0.308,Urban,0
134,2111,3,Boreal,406.36,1.02,15.08,126.59,0.205,0.327,Grassland,0
98,2724,11,Temperate,553.96,-0.38,22.38,112.11,0.083,0.122,Forest,1
59,2138,4,Temperate,411.63,-0.788,15.35,93.83,0.13,0.526,Grassland,1
178,2298,3,Mediterranean,450.76,-0.566,17.89,134.85,0.488,0.247,Forest,1
153,2062,10,Tropical,396.01,-0.121,14.83,92.14,0.088,0.48,Grassland,1
184,2548,9,Temperate,510.68,-1.237,18.81,73.58,0.321,-0.004,Urban,1
106,2058,11,Boreal,393.9,-1.085,15.61,90.15,0.442,0.155,Forest,1
14,2251,3,Savanna,439.27,0.809,17.04,128.45,0.343,0.46,Grassland,0
158,2713,3,Tropical,550.46,-0.576,21.49,141.88,0.419,0.311,Forest,0
75,2822,12,Temperate,577.42,-0.699,21.65,106.91,0.28,0.021,Grassland,0
182,2798,7,Tropical,573.62,-0.668,21.16,67.71,0.346,0.192,Forest,0
128,2744,1,Mediterranean,559.77,-0.715,21.15,113.7,0.306,0.023,Forest,1
156,2796,5,Savanna,570.31,1.015,22.0,110.38,0.289,0.173,Grassland,0
183,2748,8,Temperate,558.48,-0.908,19.86,98.71,0.192,0.107,Grassland,0
34,2152,11,Boreal,415.9,-0.239,15.63,112.65,0.427,0.153,Grassland,0
196,2249,9,Boreal,438.95,-0.544,14.65,66.87,0.284,0.088,Forest,0
27,2452,4,Temperate,488.34,-0.037,17.84,158.02,0.259,0.353,Forest,0
79,2323,4,Savanna,458.84,-0.865,17.77,115.83,0.119,0.5,Urban,0
156,2596,5,Savanna,523.16,1.029,19.72,133.57,0.295,0.273,Forest,1
81,2423,6,Tropical,483.64,-0.985,17.89,96.26,0.121,0.44,Forest,1
114,2759,7,Tropical,561.58,-0.62,22.18,109.26,0.086,0.299,Forest,1
44,2603,9,Temperate,523.65,-0.973,18.32,79.4,0.182,0.117,Forest,1
0,2450,1,Savanna,489.0,0.089,16.94,82.53,0.348,0.106,Grassland,0
195,2449,8,Boreal,486.72,-0.318,19.08,87.55,0.33,-0.007,Grassland,0
27,2785,8,Temperate,568.95,0.191,21.21,79.0,0.256,-0.011,Forest,1
46,2187,3,Temperate,423.58,0.449,16.92,140.55,0.219,0.5,Forest,1
35,2069,8,Mediterranean,397.34,-0.673,14.51,89.99,0.648,0.235,Grassland,0
194,2699,7,Savanna,546.97,-0.563,21.85,95.19,0.365,0.057,Forest,0
42,2753,7,Savanna,561.56,-0.698,20.42,86.75,0.326,-0.008,Urban,1
32,2036,1,Savanna,388.43,0.682,13.27,104.28,0.0,0.371,Forest,1
178,2281,7,Mediterranean,448.63,0.763,18.31,69.95,0.502,0.076,Grassland,0
17,2568,2,Mediterranean,515.62,-0.69,18.78,109.79,0.311,0.138,Grassland,0
131,2677,8,Mediterranean,543.71,-0.418,21.36,78.88,0.282,-0.1,Forest,0
21,2801,10,Mediterranean,572.78,1.13,22.86,81.07,0.347,-0.1,Grassland,0
66,2505,7,Temperate,501.36,0.876,20.5,118.49,0.411,0.187,Forest,1
193,2099,6,Temperate,404.94,-0.732,15.11,94.82,0.251,0.42,Urban,0
134,2577,11,Boreal,519.51,-0.159,19.29,84.85,0.197,-0.008,Forest,1
61,2455,2,Savanna,489.03,0.069,19.14,114.44,0.351,0.2,Urban,0
71,2255,12,Mediterranean,438.18,0.806,16.76,90.09,0.091,0.217,Grassland,0
44,2253,9,Temperate,441.16,-1.054,15.73,100.52,0.138,0.223,Grassland,0
63,2271,12,Temperate,446.44,1.143,17.08,102.37,0.54,0.121,Forest,0
129,2227,6,Mediterranean,435.15,0.26,16.9,89.49,0.667,0.131,Forest,1
33,2286,2,Tropical,449.93,1.135,16.76,114.46,0.214,0.533,Grassland,0
33,2036,2,Tropical,388.82,0.907,13.68,60.61,0.178,0.513,Forest,1
72,2272,9,Mediterranean,445.8,0.254,17.62,62.17,0.281,0.025,Grassland,1
1,2583,6,Mediterranean,520.38,-0.577,20.41,118.69,0.237,0.145,Grassland,0
126,2810,7,Mediterranean,576.25,0.655,22.24,82.2,0.116,0.062,Urban,1
104,2008,9,Tropical,380.09,-1.224,12.06,92.5,0.453,0.473,Urban,0
115,2276,4,Mediterranean,447.65,0.908,17.24,136.49,0.162,0.468,Forest,1
56,2138,1,Savanna,413.47,-0.917,15.97,117.66,0.324,0.301,Grassland,0
133,2127,10,Mediterranean,409.28,-0.463,15.08,109.93,0.581,0.04,Forest,1
80,2390,1,Mediterranean,472.62,-0.116,18.54,108.18,0.29,0.194,Grassland,0
13,2734,6,Temperate,556.66,-0.641,21.7,82.84,0.424,0.098,Grassland,0
2,2750,3,Boreal,560.24,0.063,20.32,124.71,0.233,0.175,Forest,0
22,2551,11,Savanna,511.76,0.759,18.36,64.67,0.123,-0.04,Forest,1
43,2120,4,Temperate,410.29,0.205,15.66,137.16,0.351,0.5,Forest,1
14,2017,11,Savanna,382.7,-0.381,15.35,91.24,0.308,0.128,Grassland,0
156,2446,5,Savanna,488.12,1.157,17.6,118.05,0.316,0.356,Forest,1
18,2768,3,Tropical,564.87,-0.647,20.97,107.53,0.557,0.093,Forest,0
122,2526,11,Mediterranean,505.73,0.772,20.04,73.13,0.101,0.025,Grassland,0
189,2415,10,Boreal,478.62,1.006,17.51,91.32,0.219,0.125,Forest,1
19,2118,4,Savanna,407.8,-0.711,14.51,105.29,0.553,0.431,Forest,1
116,2793,1,Temperate,569.21,-0.625,20.86,103.68,0.308,0.017,Forest,0
6,2717,3,Boreal,552.14,0.508,22.04,125.14,0.162,0.173,Forest,1
181,2015,2,Boreal,384.15,0.312,13.78,119.54,0.048,0.366,Forest,1
152,2362,9,Tropical,466.56,-0.206,18.48,65.73,0.38,0.269,Urban,1
100,2725,1,Savanna,552.24,-0.214,21.71,78.25,0.367,-0.035,Grassland,0
46,2203,11,Temperate,430.68,-0.958,16.81,67.54,0.176,0.188,Forest,1
121,2443,6,Savanna,487.63,-0.728,16.39,112.92,0.269,0.298,Grassland,0
45,2670,6,Tropical,541.87,0.66,20.7,99.74,0.146,0.418,Forest,1
84,2473,9,Tropical,494.25,-1.206,18.1,85.41,0.28,0.303,Forest,1
132,2294,5,Savanna,449.42,-0.482,14.92,72.7,0.169,0.378,Forest,1
44,2687,1,Temperate,547.42,0.611,20.61,101.57,0.093,0.205,Forest,1
176,2664,9,Boreal,539.03,-0.76,19.01,97.71,0.204,-0.028,Forest,1
98,2308,3,Temperate,454.42,-0.697,16.06,127.39,0.165,0.435,Forest,1
70,2005,11,Tropical,381.74,0.847,13.28,81.17,0.315,,Forest,1
144,2045,5,Savanna,392.23,0.592,14.89,96.57,0.139,0.534,Grassland,0
4,2100,5,Mediterranean,404.99,0.479,16.28,85.28,0.096,0.474,Urban,1
78,2256,7,Savanna,441.42,0.774,17.81,-111.78,0.103,0.281,Grassland,0
106,2758,11,Boreal,561.34,-0.896,21.11,91.11,0.484,-0.1,Forest,1
120,2760,1,Temperate,561.23,-0.083,21.06,109.61,0.373,0.137,Grassland,0
80,2806,9,Mediterranean,573.42,0.642,23.77,69.15,0.315,-0.1,Forest,1
180,2515,1,Tropical,503.27,0.41,18.19,110.8,0.141,,Forest,1
129,2694,2,Mediterranean,545.75,-0.965,20.19,127.05,0.664,-0.03,Grassland,0
84,2357,1,Tropical,466.72,0.16,17.84,94.91,0.242,0.428,Urban,0
7,2333,12,Boreal,459.74,-1.029,15.91,-118.48,0.185,0.2,Forest,1
113,2726,2,Boreal,555.28,0.708,21.26,141.6,0.077,0.185,Forest,1
77,2073,2,Savanna,396.43,-0.988,13.12,130.4,0.52,0.361,Grassland,0
60,2671,9,Temperate,540.5,0.605,21.69,81.53,0.53,-0.064,Forest,0
196,2016,5,Boreal,384.31,0.747,14.78,97.56,0.31,0.346,Forest,0
146,2812,3,Savanna,576.95,0.293,23.2,119.41,0.311,0.197,Grassland,1
10,2334,3,Savanna,460.24,-0.642,16.96,138.37,0.306,0.432,Grassland,0
162,2830,3,Mediterranean,577.94,0.216,22.52,123.25,0.217,0.202,Forest,1
171,2214,4,Tropical,428.49,-0.661,16.39,123.07,0.558,0.486,Forest,0
153,2312,10,Tropical,455.52,-0.028,16.24,79.95,0.036,0.486,Forest,1
47,2770,8,Mediterranean,566.5,0.849,22.57,87.9,0.292,-0.1,Forest,0
28,2719,1,Savanna,553.19,-0.906,21.08,106.01,0.173,0.154,Grassland,0
168,2780,9,Tropical,566.07,0.781,22.97,82.14,0.155,0.22,Forest,1
159,2513,4,Boreal,502.7,-0.674,18.58,84.05,0.388,0.113,Forest,1
191,2399,4,Mediterranean,475.91,-0.712,17.91,111.59,0.112,0.404,Grassland,0
137,2444,10,Temperate,485.77,-0.41,18.6,79.22,0.225,0.099,Forest,1
24,2252,1,Tropical,439.83,0.713,17.35,112.05,0.492,0.412,Forest,0
118,2226,7,Tropical,435.03,0.685,17.51,93.98,0.528,0.359,Grassland,0
55,2721,4,Tropical,552.06,1.071,21.84,122.77,0.393,0.281,Forest,1
116,2576,5,Temperate,519.19,1.069,19.52,97.96,0.275,0.262,Grassland,0
184,2332,1,Temperate,460.33,0.941,19.21,101.34,0.288,0.251,Urban,1
108,2609,1,Boreal,527.01,-0.787,21.64,99.61,0.316,-0.015,Forest,1
153,2496,2,Tropical,498.46,1.087,19.16,104.18,0.136,0.451,Forest,1
44,2320,5,Temperate,457.45,0.191,16.33,106.77,0.119,0.419,Grassland,0
82,2223,7,Mediterranean,433.34,-1.001,16.05,93.57,0.307,0.261,Urban,0
24,2335,5,Tropical,461.27,0.754,18.24,137.0,0.37,0.489,Forest,0
115,2726,4,Mediterranean,555.47,1.044,22.95,108.28,0.264,0.185,Grassland,0
139,2261,8,Mediterranean,9999.0,0.95,17.76,61.75,0.443,0.066,Urban,0
37,2353,2,Mediterranean,464.54,-0.643,17.03,124.79,0.086,0.299,Grassland,0
18,2018,3,Tropical,384.04,-0.639,16.07,130.91,0.577,0.55,Forest,0
18,2551,7,Tropical,513.06,1.106,19.61,97.81,0.602,0.21,Forest,1
6,2800,7,Boreal,574.01,1.135,22.61,84.84,0.146,0.04,Forest,0
68,2439,1,Savanna,484.86,-0.68,18.46,123.35,0.13,0.205,Grassland,1
143,2211,12,Savanna,431.45,0.446,15.94,97.29,0.049,0.243,Grassland,0
70,2239,3,Tropical,437.42,-0.324,15.43,131.53,0.379,0.457,Forest,1
44,2103,9,Temperate,405.76,-1.494,13.51,74.99,0.146,0.245,Forest,1
20,2035,1,Temperate,389.16,-0.185,13.89,111.31,0.212,0.393,Urban,1
27,2518,12,Temperate,504.17,-0.718,19.29,106.87,0.264,0.108,Forest,1
58,2171,7,Savanna,419.65,1.218,16.4,60.35,0.178,0.284,Forest,1
93,2707,10,Boreal,548.84,-0.109,21.76,69.15,0.083,-0.044,Forest,1
34,2536,3,Boreal,509.32,1.151,19.29,138.1,0.378,0.147,Forest,1
22,2285,3,Savanna,446.73,0.242,16.22,126.32,0.142,0.496,Grassland,0
110,2375,11,Tropical,470.99,1.394,17.52,94.66,0.372,0.289,Forest,1
166,2097,3,Savanna,402.57,0.24,16.03,157.66,0.221,0.523,Grassland,0
54,2021,3,Boreal,385.45,0.989,14.24,115.05,0.217,0.389,Forest,1
15,2034,8,Temperate,387.49,-0.145,13.93,107.65,0.383,0.303,Forest,0
175,2764,8,Temperate,563.54,-0.713,20.15,94.87,0.199,0.069,Urban,0
69,2289,2,Savanna,449.58,-0.609,15.83,92.98,0.233,0.308,Grassland,0
50,2254,3,Savanna,441.25,-0.748,16.15,105.4,0.2,0.48,Urban,0
159,2063,4,Boreal,394.46,-0.622,13.87,97.25,0.412,0.31,Forest,0
185,2115,6,Savanna,408.48,0.432,15.84,93.08,0.256,0.377,Grassland,0
54,2054,7,Boreal,393.45,-0.205,14.81,85.86,0.122,0.296,Forest,0
1,2100,2,Mediterranean,404.14,-0.196,14.52,121.53,0.3,0.351,Grassland,0
13,2201,2,Temperate,429.64,1.199,15.63,112.46,0.442,0.336,Forest,1
179,2464,12,Tropical,490.89,-0.201,18.52,110.9,0.212,0.347,Urban,0
193,2499,6,Temperate,500.63,-0.973,18.46,95.93,0.246,0.281,Urban,0
94,2441,3,Tropical,484.67,1.383,19.98,127.48,0.322,0.438,Grassland,0
55,2254,8,Tropical,441.22,-0.642,17.54,71.07,0.407,0.317,Forest,1
30,2235,11,Boreal,437.62,0.824,17.11,69.09,0.041,0.137,Forest,1
170,2247,7,Tropical,438.44,-0.11,17.69,89.46,0.723,0.293,Forest,0
128,2027,5,Mediterranean,387.02,0.13,14.66,129.03,0.275,0.437,Forest,1
70,2355,11,Tropical,463.75,1.109,18.24,68.95,0.328,0.288,Forest,1
194,2499,7,Savanna,500.58,-0.995,18.44,101.96,0.283,0.11,Forest,0
192,2366,1,Savanna,467.21,1.004,16.08,140.58,0.429,0.246,Grassland,0
63,2171,12,Temperate,420.69,0.845,14.66,101.86,0.576,0.183,Forest,1
101,2691,10,Tropical,546.39,1.05,20.31,80.34,0.377,0.133,Forest,0
13,2751,2,Temperate,559.69,1.156,22.15,103.84,0.416,0.109,Forest,1
129,2777,6,Mediterranean,567.32,0.161,22.61,108.07,0.623,-0.1,Grassland,0
169,2430,10,Savanna,483.87,0.825,19.58,92.82,0.435,-0.045,Forest,0
29,2369,2,Savanna,468.77,-0.997,16.38,133.96,0.347,0.318,Forest,0
81,2106,10,Tropical,405.24,0.781,16.5,72.98,0.088,0.455,Urban,0
181,2281,10,Boreal,449.28,1.089,17.78,86.82,0.115,0.141,Forest,1
36,2219,9,Boreal,432.32,-0.372,16.19,47.1,0.442,0.039,Forest,1
128,2277,5,Mediterranean,447.71,0.065,16.77,97.95,0.278,0.303,Urban,0
36,2536,5,Boreal,509.5,0.98,19.49,116.28,0.433,0.112,Forest,1
18,2418,3,Tropical,480.5,-0.728,17.45,132.67,0.57,0.354,Forest,1
124,2610,5,Tropical,526.74,0.276,21.92,104.77,0.164,0.417,Forest,1
195,2316,4,Boreal,455.8,1.021,17.22,124.78,0.461,0.234,Forest,1
63,2221,12,Temperate,434.3,0.494,16.83,93.29,0.584,0.137,Forest,0
82,2690,3,Mediterranean,9999.0,-0.144,21.72,97.45,0.433,0.097,Forest,0
82,2106,11,Mediterranean,405.55,0.855,15.28,100.76,0.305,0.116,Grassland,1
148,2345,9,Temperate,463.37,0.773,17.72,61.22,0.74,-0.092,Grassland,0
162,2113,7,Mediterranean,406.05,-1.463,14.82,129.23,0.206,0.347,Forest,1
37,2119,10,Mediterranean,407.44,-0.359,13.78,88.3,0.154,0.121,Grassland,0
28,2802,5,Savanna,575.05,-0.014,21.11,118.64,0.002,0.333,Grassland,0
41,2286,10,Tropical,449.57,0.561,16.71,79.79,0.235,0.364,Grassland,1
56,2004,9,Savanna,379.18,-0.169,14.44,93.45,0.217,0.164,Grassland,1
197,2383,2,Tropical,472.51,-0.744,17.41,113.73,0.591,0.235,Grassland,0
79,2706,8,Savanna,548.78,0.747,23.1,90.39,0.199,0.04,Forest,0
165,2447,2,Temperate,488.33,0.283,19.81,129.71,0.385,0.258,Urban,0
44,2153,9,Temperate,417.09,-1.084,15.39,85.39,0.154,0.288,Grassland,0
115,2459,8,Mediterranean,491.42,-0.584,18.95,74.35,0.207,0.075,Forest,1
173,2714,6,Savanna,551.16,-0.58,21.46,121.6,0.108,0.263,Urban,0
63,2521,12,Temperate,504.06,0.76,18.68,114.56,0.637,-0.008,Forest,0
80,2240,1,Mediterranean,436.42,-0.154,17.09,115.39,0.367,0.239,Urban,0
143,2145,4,Savanna,417.95,0.261,16.48,100.57,0.054,0.567,Urban,0
198,2699,11,Mediterranean,547.9,0.187,21.23,94.01,0.347,-0.1,Forest,1
169,2347,6,Savanna,463.82,0.023,17.98,99.0,0.382,0.251,Grassland,0
197,2433,2,Tropical,483.52,-0.556,17.53,151.71,0.613,0.305,Forest,1
193,2749,6,Temperate,559.4,-0.596,19.15,110.85,0.271,0.132,Forest,1
140,2061,9,Tropical,394.38,1.009,14.48,79.34,0.344,0.461,Forest,1
66,2755,7,Temperate,560.06,0.416,21.93,89.28,0.319,0.072,Forest,1
24,2135,5,Tropical,413.31,0.502,15.7,111.58,0.401,0.581,Forest,0
124,2043,9,Tropical,390.04,-1.169,14.56,60.36,0.137,0.499,Forest,1
