time_index,year,month,region,co2_ppm,enso_index,volcanic_activity,ocean_heat_index,temperature_anomaly,rainfall_mm,humidity_pct,CO2_Reduction_Percent,Deforestation_Percent,Renewable_Energy_Percent,Urban_Heat_Control_Percent,Water_Conservation_Percent,Irrigation_Efficiency_Percent,Temperature_with_scenario,CO2_with_scenario,Rainfall_with_scenario
6832,2469,5,Polar,418.39,-0.633,0.0,3.666,-1.85,50.79,68.92,0.0,0.0,0.0,0.0,0.0,0.0,-1.85,418.39,50.79
871,1972,8,Coastal,312.41,-0.318,0.0,2.935,0.592,136.2,83.38,0.0,0.0,0.0,0.0,0.0,0.0,0.592,312.41,136.2
8749,2629,2,Tropics,454.24,-0.648,0.0,3.971,2.297,199.8,80.15,0.0,0.0,0.0,0.0,0.0,0.0,2.297,454.24,199.8
1263,2005,4,Tropics,315.69,-0.003,0.0,2.955,0.419,139.86,86.07,0.0,0.0,0.0,0.0,0.0,0.0,0.419,315.69,139.86
4833,2302,10,Inland,384.05,-0.02,0.0,3.999,1.399,101.52,62.89,0.0,0.0,0.0,0.0,0.0,0.0,1.399,384.05,101.52
3894,2224,7,Tropics,365.13,-0.832,0.0,2.922,1.743,181.63,84.57,0.0,0.0,0.0,0.0,0.0,0.0,1.743,365.13,181.63
6323,2426,12,Coastal,407.69,0.362,0.0,4.319,2.376,158.9,85.55,0.0,0.0,0.0,0.0,0.0,0.0,2.376,407.69,158.9
9212,2667,9,Polar,461.23,0.23,0.0,4.619,1.322,46.46,60.98,0.0,0.0,0.0,0.0,0.0,0.0,1.322,461.23,46.46
7019,2484,12,Inland,422.4,0.156,0.0,4.24,1.495,133.19,64.78,0.0,0.0,0.0,0.0,0.0,0.0,1.495,422.4,133.19
1220,2001,9,Temperate,317.32,0.649,0.0,3.666,2.423,115.34,68.64,0.0,0.0,0.0,0.0,0.0,0.0,2.423,317.32,115.34
1446,2020,7,Inland,322.22,0.89,0.0,3.925,1.171,69.04,55.41,0.0,0.0,0.0,0.0,0.0,0.0,1.171,322.22,69.04
3184,2165,5,Polar,353.6,0.674,0.0,3.938,-1.842,46.0,64.11,0.0,0.0,0.0,0.0,0.0,0.0,-1.842,353.6,46.0
408,1934,1,Inland,302.63,-0.898,0.0,2.087,0.199,117.0,62.75,0.0,0.0,0.0,0.0,0.0,0.0,0.199,302.63,117.0
4344,2262,1,Polar,372.34,0.473,0.0,4.072,0.03,53.73,64.98,0.0,0.0,0.0,0.0,0.0,0.0,0.03,372.34,53.73
3021,2151,10,Coastal,351.76,1.079,0.0,4.412,1.671,156.28,89.81,0.0,0.0,0.0,0.0,0.0,0.0,1.671,351.76,156.28
2303,2091,12,Tropics,336.88,1.025,0.0,4.211,1.171,206.52,82.78,0.0,0.0,0.0,0.0,0.0,0.0,1.171,336.88,206.52
6271,2422,8,Tropics,406.18,-0.518,0.0,3.888,2.398,200.4,79.42,0.0,0.0,0.0,0.0,0.0,0.0,2.398,406.18,200.4
8280,2590,1,Polar,443.75,0.09,0.0,4.636,-0.586,50.72,60.79,0.0,0.0,0.0,0.0,0.0,0.0,-0.586,443.75,50.72
6641,2453,6,Inland,412.79,-0.862,0.0,3.554,0.041,75.15,57.26,0.0,0.0,0.0,0.0,0.0,0.0,0.041,412.79,75.15
6955,2479,8,Temperate,421.35,-0.398,0.0,3.927,1.088,93.93,76.47,0.0,0.0,0.0,0.0,0.0,0.0,1.088,421.35,93.93
2109,2075,10,Coastal,331.36,0.825,0.0,4.237,0.609,145.77,88.92,0.0,0.0,0.0,0.0,0.0,0.0,0.609,331.36,145.77
5351,2345,12,Tropics,393.17,0.838,0.0,4.891,1.716,208.49,87.11,0.0,0.0,0.0,0.0,0.0,0.0,1.716,393.17,208.49
9683,2706,12,Coastal,468.28,0.72,0.0,5.217,2.99,141.05,83.81,0.0,0.0,0.0,0.0,0.0,0.0,2.99,468.28,141.05
8343,2595,4,Tropics,445.62,0.495,0.0,5.022,2.259,120.98,82.74,0.0,0.0,0.0,0.0,0.0,0.0,2.259,445.62,120.98
4549,2279,2,Coastal,377.03,-0.766,0.0,3.573,-0.411,122.95,87.35,0.0,0.0,0.0,0.0,0.0,0.0,-0.411,377.03,122.95
1880,2056,9,Polar,327.39,0.908,0.0,4.032,1.309,50.29,60.31,0.0,0.0,0.0,0.0,0.0,0.0,1.309,327.39,50.29
5945,2395,6,Tropics,403.27,0.509,0.0,4.527,1.636,133.98,77.42,0.0,0.0,0.0,0.0,0.0,0.0,1.636,403.27,133.98
1737,2044,10,Inland,326.39,-0.713,0.0,2.353,1.991,114.28,57.06,0.0,0.0,0.0,0.0,0.0,0.0,1.991,326.39,114.28
7793,2549,6,Polar,433.72,-0.559,0.0,4.18,-3.67,35.91,63.38,0.0,0.0,0.0,0.0,0.0,0.0,-3.67,433.72,35.91
5212,2334,5,Inland,390.52,-1.012,0.0,3.141,-0.221,54.67,58.04,0.0,0.0,0.0,0.0,0.0,0.0,-0.221,390.52,54.67
3208,2167,5,Coastal,351.88,0.265,0.0,3.885,4.991,95.55,86.21,0.0,0.0,0.0,0.0,0.0,0.0,4.991,351.88,95.55
7082,2490,3,Polar,420.78,0.514,0.0,4.507,-3.158,48.4,65.93,0.0,0.0,0.0,0.0,0.0,0.0,-3.158,420.78,48.4
2055,2071,4,Coastal,331.25,1.363,0.0,4.351,0.277,96.57,85.22,0.0,0.0,0.0,0.0,0.0,0.0,0.277,331.25,96.57
1688,2040,9,Inland,327.29,0.783,0.0,3.678,1.194,95.22,54.47,0.0,0.0,0.0,0.0,0.0,0.0,1.194,327.29,95.22
4779,2298,4,Polar,379.52,-0.748,0.0,3.407,-1.219,48.4,59.87,0.0,0.0,0.0,0.0,0.0,0.0,-1.219,379.52,48.4
7475,2522,12,Temperate,429.98,-0.624,0.3,3.925,2.185,103.56,70.43,0.0,0.0,0.0,0.0,0.0,0.0,2.185,429.98,103.56
7876,2556,5,Polar,436.6,0.649,0.0,4.847,0.908,53.56,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.908,436.6,53.56
6749,2462,6,Temperate,417.49,0.014,0.0,4.123,0.167,69.56,69.88,0.0,0.0,0.0,0.0,0.0,0.0,0.167,417.49,69.56
8555,2612,12,Tropics,448.52,-0.571,0.0,3.792,1.869,231.54,83.75,0.0,0.0,0.0,0.0,0.0,0.0,1.869,448.52,231.54
8122,2576,11,Polar,440.5,0.515,0.0,4.931,1.831,67.1,60.78,0.0,0.0,0.0,0.0,0.0,0.0,1.831,440.5,67.1
6990,2482,7,Coastal,420.14,0.208,0.0,4.114,1.091,115.71,79.45,0.0,0.0,0.0,0.0,0.0,0.0,1.091,420.14,115.71
8266,2588,11,Polar,445.49,-0.642,0.0,3.81,2.114,70.54,61.82,0.0,0.0,0.0,0.0,0.0,0.0,2.114,445.49,70.54
8539,2611,8,Coastal,447.86,0.793,0.0,4.746,2.142,109.66,83.04,0.0,0.0,0.0,0.0,0.0,0.0,2.142,447.86,109.66
3392,2182,9,Coastal,357.07,-0.096,0.0,3.484,1.171,139.46,87.31,0.0,0.0,0.0,0.0,0.0,0.0,1.171,357.07,139.46
6325,2427,2,Inland,407.61,0.618,0.0,4.356,1.985,90.6,58.44,0.0,0.0,0.0,0.0,0.0,0.0,1.985,407.61,90.6
3528,2194,1,Coastal,357.67,-0.379,0.0,3.412,-0.317,147.89,86.63,0.0,0.0,0.0,0.0,0.0,0.0,-0.317,357.67,147.89
4604,2283,9,Temperate,378.25,-0.987,0.0,2.876,1.78,109.31,70.25,0.0,0.0,0.0,0.0,0.0,0.0,1.78,378.25,109.31
7023,2485,4,Coastal,423.5,0.164,0.0,4.477,1.028,99.98,85.4,0.0,0.0,0.0,0.0,0.0,0.0,1.028,423.5,99.98
6321,2426,10,Coastal,407.88,0.515,0.0,4.497,1.984,139.09,83.32,0.0,0.0,0.0,0.0,0.0,0.0,1.984,407.88,139.09
745,1962,2,Polar,306.41,0.63,0.0,3.208,-1.54,53.81,61.7,0.0,0.0,0.0,0.0,0.0,0.0,-1.54,306.41,53.81
710,1959,3,Inland,308.64,-0.841,0.0,2.323,-0.548,63.85,62.26,0.0,0.0,0.0,0.0,0.0,0.0,-0.548,308.64,63.85
379,1931,8,Inland,301.35,0.782,0.0,3.593,2.246,107.57,63.08,0.0,0.0,0.0,0.0,0.0,0.0,2.246,301.35,107.57
8782,2631,11,Tropics,453.89,0.755,0.0,5.186,2.492,215.24,84.33,0.0,0.0,0.0,0.0,0.0,0.0,2.492,453.89,215.24
3011,2150,12,Coastal,348.7,0.657,0.0,4.073,1.215,151.0,89.67,0.0,0.0,0.0,0.0,0.0,0.0,1.215,348.7,151.0
8858,2638,3,Polar,454.34,-0.784,0.0,3.619,-1.076,27.46,62.92,0.0,0.0,0.0,0.0,0.0,0.0,-1.076,454.34,27.46
7152,2496,1,Tropics,423.75,1.057,0.0,5.365,1.9,193.41,85.33,0.0,0.0,0.0,0.0,0.0,0.0,1.9,423.75,193.41
8566,2613,11,Temperate,449.95,-0.55,0.0,4.332,2.466,116.73,66.06,0.0,0.0,0.0,0.0,0.0,0.0,2.466,449.95,116.73
3497,2191,6,Inland,357.91,0.76,0.0,4.215,1.874,77.64,62.5,0.0,0.0,0.0,0.0,0.0,0.0,1.874,357.91,77.64
3889,2224,2,Inland,365.35,-0.958,0.0,3.216,1.284,93.43,60.17,0.0,0.0,0.0,0.0,0.0,0.0,1.284,365.35,93.43
4484,2273,9,Coastal,373.18,-1.081,0.0,2.889,1.048,158.64,81.82,0.0,0.0,0.0,0.0,0.0,0.0,1.048,373.18,158.64
4011,2234,4,Coastal,369.4,-1.252,0.0,2.731,-0.188,126.77,90.08,0.0,0.0,0.0,0.0,0.0,0.0,-0.188,369.4,126.77
2619,2118,4,Inland,341.54,-0.953,0.0,2.643,-0.255,59.94,56.34,0.0,0.0,0.0,0.0,0.0,0.0,-0.255,341.54,59.94
6670,2455,11,Temperate,414.79,0.466,0.0,4.528,1.889,128.79,69.66,0.0,0.0,0.0,0.0,0.0,0.0,1.889,414.79,128.79
6512,2442,9,Temperate,413.31,-0.146,0.0,4.182,2.413,122.76,66.28,0.0,0.0,0.0,0.0,0.0,0.0,2.413,413.31,122.76
3467,2188,12,Tropics,359.65,-0.565,0.0,2.741,1.279,231.76,80.56,0.0,0.0,0.0,0.0,0.0,0.0,1.279,359.65,231.76
1313,2009,6,Tropics,319.24,-0.612,0.0,2.621,0.188,138.93,79.6,0.0,0.0,0.0,0.0,0.0,0.0,0.188,319.24,138.93
8605,2617,2,Temperate,451.78,0.557,0.0,5.438,1.65,100.88,67.69,0.0,0.0,0.0,0.0,0.0,0.0,1.65,451.78,100.88
2069,2072,6,Polar,334.33,-0.553,0.0,3.034,-3.121,55.95,68.05,0.0,0.0,0.0,0.0,0.0,0.0,-3.121,334.33,55.95
2982,2148,7,Tropics,345.53,-1.051,0.0,2.618,0.766,156.64,85.79,0.0,0.0,0.0,0.0,0.0,0.0,0.766,345.53,156.64
5914,2392,11,Tropics,401.36,-0.455,0.0,3.481,1.746,241.87,88.95,0.0,0.0,0.0,0.0,0.0,0.0,1.746,401.36,241.87
9170,2664,3,Coastal,458.94,-1.109,0.0,3.567,1.191,111.0,81.84,0.0,0.0,0.0,0.0,0.0,0.0,1.191,458.94,111.0
1285,2007,2,Tropics,,0.483,0.0,3.445,0.623,174.98,83.2,0.0,0.0,0.0,0.0,0.0,0.0,0.623,,174.98
8990,2649,3,Polar,456.31,-0.693,0.0,4.028,-1.598,32.42,57.26,0.0,0.0,0.0,0.0,0.0,0.0,-1.598,456.31,32.42
8429,2602,6,Polar,448.79,0.259,0.0,4.628,-1.047,61.54,60.36,0.0,0.0,0.0,0.0,0.0,0.0,-1.047,448.79,61.54
1349,2012,6,Tropics,321.29,0.382,0.0,3.652,0.679,124.15,84.37,0.0,0.0,0.0,0.0,0.0,0.0,0.679,321.29,124.15
2611,2117,8,Coastal,340.97,-0.0,0.0,3.251,0.23,146.93,87.64,0.0,0.0,0.0,0.0,0.0,0.0,0.23,340.97,146.93
9494,2691,3,Polar,463.33,0.985,0.0,5.34,0.248,54.76,67.19,0.0,0.0,0.0,0.0,0.0,0.0,0.248,463.33,54.76
3668,2205,9,Inland,360.15,0.568,0.0,4.117,2.366,101.37,61.01,0.0,0.0,0.0,0.0,0.0,0.0,2.366,360.15,101.37
2221,2085,2,Temperate,335.2,0.424,0.0,3.857,-0.333,115.49,73.22,0.0,0.0,0.0,0.0,0.0,0.0,-0.333,335.2,115.49
427,1935,8,Inland,302.68,0.725,0.0,3.636,2.211,87.35,58.32,0.0,0.0,0.0,0.0,0.0,0.0,2.211,302.68,87.35
653,1954,6,Inland,309.32,-0.507,0.0,2.686,-2.558,77.73,59.06,0.0,0.0,0.0,0.0,0.0,0.0,-2.558,309.32,77.73
9913,2726,2,Coastal,474.69,0.933,0.0,5.366,1.934,129.64,84.3,0.0,0.0,0.0,0.0,0.0,0.0,1.934,474.69,129.64
3535,2194,8,Polar,357.48,-0.547,0.0,3.074,-1.358,29.89,63.44,0.0,0.0,0.0,0.0,0.0,0.0,-1.358,357.48,29.89
7736,2544,9,Polar,432.98,-0.726,0.0,4.028,0.482,56.54,62.88,0.0,0.0,0.0,0.0,0.0,0.0,0.482,432.98,56.54
3245,2170,6,Coastal,353.82,0.44,0.0,3.966,0.489,112.89,83.75,0.0,0.0,0.0,0.0,0.0,0.0,0.489,353.82,112.89
4740,2295,1,Inland,380.73,0.192,0.0,3.944,0.704,107.04,56.74,0.0,0.0,0.0,0.0,0.0,0.0,0.704,380.73,107.04
9068,2655,9,Inland,457.85,0.578,0.0,5.219,4.639,111.35,57.31,0.0,0.0,0.0,0.0,0.0,0.0,4.639,457.85,111.35
4099,2241,8,Coastal,366.43,0.885,0.0,4.252,1.169,115.79,85.63,0.0,0.0,0.0,0.0,0.0,0.0,1.169,366.43,115.79
4100,2241,9,Polar,368.54,1.046,0.0,4.416,0.562,45.5,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.562,368.54,45.5
6959,2479,12,Inland,419.88,-0.111,0.0,4.051,2.891,101.99,58.13,0.0,0.0,0.0,0.0,0.0,0.0,2.891,419.88,101.99
611,1950,12,Tropics,305.34,1.111,0.0,3.811,0.787,221.94,85.25,0.0,0.0,0.0,0.0,0.0,0.0,0.787,305.34,221.94
4288,2257,5,Coastal,372.41,0.084,0.0,3.84,0.706,106.61,78.66,0.0,0.0,0.0,0.0,0.0,0.0,0.706,372.41,106.61
8570,2614,3,Temperate,451.04,-1.183,0.0,3.652,1.557,95.1,72.77,0.0,0.0,0.0,0.0,0.0,0.0,1.557,451.04,95.1
9712,2709,5,Tropics,469.55,-1.042,0.0,3.789,2.522,138.57,74.05,0.0,0.0,0.0,0.0,0.0,0.0,2.522,469.55,138.57
1543,2028,8,Polar,321.58,-1.338,1.0,2.17,-2.071,48.89,62.2,0.0,0.0,0.0,0.0,0.0,0.0,-2.071,321.58,48.89
9535,2694,8,Tropics,468.23,-0.188,0.0,4.603,2.015,176.93,81.37,0.0,0.0,0.0,0.0,0.0,0.0,2.015,468.23,176.93
3853,2221,2,Temperate,364.84,0.865,0.0,4.487,0.414,118.28,75.06,0.0,0.0,0.0,0.0,0.0,0.0,0.414,364.84,118.28
554,1946,3,Inland,303.52,0.598,0.0,3.317,0.67,72.92,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.67,303.52,72.92
6365,2430,6,Coastal,408.74,0.762,0.0,4.842,1.218,98.02,86.7,0.0,0.0,0.0,0.0,0.0,0.0,1.218,408.74,98.02
511,1942,8,Coastal,306.97,-0.174,0.3,2.878,0.355,133.39,92.12,0.0,0.0,0.0,0.0,0.0,0.0,0.355,306.97,133.39
3206,2167,3,Polar,351.96,0.413,0.0,3.685,-2.334,35.04,62.08,0.0,0.0,0.0,0.0,0.0,0.0,-2.334,351.96,35.04
8084,2573,9,Coastal,442.78,-0.869,0.0,3.471,2.301,154.48,83.84,0.0,0.0,0.0,0.0,0.0,0.0,2.301,442.78,154.48
967,1980,8,Inland,310.82,0.745,0.0,3.6,2.108,107.95,57.66,0.0,0.0,0.0,0.0,0.0,0.0,2.108,310.82,107.95
6043,2403,8,Tropics,405.33,-1.041,0.0,3.13,1.862,186.01,82.27,0.0,0.0,0.0,0.0,0.0,0.0,1.862,405.33,186.01
6879,2473,4,Tropics,417.41,-0.266,0.0,3.398,1.879,133.8,79.67,0.0,0.0,0.0,0.0,0.0,0.0,1.879,417.41,133.8
6775,2464,8,Coastal,417.86,-0.056,0.0,3.845,2.279,141.51,82.92,0.0,0.0,0.0,0.0,0.0,0.0,2.279,417.86,141.51
3295,2174,8,Coastal,354.69,-0.362,0.0,3.2,1.148,128.43,85.72,0.0,0.0,0.0,0.0,0.0,0.0,1.148,354.69,128.43
8701,2625,2,Coastal,452.97,-0.165,0.0,4.518,1.647,127.2,84.09,0.0,0.0,0.0,0.0,0.0,0.0,1.647,452.97,127.2
3429,2185,10,Tropics,355.18,0.721,0.0,4.181,1.79,214.24,87.13,0.0,0.0,0.0,0.0,0.0,0.0,1.79,355.18,214.24
8870,2639,3,Polar,453.04,-0.436,0.0,3.985,-1.194,35.88,63.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.194,453.04,35.88
6962,2480,3,Inland,421.0,0.345,0.0,4.208,-0.331,96.1,56.57,0.0,0.0,0.0,0.0,0.0,0.0,-0.331,421.0,96.1
2088,2074,1,Tropics,333.35,-0.954,0.0,2.364,0.695,211.62,84.2,0.0,0.0,0.0,0.0,0.0,0.0,0.695,333.35,211.62
8499,2608,4,Coastal,449.37,-0.416,0.0,4.251,0.583,107.98,86.48,0.0,0.0,0.0,0.0,0.0,0.0,0.583,449.37,107.98
6162,2413,7,Inland,403.97,-0.957,0.0,3.359,0.974,64.91,52.82,0.0,0.0,0.0,0.0,0.0,0.0,0.974,403.97,64.91
3210,2167,7,Inland,353.52,-0.196,0.0,3.423,0.562,64.14,57.11,0.0,0.0,0.0,0.0,0.0,0.0,0.562,353.52,64.14
9200,2666,9,Tropics,460.85,0.907,0.0,5.442,2.537,197.31,85.88,0.0,0.0,0.0,0.0,0.0,0.0,2.537,460.85,197.31
6605,2450,6,Inland,413.29,0.536,0.0,4.487,0.024,62.38,59.67,0.0,0.0,0.0,0.0,0.0,0.0,0.024,413.29,62.38
1109,1992,6,Polar,312.51,-0.06,0.0,3.004,-1.684,36.67,59.77,0.0,0.0,0.0,0.0,0.0,0.0,-1.684,312.51,36.67
5728,2377,5,Polar,398.76,-0.407,0.0,3.838,-2.935,47.77,67.91,0.0,0.0,0.0,0.0,0.0,0.0,-2.935,398.76,47.77
7829,2552,6,Polar,437.3,-0.057,0.0,4.66,0.246,51.02,63.07,0.0,0.0,0.0,0.0,0.0,0.0,0.246,437.3,51.02
1038,1986,7,Temperate,313.55,0.882,0.0,3.823,-0.719,113.11,76.93,0.0,0.0,0.0,0.0,0.0,0.0,-0.719,313.55,113.11
1194,1999,7,Inland,315.81,-0.772,0.0,2.82,0.738,80.37,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.738,315.81,80.37
4474,2272,11,Inland,376.37,-0.043,0.0,3.498,1.52,104.73,58.56,0.0,0.0,0.0,0.0,0.0,0.0,1.52,376.37,104.73
9874,2722,11,Tropics,473.24,-0.479,0.0,4.219,3.124,257.2,87.43,0.0,0.0,0.0,0.0,0.0,0.0,3.124,473.24,257.2
2122,2076,11,Polar,331.56,0.596,0.0,3.584,0.129,55.58,64.83,0.0,0.0,0.0,0.0,0.0,0.0,0.129,331.56,55.58
4982,2315,3,Polar,382.91,0.656,0.0,4.082,-1.444,32.16,61.47,0.0,0.0,0.0,0.0,0.0,0.0,-1.444,382.91,32.16
8973,2647,10,Inland,458.88,-0.54,0.0,3.873,2.223,100.36,55.88,0.0,0.0,0.0,0.0,0.0,0.0,2.223,458.88,100.36
5700,2375,1,Temperate,396.98,0.171,0.0,3.965,0.971,121.83,76.27,0.0,0.0,0.0,0.0,0.0,0.0,0.971,396.98,121.83
934,1977,11,Inland,311.15,-0.475,0.0,2.705,1.464,111.79,60.8,0.0,0.0,0.0,0.0,0.0,0.0,1.464,311.15,111.79
6101,2408,6,Polar,405.2,-0.959,0.0,2.964,-0.723,56.06,62.72,0.0,0.0,0.0,0.0,0.0,0.0,-0.723,405.2,56.06
4689,2290,10,Coastal,381.05,0.235,0.0,4.185,1.733,137.34,91.7,0.0,0.0,0.0,0.0,0.0,0.0,1.733,381.05,137.34
394,1932,11,Inland,302.0,-0.285,0.0,3.006,-0.239,92.97,61.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.239,302.0,92.97
4685,2290,6,Coastal,379.33,0.63,0.0,4.314,1.113,97.79,87.89,0.0,0.0,0.0,0.0,0.0,0.0,1.113,379.33,97.79
8776,2631,5,Coastal,453.33,1.171,0.0,5.617,1.23,84.62,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,453.33,84.62
9165,2663,10,Inland,458.22,-0.784,0.0,3.999,2.806,90.34,56.88,0.0,0.0,0.0,0.0,0.0,0.0,2.806,458.22,90.34
5980,2398,5,Tropics,403.24,-0.497,0.0,4.094,1.633,-132.26,141.894,0.0,0.0,0.0,0.0,0.0,0.0,1.633,403.24,-132.26
9942,2728,7,Inland,471.95,-0.962,0.0,3.914,2.157,76.25,58.29,0.0,0.0,0.0,0.0,0.0,0.0,2.157,471.95,76.25
2191,2082,8,Coastal,336.32,0.432,0.0,3.653,0.232,126.55,86.2,0.0,0.0,0.0,0.0,0.0,0.0,0.232,336.32,126.55
1297,2008,2,Polar,319.45,-0.425,0.0,2.832,-1.526,56.75,64.84,0.0,0.0,0.0,0.0,0.0,0.0,-1.526,319.45,56.75
5044,2320,5,Temperate,384.32,0.46,0.0,4.531,0.349,90.96,66.1,0.0,0.0,0.0,0.0,0.0,0.0,0.349,384.32,90.96
1162,1996,11,Polar,316.75,0.454,0.0,3.249,0.639,59.63,62.38,0.0,0.0,0.0,0.0,0.0,0.0,0.639,316.75,59.63
4254,2254,7,Polar,372.95,-0.033,0.0,3.307,-0.261,48.67,63.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.261,372.95,48.67
6372,2431,1,Tropics,410.16,0.895,0.0,4.885,2.31,201.14,79.04,0.0,0.0,0.0,0.0,0.0,0.0,2.31,410.16,201.14
1527,2027,4,Temperate,322.33,0.029,0.0,3.021,0.477,100.66,70.48,0.0,0.0,0.0,0.0,0.0,0.0,0.477,322.33,100.66
4342,2261,11,Inland,372.12,1.032,0.0,5.092,1.476,116.84,64.37,0.0,0.0,0.0,0.0,0.0,0.0,1.476,372.12,116.84
2030,2069,3,Tropics,332.0,-1.036,0.0,2.239,0.71,-156.64,149.778,0.0,0.0,0.0,0.0,0.0,0.0,0.71,332.0,-156.64
3060,2155,1,Polar,351.02,-0.046,0.0,3.196,-1.47,62.37,63.35,0.0,0.0,0.0,0.0,0.0,0.0,-1.47,351.02,62.37
58,1904,11,Coastal,295.93,-0.143,0.0,2.767,0.455,156.31,81.04,0.0,0.0,0.0,0.0,0.0,0.0,0.455,295.93,156.31
2405,2100,6,Coastal,338.0,0.648,0.0,3.892,0.472,100.85,81.4,0.0,0.0,0.0,0.0,0.0,0.0,0.472,338.0,100.85
5006,2317,3,Inland,386.09,0.277,0.0,4.223,-1.215,83.96,66.07,0.0,0.0,0.0,0.0,0.0,0.0,-1.215,386.09,83.96
6157,2413,2,Coastal,406.37,-0.883,0.0,3.55,1.877,145.76,85.5,0.0,0.0,0.0,0.0,0.0,0.0,1.877,406.37,145.76
7375,2514,8,Inland,427.01,-0.316,0.0,3.597,4.152,87.19,63.67,0.0,0.0,0.0,0.0,0.0,0.0,4.152,427.01,87.19
4506,2275,7,Polar,376.54,0.529,0.0,3.705,-1.03,73.31,63.42,0.0,0.0,0.0,0.0,0.0,0.0,-1.03,376.54,73.31
5214,2334,7,Inland,390.16,-0.695,0.0,3.488,0.459,63.29,63.24,0.0,0.0,0.0,0.0,0.0,0.0,0.459,390.16,63.29
6029,2402,6,Coastal,403.3,-0.234,0.0,3.99,0.75,121.23,84.74,0.0,0.0,0.0,0.0,0.0,0.0,0.75,403.3,121.23
1780,2048,5,Coastal,327.07,-0.839,0.0,2.388,-0.424,120.09,86.74,0.0,0.0,0.0,0.0,0.0,0.0,-0.424,327.07,120.09
5447,2353,12,Polar,394.91,-0.82,0.0,3.215,0.221,57.82,66.74,0.0,0.0,0.0,0.0,0.0,0.0,0.221,394.91,57.82
4606,2283,11,Inland,376.97,-0.93,0.0,3.054,1.306,101.98,63.05,0.0,0.0,0.0,0.0,0.0,0.0,1.306,376.97,101.98
6914,2476,3,Inland,419.91,1.093,0.0,5.146,-0.008,84.8,58.52,0.0,0.0,0.0,0.0,0.0,0.0,-0.008,419.91,84.8
676,1956,5,Inland,308.14,0.919,0.0,3.582,-2.034,68.17,64.99,0.0,0.0,0.0,0.0,0.0,0.0,-2.034,308.14,68.17
3582,2198,7,Tropics,358.27,-0.762,0.0,2.852,1.074,165.0,80.8,0.0,0.0,0.0,0.0,0.0,0.0,1.074,358.27,165.0
3653,2204,6,Coastal,360.99,-0.329,0.0,3.616,0.534,113.96,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.534,360.99,113.96
7920,2560,1,Tropics,438.18,0.362,0.0,4.718,1.999,184.66,84.66,0.0,0.0,0.0,0.0,0.0,0.0,1.999,438.18,184.66
9499,2691,8,Inland,465.6,1.127,0.0,5.579,1.403,98.92,63.38,0.0,0.0,0.0,0.0,0.0,0.0,1.403,465.6,98.92
2732,2127,9,Tropics,345.56,-0.088,0.0,3.321,1.707,201.52,84.9,0.0,0.0,0.0,0.0,0.0,0.0,1.707,345.56,201.52
4787,2298,12,Temperate,380.52,-0.986,0.0,2.702,1.075,119.43,68.49,0.0,0.0,0.0,0.0,0.0,0.0,1.075,380.52,119.43
2754,2129,7,Polar,344.27,-0.615,0.0,3.073,-1.222,31.56,63.45,0.0,0.0,0.0,0.0,0.0,0.0,-1.222,344.27,31.56
2337,2094,10,Coastal,337.52,-0.689,0.0,2.542,1.047,171.99,89.54,0.0,0.0,0.0,0.0,0.0,0.0,1.047,337.52,171.99
3643,2203,8,Polar,359.93,-1.354,0.0,2.413,-0.831,55.2,65.16,0.0,0.0,0.0,0.0,0.0,0.0,-0.831,359.93,55.2
7737,2544,10,Tropics,433.8,-0.307,0.0,3.804,3.097,230.82,88.97,0.0,0.0,0.0,0.0,0.0,0.0,3.097,433.8,230.82
5516,2359,9,Temperate,394.36,-0.356,0.0,3.852,2.176,115.7,68.25,0.0,0.0,0.0,0.0,0.0,0.0,2.176,394.36,115.7
5246,2337,3,Inland,388.73,0.436,0.0,3.923,-1.088,77.04,56.87,0.0,0.0,0.0,0.0,0.0,0.0,-1.088,388.73,77.04
866,1972,3,Coastal,311.51,0.508,0.0,3.549,0.191,103.21,86.4,0.0,0.0,0.0,0.0,0.0,0.0,0.191,311.51,103.21
4447,2270,8,Polar,376.82,0.74,0.0,4.635,-1.994,54.52,62.97,0.0,0.0,0.0,0.0,0.0,0.0,-1.994,376.82,54.52
5071,2322,8,Temperate,387.65,0.17,0.0,3.829,1.644,103.37,65.63,0.0,0.0,0.0,0.0,0.0,0.0,1.644,387.65,103.37
4881,2306,10,Inland,383.41,0.921,0.0,4.655,4.25,99.25,57.34,0.0,0.0,0.0,0.0,0.0,0.0,4.25,383.41,99.25
9510,2692,7,Inland,464.41,-0.095,0.0,4.661,0.869,73.62,58.36,0.0,0.0,0.0,0.0,0.0,0.0,0.869,464.41,73.62
3002,2150,3,Tropics,349.25,0.113,0.0,3.429,1.09,152.31,86.63,0.0,0.0,0.0,0.0,0.0,0.0,1.09,349.25,152.31
