year,month,co2_ppm,enso_index,volcanic_activity,ocean_heat_index,temperature_anomaly,rainfall_mm,humidity_pct,month_sin,month_cos,region_Inland,region_Polar,region_Temperate,region_Tropics,temp_lag1,co2_lag1,rainfall_lag1,temp_roll3,rain_roll3
2104,9,339.16,-0.175,0.6,3.503,0.952,160.62,83.85,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,0.912,339.62,90.96,-0.03766666666666766,96.16000000000001
2104,10,337.06,-0.024,0.0,3.213,1.0,222.95,82.8,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0,0.952,339.16,160.62,0.9546666666666658,158.17666666666665
2104,11,337.3,0.16,0.0,3.668,1.396,227.84,88.81,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,1.0,1.0,337.06,222.95,1.115999999999999,203.8033333333333
2104,12,339.68,0.267,0.0,3.58,0.966,119.81,67.33,-2.4492935982947064e-16,1.0,0.0,0.0,1.0,0.0,1.396,337.3,227.84,1.1206666666666658,190.20000000000002
2105,1,338.86,-0.244,0.0,2.984,0.045,137.78,90.08,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.966,339.68,119.81,0.8023333333333325,161.81
2105,2,339.93,0.492,0.0,3.96,0.76,176.98,80.8,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0,0.045,338.86,137.78,0.5903333333333324,144.85666666666668
2105,3,339.29,0.126,0.0,3.949,-2.545375,107.495,100.0,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,0.76,339.93,176.98,-0.5801250000000009,140.75166666666667
2105,4,339.48,0.509,0.0,4.05,-0.272,98.38,86.4,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,-2.545375,339.29,107.495,-0.6857916666666676,127.61833333333334
2105,5,336.46,0.472,0.0,3.557,-2.545375,30.15,66.79,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0,0.0,-0.272,339.48,98.38,-1.7875833333333342,78.675
2105,6,340.56,0.257,0.0,3.943,-2.356,46.32,64.61,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,-2.545375,336.46,30.15,-1.7244583333333343,58.28333333333333
2105,7,338.72,0.878,0.0,4.21,2.143,177.8,83.25,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,1.0,-2.356,340.56,46.32,-0.9194583333333343,84.75666666666667
2105,8,339.41,0.555,0.0,3.661,0.972,117.59,85.86,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0,0.0,2.143,338.72,177.8,0.25299999999999906,113.90333333333335
2105,9,338.3,1.208,0.0,4.808,1.243,115.89,58.56,-1.0,-1.8369701987210297e-16,1.0,0.0,0.0,0.0,0.972,339.41,117.59,1.4526666666666657,137.09333333333333
2105,10,337.43,0.618,0.0,3.823,1.998,197.51,84.63,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0,1.243,338.3,115.89,1.4043333333333325,143.66333333333333
2105,11,341.56,0.615,0.0,3.711,1.572,216.62,90.46,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,1.0,1.998,337.43,197.51,1.6043333333333323,176.67333333333332
2105,12,340.05,0.748,0.3,4.118,0.745,148.6,85.97,-2.4492935982947064e-16,1.0,0.0,0.0,0.0,0.0,1.572,341.56,216.62,1.4383333333333324,187.57666666666668
2106,1,340.8,1.325,0.0,4.504,0.358,138.22,87.47,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.745,340.05,148.6,0.8916666666666657,167.81333333333333
2106,2,339.57,0.586,0.0,3.931,-2.545375,62.48,68.74,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0,0.358,340.8,138.22,-0.4807916666666676,116.43333333333334
2106,3,337.61,1.223,0.0,4.413,0.492,116.91,89.58,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,-2.545375,339.57,62.48,-0.565125000000001,105.87
2106,4,342.24,1.458,0.0,4.717,-2.545375,68.72,58.69,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0,0.0,0.492,337.61,116.91,-1.5329166666666676,82.70333333333333
2106,5,339.88,0.952,0.0,4.006,1.592,118.45,73.7,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,1.0,-2.545375,342.24,68.72,-0.15379166666666752,101.36
2106,6,339.51,0.88,0.0,4.216,0.224,96.25,70.3,1.2246467991473532e-16,-1.0,0.0,0.0,1.0,0.0,1.592,339.88,118.45,-0.24312500000000084,94.47333333333334
2106,7,339.52,0.971,0.0,4.357,0.121,87.07,63.97,-0.4999999999999997,-0.8660254037844388,1.0,0.0,0.0,0.0,0.224,339.51,96.25,0.6456666666666658,100.58999999999999
2106,8,337.24,0.633,0.0,3.764,0.917,176.22,82.49,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0,1.0,0.121,339.52,87.07,0.4206666666666658,119.84666666666668
2106,9,340.95,1.528,0.0,4.679,1.223,145.7,86.09,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,0.917,337.24,176.22,0.7536666666666658,136.33
2106,10,338.98,0.976,0.0,4.372,2.236,95.73,59.99,-0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0,1.223,340.95,145.7,1.458666666666666,139.21666666666667
2106,11,340.47,0.438,0.0,3.614,0.773,132.06,71.69,-0.5000000000000004,0.8660254037844384,0.0,0.0,1.0,0.0,2.236,338.98,95.73,1.4106666666666658,124.49666666666667
2106,12,340.67,0.467,0.0,3.781,1.822,123.3,75.39,-2.4492935982947064e-16,1.0,0.0,0.0,1.0,0.0,0.773,340.47,132.06,1.6103333333333325,117.03000000000002
2107,1,339.61,0.633,0.0,3.761,-1.821,56.84,65.5,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,0.0,1.822,340.67,123.3,0.2579999999999992,104.06666666666666
2107,2,340.82,0.176,0.0,3.587,0.881,79.65,54.13,0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0,-1.821,339.61,56.84,0.2939999999999992,86.59666666666668
2107,3,341.76,0.031,0.0,3.626,-1.839,37.27,70.63,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,0.881,340.82,79.65,-0.9263333333333342,57.919999999999995
2107,4,339.06,0.382,0.0,3.556,4.463625,118.29,80.66,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,1.0,-1.839,341.76,37.27,1.168541666666666,78.40333333333335
2107,5,339.84,0.459,0.0,4.245,0.342,48.09,62.65,0.49999999999999994,-0.8660254037844387,1.0,0.0,0.0,0.0,4.463625,339.06,118.29,0.9888749999999992,67.88333333333334
2107,6,339.65,0.333,0.0,3.97,0.992,134.89,78.45,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,1.0,0.342,339.84,48.09,1.9325416666666657,100.42333333333333
2107,7,337.81,-0.015,0.0,3.582,-2.453,37.79,60.16,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.0,0.0,0.992,339.65,134.89,-0.37300000000000094,73.59
2107,8,340.72,-0.173,0.0,3.487,0.986,100.24,55.12,-0.8660254037844385,-0.5000000000000004,1.0,0.0,0.0,0.0,-2.453,337.81,37.79,-0.15833333333333433,90.97333333333334
2107,9,341.45,-0.195,0.0,3.444,-0.445,53.72,64.55,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,0.0,0.986,340.72,100.24,-0.6373333333333343,63.91666666666668
2107,10,341.87,-0.061,0.0,3.061,1.916,96.21,59.92,-0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0,-0.445,341.45,53.72,0.818999999999999,83.39
2107,11,342.03,-0.721,0.0,3.007,-1.211,52.54,69.61,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.0,0.0,1.916,341.87,96.21,0.08666666666666556,67.49000000000001
2107,12,337.72,-0.694,0.0,3.039,0.145,108.98,74.55,-2.4492935982947064e-16,1.0,0.0,0.0,1.0,0.0,-1.211,342.03,52.54,0.28333333333333227,85.91000000000001
2108,1,342.12,-0.682,0.0,2.79,0.142,47.11,59.67,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,0.0,0.145,337.72,108.98,-0.3080000000000011,69.54333333333335
2108,2,340.17,-0.73,0.0,2.764,-0.896,105.18,71.73,0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,0.142,342.12,47.11,-0.20300000000000104,87.09000000000002
2108,3,342.13,-0.757,0.0,3.345,-1.243,34.65,70.9,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,-0.896,340.17,105.18,-0.6656666666666677,62.31333333333334
2108,4,339.52,-0.815,0.0,2.809,-1.609,71.88,59.81,0.8660254037844387,-0.4999999999999998,1.0,0.0,0.0,0.0,-1.243,342.13,34.65,-1.2493333333333345,70.57000000000001
2108,5,339.57,-0.698,0.0,3.017,-1.091,81.83,58.33,0.49999999999999994,-0.8660254037844387,1.0,0.0,0.0,0.0,-1.609,339.52,71.88,-1.3143333333333345,62.78666666666667
2108,6,338.89,-1.354,0.0,2.171,-1.505,67.37,58.83,1.2246467991473532e-16,-1.0,1.0,0.0,0.0,0.0,-1.091,339.57,81.83,-1.4016666666666675,73.69333333333334
2108,7,340.67,-1.351,0.0,2.253,0.033,125.84,87.91,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,-1.505,338.89,67.37,-0.8543333333333343,91.68
2108,8,340.65,-1.144,0.0,2.304,0.742,201.36,82.49,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0,1.0,0.033,340.67,125.84,-0.24333333333333432,131.52333333333334
2108,9,384.9,-0.779,0.0,2.457,0.995,104.92,57.26,-1.0,-1.8369701987210297e-16,1.0,0.0,0.0,0.0,0.742,340.65,201.36,0.589999999999999,144.04000000000002
2108,10,337.48,-1.163,0.0,2.347,0.829,134.64,70.62,-0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,0.995,384.9,104.92,0.8553333333333324,146.97333333333333
2108,11,340.23,-1.005,0.0,2.297,0.586,93.26,61.78,-0.5000000000000004,0.8660254037844384,1.0,0.0,0.0,0.0,0.829,337.48,134.64,0.8033333333333323,110.94
2108,12,340.7,-0.946,0.0,2.664,0.552,161.53,90.46,-2.4492935982947064e-16,1.0,0.0,0.0,0.0,0.0,0.586,340.23,93.26,0.6556666666666656,129.81
2109,1,339.26,-0.872,0.0,3.05,-0.274,111.73,71.39,0.49999999999999994,0.8660254037844387,0.0,0.0,1.0,0.0,0.552,340.7,161.53,0.287999999999999,122.17333333333335
2109,2,339.21,-0.522,0.0,2.831,0.518,128.08,88.91,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,-0.274,339.26,111.73,0.2653333333333323,133.78
2109,3,340.99,-0.692,0.0,2.647,-0.618,102.68,61.99,1.0,6.123233995736766e-17,0.0,0.0,1.0,0.0,0.518,339.21,128.08,-0.1246666666666677,114.16333333333334
2109,4,342.7,-0.56,0.0,2.683,-2.502,41.42,55.89,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0,0.0,-0.618,340.99,102.68,-0.8673333333333343,90.72666666666667
2109,5,339.44,-0.775,0.0,2.86,1.079,145.97,84.15,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,1.0,-2.502,342.7,41.42,-0.6803333333333343,96.69
2109,6,338.53,-0.301,0.0,3.091,1.283,149.69,79.92,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,1.0,1.079,339.44,145.97,-0.04666666666666767,112.36
2109,7,340.64,-0.57,0.0,3.146,0.827,118.29,84.52,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,1.283,338.53,149.69,1.0629999999999988,137.98333333333332
2109,8,341.16,-0.989,0.0,2.814,0.779,171.39,82.71,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0,1.0,0.827,340.64,118.29,0.9629999999999989,146.45666666666668
2109,9,339.47,0.208,0.0,3.951,0.764,142.16,84.37,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,0.779,341.16,171.39,0.7899999999999988,143.9466666666667
2109,10,342.58,-0.297,0.0,3.356,1.558,164.92,89.9,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.764,339.47,142.16,1.0336666666666656,159.48999999999998
2109,11,341.25,-0.075,0.0,3.134,0.796,164.91,91.26,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.0,1.558,342.58,164.92,1.0393333333333323,157.33
2109,12,339.51,-0.372,0.0,3.03,3.949,219.29,87.0,-2.4492935982947064e-16,1.0,0.0,0.0,0.0,1.0,0.796,341.25,164.91,2.1009999999999986,183.04
2110,1,338.75,0.549,0.0,4.315,1.492,148.51,84.85,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,3.949,339.51,219.29,2.078999999999999,177.57000000000002
2110,2,342.17,-0.094,0.0,2.954,1.031,184.59,83.64,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0,1.492,338.75,148.51,2.157333333333332,184.13
2110,3,341.59,0.112,0.0,3.666,-0.288,124.66,88.27,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,1.031,342.17,184.59,0.7449999999999988,152.58666666666667
2110,4,340.18,-0.073,0.0,3.145,-1.388,59.32,61.6,0.8660254037844387,-0.4999999999999998,1.0,0.0,0.0,0.0,-0.288,341.59,124.66,-0.2150000000000012,122.85666666666667
2110,5,340.86,0.498,0.0,3.699,0.141,106.51,81.79,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,0.0,-1.388,340.18,59.32,-0.5116666666666678,96.83
2110,6,340.14,0.43,0.0,3.43,-0.542,92.32,73.3,1.2246467991473532e-16,-1.0,0.0,0.0,1.0,0.0,0.141,340.86,106.51,-0.5963333333333345,86.05
2110,7,341.29,0.202,0.0,3.77,0.911,103.78,89.54,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,-0.542,340.14,92.32,0.16999999999999882,100.87
2110,8,339.48,0.652,0.0,4.274,1.076,49.74,60.16,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.0,0.0,0.911,341.29,103.78,0.4816666666666655,81.94666666666667
2110,9,338.43,0.767,0.0,4.038,1.257,132.47,84.12,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,1.076,339.48,49.74,1.0813333333333321,95.33
2110,10,341.65,0.747,0.0,3.636,2.455,139.8,68.96,-0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,1.257,338.43,132.47,1.595999999999999,107.33666666666666
2110,11,341.64,0.411,0.0,3.809,1.957,152.34,69.47,-0.5000000000000004,0.8660254037844384,0.0,0.0,1.0,0.0,2.455,341.65,139.8,1.8896666666666653,141.53666666666666
2110,12,340.38,0.986,0.3,4.144,1.112,210.86,87.9,-2.4492935982947064e-16,1.0,0.0,0.0,0.0,1.0,1.957,341.64,152.34,1.8413333333333322,167.66666666666666
2111,1,339.51,0.634,0.0,3.925,0.32,96.62,63.63,0.49999999999999994,0.8660254037844387,1.0,0.0,0.0,0.0,1.112,340.38,210.86,1.1296666666666655,153.27333333333334
2111,2,341.97,1.2,0.0,4.247,0.43,123.19,85.66,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.32,339.51,96.62,0.6206666666666655,143.55666666666667
2111,3,339.75,0.856,0.0,4.022,1.244,152.21,80.94,1.0,6.123233995736766e-17,0.0,0.0,0.0,1.0,0.43,341.97,123.19,0.6646666666666655,124.00666666666666
2111,4,340.74,1.232,0.0,4.23,-0.477,71.2,59.53,0.8660254037844387,-0.4999999999999998,1.0,0.0,0.0,0.0,1.244,339.75,152.21,0.39899999999999886,115.53333333333335
2111,5,340.53,0.998,0.0,4.156,0.373,95.0,87.72,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,0.0,-0.477,340.74,71.2,0.37999999999999884,106.13666666666667
2111,6,339.14,0.994,0.0,4.375,-1.663,46.94,68.88,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.373,340.53,95.0,-0.5890000000000012,71.04666666666667
2111,7,340.89,1.27,0.0,4.451,0.965,103.8,88.28,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,-1.663,339.14,46.94,-0.10833333333333454,81.91333333333334
2111,8,340.68,0.71,0.0,4.192,1.627,112.94,68.11,-0.8660254037844385,-0.5000000000000004,0.0,0.0,1.0,0.0,0.965,340.89,103.8,0.3096666666666654,87.89333333333333
2111,9,341.14,0.592,0.0,4.117,2.154,130.96,69.57,-1.0,-1.8369701987210297e-16,0.0,0.0,1.0,0.0,1.627,340.68,112.94,1.5819999999999987,115.90000000000002
2111,10,340.94,0.948,0.0,4.293,0.239,66.25,63.58,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0,2.154,341.14,130.96,1.3399999999999987,103.38333333333333
2111,11,343.62,0.415,0.0,3.482,1.205,222.52,86.4,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,1.0,0.239,340.94,66.25,1.199333333333332,139.91
2111,12,342.06,0.469,0.0,4.233,0.303,117.19,64.31,-2.4492935982947064e-16,1.0,1.0,0.0,0.0,0.0,1.205,343.62,222.52,0.5823333333333321,135.32
2112,1,340.99,0.193,0.0,3.5,0.632,151.63,82.28,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.303,342.06,117.19,0.7133333333333322,163.78
2112,2,340.78,0.788,0.0,3.933,0.513,124.83,76.77,0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,0.632,340.99,151.63,0.48266666666666547,131.21666666666667
2112,3,342.39,0.156,0.0,3.349,0.685,159.0,84.7,1.0,6.123233995736766e-17,0.0,0.0,0.0,1.0,0.513,340.78,124.83,0.6099999999999989,145.15333333333334
2112,4,341.53,0.145,0.0,3.61,-2.545375,46.14,65.6,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0,0.0,0.685,342.39,159.0,-0.44912500000000116,109.99
2112,5,339.36,-0.115,0.0,3.224,-0.476,92.64,75.0,0.49999999999999994,-0.8660254037844387,0.0,0.0,1.0,0.0,-2.545375,341.53,46.14,-0.7787916666666678,99.25999999999999
2112,6,341.64,0.008,0.0,3.372,-1.166,42.48,63.43,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,-0.476,339.36,92.64,-1.3957916666666677,60.419999999999995
2112,7,342.22,-0.036,0.0,3.56,-0.271,105.36,91.35,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,-1.166,341.64,42.48,-0.6376666666666678,80.16000000000001
2112,8,342.49,0.102,0.0,3.336,0.648,84.89,58.67,-0.8660254037844385,-0.5000000000000004,1.0,0.0,0.0,0.0,-0.271,342.22,105.36,-0.2630000000000012,77.57666666666667
2112,9,340.78,-0.538,0.0,3.069,1.079,134.8,69.62,-1.0,-1.8369701987210297e-16,0.0,0.0,1.0,0.0,0.648,342.49,84.89,0.4853333333333321,108.35000000000002
2112,10,340.4,-0.459,0.0,3.06,1.878,113.51,66.1,-0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,1.079,340.78,134.8,1.2016666666666653,111.06666666666668
2112,11,340.12,-0.051,0.0,3.715,0.943,147.79,83.07,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.0,1.878,340.4,113.51,1.2999999999999987,132.03333333333333
2112,12,341.67,-0.24,0.0,2.884,1.109,223.94,83.28,-2.4492935982947064e-16,1.0,0.0,0.0,0.0,1.0,0.943,340.12,147.79,1.3099999999999987,161.74666666666667
2113,1,341.63,-0.757,0.0,2.952,1.288,108.4,60.84,0.49999999999999994,0.8660254037844387,1.0,0.0,0.0,0.0,1.109,341.67,223.94,1.1133333333333322,160.04333333333332
2113,2,340.41,-0.681,0.0,2.892,0.409,89.52,70.48,0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,1.288,341.63,108.4,0.9353333333333321,140.62
2113,3,340.7,-0.251,0.0,3.283,-1.617,88.75,62.49,1.0,6.123233995736766e-17,1.0,0.0,0.0,0.0,0.409,340.41,89.52,0.026666666666665506,95.55666666666667
2113,4,338.39,-1.108,0.0,2.407,-1.152,87.71,76.4,0.8660254037844387,-0.4999999999999998,0.0,0.0,1.0,0.0,-1.617,340.7,88.75,-0.7866666666666678,88.66000000000001
2113,5,342.35,-1.346,0.0,2.417,-0.41,62.65,53.44,0.49999999999999994,-0.8660254037844387,1.0,0.0,0.0,0.0,-1.152,338.39,87.71,-1.0596666666666679,79.70333333333333
2113,6,339.16,-1.048,0.0,2.311,-1.447,28.2,62.42,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,-0.41,342.35,62.65,-1.0030000000000012,59.52
2113,7,341.33,-0.972,0.0,2.862,1.195,91.55,65.47,-0.4999999999999997,-0.8660254037844388,0.0,0.0,1.0,0.0,-1.447,339.16,28.2,-0.22066666666666782,60.79999999999999
2113,8,341.92,-1.179,0.0,2.444,1.423,85.25,57.51,-0.8660254037844385,-0.5000000000000004,1.0,0.0,0.0,0.0,1.195,341.33,91.55,0.39033333333333214,68.33333333333333
2113,9,341.06,-0.75,0.0,2.434,1.595,214.48,84.2,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,1.0,1.423,341.92,85.25,1.404333333333332,130.42666666666665
2113,10,341.53,-0.947,0.0,2.543,0.257,48.28,61.17,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0,1.595,341.06,214.48,1.0916666666666655,116.00333333333333
2113,11,340.15,-1.146,0.0,2.538,-0.526,64.16,61.3,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.0,0.0,0.257,341.53,48.28,0.44199999999999884,108.97333333333331
2113,12,340.54,-1.113,0.0,2.427,0.789,231.11,84.64,-2.4492935982947064e-16,1.0,0.0,0.0,0.0,1.0,-0.526,340.15,64.16,0.17333333333333215,114.51666666666667
2114,1,342.66,-1.138,0.0,2.814,0.297,107.495,100.0,0.49999999999999994,0.8660254037844387,1.0,0.0,0.0,0.0,0.789,340.54,231.11,0.1866666666666655,134.255
2114,2,342.73,-0.706,0.0,2.955,-0.2,143.15,85.14,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.297,342.66,107.495,0.29533333333333217,160.585
2114,3,341.06,-0.984,0.0,2.79,0.822,175.08,88.89,1.0,6.123233995736766e-17,0.0,0.0,0.0,1.0,-0.2,342.73,143.15,0.3063333333333321,141.90833333333333
2114,4,339.56,-1.107,0.6,2.219,-1.173,66.51,55.17,0.8660254037844387,-0.4999999999999998,1.0,0.0,0.0,0.0,0.822,341.06,175.08,-0.1836666666666679,128.24666666666667
2114,5,340.75,-0.503,0.0,2.94,0.156,128.58,88.1,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,1.0,-1.173,339.56,66.51,-0.06500000000000121,123.39000000000003
2114,6,343.95,-0.738,0.0,2.991,0.882,135.05,78.11,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,1.0,0.156,340.75,128.58,-0.045000000000001227,110.04666666666668
2114,7,340.64,-0.928,0.0,2.98,-0.354,94.4,70.71,-0.4999999999999997,-0.8660254037844388,0.0,0.0,1.0,0.0,0.882,343.95,135.05,0.22799999999999876,119.34333333333336
2114,8,341.09,-0.072,0.0,3.32,0.347,92.87,59.88,-0.8660254037844385,-0.5000000000000004,1.0,0.0,0.0,0.0,-0.354,340.64,94.4,0.2916666666666654,107.44000000000001
2114,9,343.25,-0.254,0.0,3.187,1.36,150.42,90.14,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,0.347,341.09,92.87,0.45099999999999874,112.56333333333333
2114,10,340.67,-0.297,0.0,3.358,1.279,132.25,74.57,-0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,1.36,343.25,150.42,0.9953333333333321,125.17999999999999
2114,11,341.56,-0.261,0.0,3.163,1.036,232.54999999999995,84.93,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,1.0,1.279,340.67,132.25,1.2249999999999988,171.73999999999998
2114,12,342.67,-0.175,0.0,3.045,1.261,221.37,80.06,-2.4492935982947064e-16,1.0,0.0,0.0,0.0,1.0,1.036,341.56,232.54999999999995,1.1919999999999986,195.39
2115,1,343.26,-0.075,0.0,3.297,1.578,175.8,81.53,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,1.0,1.261,342.67,221.37,1.2916666666666654,209.90666666666667
2115,2,340.58,0.036,0.0,3.242,-0.392,88.63,57.74,0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0,1.578,343.26,175.8,0.8156666666666653,161.93333333333337
2115,3,343.25,0.06,0.0,3.796,-0.528,74.32,58.81,1.0,6.123233995736766e-17,1.0,0.0,0.0,0.0,-0.392,340.58,88.63,0.21933333333333208,112.91666666666667
2115,4,341.05,0.283,0.0,3.857,-0.715,98.97,71.39,0.8660254037844387,-0.4999999999999998,0.0,0.0,1.0,0.0,-0.528,343.25,74.32,-0.5450000000000013,87.30666666666666
2115,5,340.48,0.254,0.0,3.381,-0.116,96.06,81.32,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,0.0,-0.715,341.05,98.97,-0.45300000000000135,89.78333333333335
2115,6,341.54,0.556,0.0,3.767,0.342,109.54,71.0,1.2246467991473532e-16,-1.0,0.0,0.0,1.0,0.0,-0.116,340.48,96.06,-0.16300000000000123,101.52333333333333
2115,7,340.2,0.582,0.0,3.881,-1.145,45.63,64.89,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.0,0.0,0.342,341.54,109.54,-0.3063333333333346,83.74333333333334
2115,8,342.42,0.494,0.0,3.328,1.499,172.11,83.89,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0,1.0,-1.145,340.2,45.63,0.23199999999999876,109.09333333333335
2115,9,345.47,0.721,0.0,4.004,1.644,200.64,83.6,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,1.0,1.499,342.42,172.11,0.6659999999999987,139.46
2115,10,342.9,0.945,0.0,3.988,1.555,193.95,84.32,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0,1.644,345.47,200.64,1.5659999999999987,188.9
2115,11,341.72,0.302,0.0,3.367,1.276,145.7,77.81,-0.5000000000000004,0.8660254037844384,0.0,0.0,1.0,0.0,1.555,342.9,193.95,1.4916666666666654,180.09666666666666
2115,12,342.87,1.058,0.0,4.288,1.236,134.12,74.42,-2.4492935982947064e-16,1.0,0.0,0.0,1.0,0.0,1.276,341.72,145.7,1.3556666666666652,157.92333333333332
2116,1,340.54,0.644,0.0,3.647,1.225,194.71,80.4,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,1.0,1.236,342.87,134.12,1.2456666666666656,158.17666666666665
2116,2,340.42,0.863,0.0,4.076,0.577,120.03,74.16,0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,1.225,340.54,194.71,1.0126666666666655,149.62
2116,3,341.37,0.287,0.0,3.572,0.191,89.07,57.74,1.0,6.123233995736766e-17,1.0,0.0,0.0,0.0,0.577,340.42,120.03,0.6643333333333321,134.60333333333332
2116,4,341.61,1.141,0.0,4.426,0.464,75.46,59.78,0.8660254037844387,-0.4999999999999998,1.0,0.0,0.0,0.0,0.191,341.37,89.07,0.4106666666666654,94.85333333333334
2116,5,340.18,0.809,0.0,3.919,0.26,91.77,70.08,0.49999999999999994,-0.8660254037844387,0.0,0.0,1.0,0.0,0.464,341.61,75.46,0.30499999999999877,85.43333333333332
2116,6,341.18,0.853,0.0,3.647,1.869,141.16,76.6,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,1.0,0.26,340.18,91.77,0.8643333333333322,102.79666666666667
2116,7,341.41,0.974,0.0,4.24,1.7,112.11,69.91,-0.4999999999999997,-0.8660254037844388,0.0,0.0,1.0,0.0,1.869,341.18,141.16,1.276333333333332,115.01333333333334
