time_index,year,month,region,co2_ppm,enso_index,volcanic_activity,ocean_heat_index,temperature_anomaly,rainfall_mm,humidity_pct
8688,2624,1,Polar,451.74,-0.97,0.0,4.122,1.428,39.21,67.25
4052,2237,9,Tropics,368.23,0.176,0.3,3.949,1.575,203.95,83.47
6130,2410,11,Tropics,405.92,0.88,0.0,4.664,2.681,198.74,81.23
3244,2170,5,Inland,351.16,0.52,0.0,3.705,-1.497,73.9,60.19
4842,2303,7,Coastal,381.7,-0.745,0.0,3.061,0.622,128.53,88.11
9330,2677,7,Temperate,463.33,-0.268,0.0,4.301,2.331,108.68,63.33
5640,2370,1,Tropics,396.76,0.128,0.0,4.355,1.789,209.52,81.99
5780,2381,9,Tropics,,1.27,0.0,4.95,2.525,199.25,80.69
8540,2611,9,Temperate,448.08,0.697,0.0,4.969,2.905,121.79,64.82
1075,1989,8,Tropics,313.82,-0.738,0.0,2.679,1.163,193.37,81.61
2957,2146,6,Temperate,348.3,1.155,0.0,4.346,0.064,91.45,72.93
6752,2462,9,Coastal,417.07,-0.214,0.0,3.743,4.318,140.08,82.5
8657,2621,6,Inland,452.87,0.909,0.0,5.214,1.192,53.66,56.94
7272,2506,1,Coastal,423.62,1.128,0.0,5.133,2.277,144.52,83.7
4759,2296,8,Temperate,379.25,1.023,0.0,4.38,1.421,93.27,64.88
4862,2305,3,Inland,381.74,0.259,0.0,4.219,2.03,94.92,53.38
7025,2485,6,Inland,420.73,0.337,0.0,4.225,1.035,71.47,58.26
7647,2537,4,Polar,432.04,0.815,0.0,4.832,-1.149,37.33,58.51
7161,2496,10,Inland,422.36,0.903,0.0,4.744,3.096,101.4,51.14
73,1906,2,Temperate,295.28,0.767,0.0,3.352,-0.066,129.49,73.3
4901,2308,6,Polar,382.77,-0.569,0.0,3.449,-0.881,44.44,62.86
4375,2264,8,Inland,371.21,-0.675,0.0,3.416,0.574,64.56,57.62
6698,2458,3,Tropics,416.79,-0.914,0.0,3.483,1.48,165.76,83.41
9805,2717,2,Coastal,471.7,0.526,0.0,5.149,1.597,110.1,88.78
1101,1991,10,Tropics,314.13,0.899,0.0,3.743,1.318,203.19,85.02
9537,2694,10,Tropics,466.88,-0.372,0.0,4.528,2.417,219.31,87.98
7655,2537,12,Tropics,434.01,-0.315,0.0,4.004,2.412,233.11,80.57
5235,2336,4,Tropics,390.25,1.106,0.0,5.194,1.605,127.43,82.6
5165,2330,6,Temperate,387.31,0.533,0.0,4.201,0.23,87.03,70.29
118,1909,11,Tropics,296.01,-0.417,0.0,2.738,0.724,245.04,90.07
2022,2068,7,Temperate,329.6,-0.677,0.0,2.789,-0.178,94.34,70.49
9885,2723,10,Temperate,474.8,-0.765,0.0,3.908,2.669,100.03,74.27
2638,2119,11,Polar,342.25,-0.057,0.0,3.376,-0.249,71.21,62.8
2034,2069,7,Inland,329.1,-0.419,0.0,3.123,0.406,91.16,61.65
2564,2113,9,Tropics,341.06,-0.75,0.0,2.434,1.595,214.48,84.2
8665,2622,2,Temperate,451.16,0.198,0.0,4.319,0.088,107.25,72.75
3543,2195,4,Coastal,358.34,0.355,0.0,3.951,0.618,116.12,85.67
1219,2001,8,Tropics,315.28,1.141,0.0,4.441,0.951,157.1,81.81
9714,2709,7,Temperate,470.29,-0.536,0.0,4.193,1.486,111.55,68.84
6711,2459,4,Inland,416.48,-0.863,0.0,3.564,-0.596,59.97,61.38
2903,2141,12,Inland,345.8,0.835,0.0,3.804,1.722,101.29,60.51
3026,2152,3,Tropics,349.44,0.611,0.0,4.091,0.961,153.19,80.66
2510,2109,3,Temperate,340.99,-0.692,0.0,2.647,-0.618,102.68,61.99
4201,2250,2,Polar,368.26,-0.23,0.0,3.177,-1.242,47.13,61.89
3207,2167,4,Tropics,352.31,0.591,0.0,3.852,0.421,132.31,83.2
4489,2274,2,Tropics,375.86,-1.124,0.0,2.935,0.776,170.66,80.35
2755,2129,8,Tropics,344.68,-0.392,0.0,3.165,1.631,192.1,82.9
8889,2640,10,Inland,456.92,1.116,0.0,5.552,4.003,104.57,59.59
177,1914,10,Tropics,296.49,-0.171,0.0,3.232,0.937,212.48,87.23
1643,2036,12,Tropics,324.02,0.735,0.0,3.744,0.875,219.95,88.6
9292,2674,5,Polar,461.28,-0.836,0.0,4.004,-1.987,44.96,62.51
3518,2193,3,Coastal,358.37,-0.748,0.0,2.908,-0.131,131.04,83.83
1374,2014,7,Inland,320.27,-0.206,0.0,2.852,1.839,75.11,53.22
1720,2043,5,Coastal,325.87,-0.472,0.0,3.103,-0.245,114.34,90.03
3995,2232,12,Coastal,367.64,-0.301,0.0,3.47,1.018,167.14,85.3
3688,2207,5,Tropics,363.48,0.52,0.0,3.854,1.155,124.73,81.92
2264,2088,9,Polar,337.04,-1.094,0.0,1.922,-1.757,48.45,66.46
87,1907,4,Tropics,298.91,0.336,0.0,2.968,0.196,151.45,82.43
2848,2137,5,Coastal,344.74,0.344,0.0,3.888,0.242,88.13,85.48
8687,2623,12,Coastal,451.7,-0.643,0.0,4.063,2.68,136.96,89.59
403,1933,8,Inland,302.11,-1.198,0.0,2.205,-0.466,89.05,58.88
9900,2725,1,Polar,471.81,0.081,0.0,4.584,0.726,-41.27,107.01
4077,2239,10,Coastal,366.83,-0.614,0.0,3.132,1.449,152.82,94.47
6835,2469,8,Tropics,417.77,-0.844,0.0,3.582,1.855,204.25,85.28
6537,2444,10,Coastal,9999.0,-0.463,0.0,3.47,1.928,129.75,87.77
2456,2104,9,Coastal,339.16,-0.175,0.6,3.503,0.952,160.62,83.85
2751,2129,4,Temperate,344.33,-0.492,0.3,3.272,-1.06,92.15,72.45
2214,2084,7,Inland,333.66,-0.08,0.0,3.379,1.045,64.77,61.06
1027,1985,8,Temperate,9999.0,0.891,0.0,3.853,1.011,103.36,71.3
9703,2708,8,Temperate,469.67,-0.803,0.0,3.722,2.113,111.4,71.37
1421,2018,6,Tropics,320.54,-0.811,0.0,2.263,0.297,143.39,79.25
2436,2103,1,Polar,339.87,-0.355,0.0,2.836,0.295,45.15,62.15
4277,2256,6,Temperate,372.78,1.325,0.0,4.876,1.084,110.22,64.79
9609,2700,10,Tropics,467.66,1.162,0.0,5.465,3.178,209.42,87.48
1278,2006,7,Temperate,320.63,0.949,0.0,4.196,0.359,118.5,69.63
6220,2418,5,Coastal,406.74,-0.76,0.0,3.23,0.248,108.44,87.9
4907,2308,12,Coastal,384.12,-1.212,0.0,2.903,1.4,156.02,82.66
5064,2322,1,Inland,384.16,0.509,0.0,3.988,1.89,105.09,61.64
1978,2064,11,Temperate,328.87,-0.119,0.0,3.134,2.475,137.13,70.85
1061,1988,6,Tropics,312.58,-0.998,0.0,2.279,0.406,158.42,84.41
5014,2317,11,Inland,385.89,-0.634,0.0,2.741,1.101,123.55,63.79
4535,2277,12,Polar,376.3,-0.865,0.0,3.428,0.523,57.05,61.48
6993,2482,10,Polar,420.29,-0.476,0.0,3.908,0.041,78.62,59.33
9253,2671,2,Temperate,461.06,0.98,0.0,5.34,5.729,105.82,72.64
1502,2025,3,Coastal,322.79,0.455,0.0,3.627,0.11,101.31,85.09
8568,2614,1,Polar,448.6,-0.795,0.0,3.828,2.74,51.15,64.38
9314,2676,3,Tropics,462.43,0.777,0.0,5.072,2.757,148.04,81.04
8836,2636,5,Coastal,455.4,1.373,0.0,5.939,1.994,97.86,80.13
8920,2643,5,Temperate,453.47,-0.459,0.0,4.316,0.684,90.11,67.78
4918,2309,11,Polar,383.74,-0.231,0.0,3.754,-1.478,61.01,63.08
678,1956,7,Inland,307.08,0.594,0.0,3.962,1.205,66.89,61.43
5076,2323,1,Polar,385.6,-0.53,0.0,3.444,-2.347,57.05,66.84
8064,2572,1,Tropics,439.56,0.645,0.0,4.599,2.623,205.43,85.01
7568,2530,9,Coastal,430.87,1.241,0.0,5.489,2.187,130.65,87.97
102,1908,7,Coastal,297.79,-0.662,0.0,2.265,-0.539,116.6,89.76
957,1979,10,Inland,312.59,-0.005,0.0,3.204,1.933,104.04,56.77
8556,2613,1,Temperate,449.33,-0.702,0.0,3.668,1.536,112.82,68.52
3785,2215,6,Tropics,362.39,0.827,0.0,4.193,1.555,128.2,81.6
9630,2702,7,Inland,466.58,0.214,0.0,4.749,4.817,68.97,56.97
7173,2497,10,Tropics,425.0,0.089,0.0,4.087,2.427,227.83,87.11
4043,2236,12,Polar,369.79,1.0,0.0,4.439,1.48,54.73,62.06
2648,2120,9,Inland,340.03,0.686,0.0,4.062,-0.749,88.33,60.17
6000,2400,1,Tropics,401.43,-0.328,0.0,3.706,1.472,215.18,81.87
7927,2560,8,Tropics,437.51,0.777,0.0,4.853,2.547,169.55,82.93
2826,2135,7,Polar,346.19,0.737,0.0,3.915,-1.923,38.61,64.32
4094,2241,3,Polar,366.73,0.756,0.0,4.22,-1.227,40.12,60.72
7774,2547,11,Coastal,434.12,-0.811,0.0,3.374,1.769,153.59,86.24
9258,2671,7,Inland,462.38,1.141,0.0,6.087,2.346,87.54,57.82
8113,2576,2,Polar,443.33,0.758,0.0,4.849,-0.052,37.91,61.39
4772,2297,9,Polar,382.8,-0.446,0.0,3.591,1.135,75.74,66.07
1947,2062,4,Coastal,329.61,0.586,0.0,4.023,-0.128,94.74,86.45
6109,2409,2,Coastal,403.51,-0.52,0.0,3.5,0.679,135.12,90.54
2299,2091,8,Temperate,337.68,0.742,0.0,4.453,1.554,114.07,70.53
7844,2553,9,Polar,435.71,-0.373,0.0,3.754,0.457,51.1,64.07
4382,2265,3,Inland,373.99,-0.166,0.0,3.34,1.761,87.15,60.95
5425,2352,2,Coastal,394.03,-0.073,0.0,3.896,0.86,127.93,82.45
6771,2464,4,Polar,416.19,-0.786,0.0,3.493,-1.942,49.43,65.96
8578,2614,11,Inland,446.22,0.002,0.0,4.044,2.754,115.05,54.76
4291,2257,8,Tropics,372.65,0.309,0.0,3.866,2.028,183.58,82.03
528,1944,1,Inland,304.41,-1.3,0.0,2.053,0.66,98.33,60.2
1233,2002,10,Temperate,317.73,-0.75,0.0,2.556,0.275,124.85,72.13
779,1964,12,Tropics,309.97,-0.08,0.0,3.143,0.506,231.28,83.75
5859,2388,4,Temperate,399.41,-0.693,0.0,3.337,-0.108,89.86,71.45
3059,2154,12,Temperate,350.44,-0.14,0.0,3.765,1.91,134.52,72.48
8587,2615,8,Inland,449.11,0.748,0.0,5.327,2.525,91.68,56.46
1860,2055,1,Polar,328.25,0.029,0.0,3.049,-0.092,61.49,61.94
8438,2603,3,Tropics,447.0,-0.976,0.0,3.55,1.413,165.39,82.9
7403,2516,12,Polar,427.47,1.01,0.0,5.464,0.697,64.02,61.21
4639,2286,8,Inland,379.79,0.915,0.0,4.11,1.633,103.17,60.04
4250,2254,3,Polar,371.91,-0.569,0.0,3.306,-0.385,41.5,64.42
1992,2066,1,Polar,331.08,0.714,0.0,4.142,-0.918,63.55,57.92
7379,2514,12,Inland,427.68,0.168,0.0,4.694,3.649,132.34,55.08
7305,2508,10,Tropics,428.42,-0.849,0.0,3.643,2.48,224.94,86.56
5303,2341,12,Coastal,389.85,0.484,0.0,4.573,0.985,153.26,89.93
8192,2582,9,Polar,440.92,-0.535,0.0,3.77,2.097,46.73,59.5
7447,2520,8,Inland,429.31,0.613,0.0,4.903,3.888,81.21,54.84
2471,2105,12,Coastal,340.05,0.748,0.3,4.118,0.745,148.6,85.97
7197,2499,10,Inland,423.42,-0.599,0.0,3.689,2.637,110.67,61.22
5312,2342,9,Inland,389.46,-0.174,0.0,3.713,1.286,107.59,61.16
9035,2652,12,Tropics,455.99,-0.085,0.0,4.578,2.983,238.36,83.87
1396,2016,5,Temperate,319.96,1.244,0.0,4.193,0.438,99.17,72.04
4002,2233,7,Temperate,364.77,-1.374,0.0,2.548,0.937,88.95,68.92
5371,2347,8,Polar,391.14,0.159,0.0,3.934,-0.699,47.33,67.51
3235,2169,8,Temperate,353.09,-0.724,0.0,2.918,0.394,97.16,67.71
1042,1986,11,Polar,314.95,0.594,0.0,3.332,-1.365,47.68,65.51
3298,2174,11,Coastal,353.75,-0.456,0.0,3.61,0.45,159.27,85.66
7256,2504,9,Polar,425.98,-0.193,0.0,3.987,1.302,58.22,66.31
257,1921,6,Inland,299.82,1.249,0.0,3.744,-0.235,64.14,59.97
7286,2507,3,Coastal,424.85,0.54,0.6,4.916,1.157,127.54,91.84
8616,2618,1,Tropics,450.33,-0.672,0.0,3.945,2.508,207.97,87.05
7816,2551,5,Inland,433.18,1.252,0.0,5.482,-0.58,77.95,60.71
5843,2386,12,Tropics,401.66,0.567,0.0,4.493,1.834,219.18,87.33
2089,2074,2,Temperate,331.63,-0.767,0.0,2.661,0.974,110.72,68.81
7702,2541,11,Inland,432.26,0.687,0.0,4.959,2.382,114.72,58.87
503,1941,12,Polar,306.44,1.111,0.0,3.51,-1.169,61.4,65.1
5265,2338,10,Coastal,389.85,-0.958,0.0,3.225,1.647,160.8,87.99
8814,2634,7,Tropics,452.79,-0.514,0.0,4.175,2.314,164.36,82.93
1345,2012,2,Coastal,317.61,0.387,0.0,3.456,0.232,120.65,85.48
8455,2604,8,Temperate,446.06,-0.629,0.0,4.013,1.842,97.97,67.72
5046,2320,7,Coastal,384.23,0.492,0.0,4.398,1.481,115.1,90.08
2248,2087,5,Tropics,334.41,0.501,0.0,3.547,0.83,132.41,78.78
4981,2315,2,Polar,383.94,-0.289,0.0,3.76,-1.547,45.96,66.11
372,1931,1,Temperate,301.54,1.237,0.0,4.232,-0.398,139.26,73.02
8454,2604,7,Polar,448.55,-0.76,0.0,3.86,0.987,53.27,57.45
3370,2180,11,Inland,353.68,0.51,0.0,3.728,1.6,106.76,58.06
2006,2067,3,Tropics,330.04,0.459,0.0,3.541,0.437,-144.8,150.66
3656,2204,9,Temperate,360.54,-0.307,0.0,3.484,1.703,114.87,71.92
8327,2593,12,Coastal,445.39,-1.244,0.0,2.875,2.375,163.33,86.63
7521,2526,10,Temperate,431.88,0.843,0.0,5.019,3.116,138.88,71.61
4001,2233,6,Inland,366.66,-1.064,0.0,2.709,-0.274,67.32,53.83
6072,2406,1,Temperate,404.86,0.752,0.0,4.77,1.99,134.25,70.58
8736,2628,1,Coastal,452.63,-1.016,0.0,3.597,2.05,160.86,87.82
997,1983,2,Tropics,312.46,-0.471,0.0,2.827,0.561,188.06,85.2
8179,2581,8,Coastal,442.46,1.19,0.0,5.285,1.715,126.05,86.35
3290,2174,3,Temperate,354.4,-0.815,0.0,2.771,-0.34,86.91,70.67
1176,1998,1,Temperate,315.24,-0.259,0.0,3.188,0.325,90.14,66.79
551,1945,12,Temperate,304.48,1.153,0.0,3.929,1.921,145.22,69.15
744,1962,1,Polar,306.98,0.654,0.0,3.737,-1.805,60.54,64.74
7223,2501,12,Coastal,425.15,0.316,0.0,4.596,1.496,145.41,85.61
4554,2279,7,Coastal,378.74,-0.572,0.0,3.242,0.939,128.99,86.14
2859,2138,4,Polar,347.13,-0.84,0.0,2.615,-2.605,41.05,58.99
8820,2635,1,Polar,456.73,-0.59,0.0,3.829,1.854,57.04,61.65
3459,2188,4,Coastal,356.86,-0.648,0.0,3.134,0.49,115.39,85.57
2724,2127,1,Coastal,344.76,1.067,0.0,4.6,0.556,142.95,87.51
6847,2470,8,Polar,417.79,0.838,0.0,4.89,0.103,58.37,61.86
7615,2534,8,Inland,431.77,-0.977,0.0,3.698,3.62,89.52,52.59
7547,2528,12,Polar,429.73,-0.878,0.0,3.695,1.133,49.7,62.67
9174,2664,7,Tropics,460.69,-0.404,0.0,4.302,2.489,170.51,79.45
6393,2432,10,Tropics,411.65,-0.043,0.0,4.383,2.304,223.31,89.54
5358,2346,7,Inland,390.46,1.424,0.0,5.075,0.479,81.16,56.6
9488,2690,9,Tropics,468.03,0.553,0.0,4.874,3.128,196.59,82.89
2968,2147,5,Temperate,347.56,-0.122,0.0,3.479,0.552,96.26,69.78
693,1957,10,Tropics,307.1,-0.423,0.0,2.804,0.719,237.45,87.32
2533,2111,2,Coastal,341.97,1.2,0.0,4.247,0.43,123.19,85.66
6399,2433,4,Tropics,411.02,-0.548,0.0,3.959,2.132,134.78,82.97
982,1981,11,Coastal,312.9,0.79,0.0,3.693,1.119,155.6,88.57
5364,2347,1,Coastal,393.03,0.66,0.0,4.228,1.378,143.84,86.34
79,1906,8,Coastal,294.74,0.891,0.0,3.424,0.603,122.22,91.23
4053,2237,10,Inland,368.37,0.074,0.0,3.518,2.371,89.04,59.16
6258,2421,7,Coastal,408.96,1.493,0.0,5.582,2.039,85.46,83.65
9576,2698,1,Inland,468.01,-0.506,0.0,4.48,2.654,97.54,61.68
9025,2652,2,Tropics,459.6,0.26,0.0,4.946,2.389,169.85,77.58
3107,2158,12,Polar,350.84,-1.452,0.0,2.12,-0.685,43.46,66.04
3601,2200,2,Inland,361.33,0.3,0.0,3.925,0.263,103.04,56.83
6073,2406,2,Tropics,405.51,1.107,0.0,5.164,1.862,182.11,85.88
8126,2577,3,Polar,442.17,0.526,0.0,4.929,0.256,51.57,56.92
2142,2078,7,Tropics,330.38,-1.066,0.0,2.554,0.343,178.49,80.76
6310,2425,11,Temperate,408.95,0.437,0.0,4.004,1.888,125.93,72.63
2268,2089,1,Tropics,335.27,-0.662,0.0,2.685,0.215,202.99,87.04
445,1937,2,Coastal,304.54,0.708,0.0,3.63,0.615,110.66,87.59
4883,2306,12,Inland,384.98,0.573,0.0,3.771,1.36,101.55,57.93
4466,2272,3,Coastal,374.77,0.248,0.0,4.09,0.451,115.39,82.9
9026,2652,3,Temperate,459.25,0.211,0.0,4.845,1.324,113.73,69.49
6632,2452,9,Temperate,412.68,-0.322,0.0,3.898,2.781,96.66,67.97
3316,2176,5,Polar,354.35,0.976,0.0,4.792,-3.04,30.47,67.59
1701,2041,10,Coastal,326.87,0.528,0.0,4.051,0.764,163.41,86.45
2526,2110,7,Coastal,341.29,0.202,0.0,3.77,0.911,103.78,89.54
68,1905,9,Coastal,295.32,0.65,0.0,3.346,0.71,142.49,83.48
1168,1997,5,Temperate,316.72,0.758,0.0,3.589,-1.455,101.81,69.72
48,1904,1,Temperate,294.97,-1.19,0.0,1.903,0.405,106.58,68.7
1053,1987,10,Tropics,314.62,-0.21,0.0,3.27,0.434,213.02,83.39
4029,2235,10,Tropics,368.46,0.559,0.0,4.282,1.562,218.79,85.42
880,1973,5,Coastal,311.0,-0.769,0.0,2.366,-0.055,107.74,93.39
2651,2120,12,Temperate,343.19,0.75,0.0,4.512,1.638,121.88,72.66
7759,2546,8,Tropics,433.85,0.846,0.0,4.789,2.111,174.62,77.43
2439,2103,4,Coastal,339.18,-1.092,0.0,2.228,-0.02,98.23,87.89
4924,2310,5,Tropics,382.83,0.511,0.3,4.553,0.854,127.33,84.17
1467,2022,4,Temperate,319.18,0.222,0.0,3.225,-0.15,91.32,72.97
7292,2507,9,Tropics,427.05,-0.158,0.0,4.027,2.452,200.71,84.61
5035,2319,8,Tropics,384.43,-0.722,0.0,3.226,1.421,204.51,81.34
2441,2103,6,Temperate,339.14,-0.58,0.0,2.957,-0.589,98.04,68.19
6554,2446,3,Tropics,412.13,1.217,0.0,5.393,1.653,135.63,80.17
230,1919,3,Temperate,298.73,-0.728,0.0,2.455,-1.589,113.62,77.22
1320,2010,1,Temperate,317.04,-0.265,0.0,2.565,0.668,124.53,71.67
41,1903,6,Tropics,294.68,-0.308,0.0,2.546,-0.039,143.49,85.85
777,1964,10,Inland,305.44,-0.305,0.0,2.627,0.637,88.97,58.66
8950,2645,11,Temperate,456.04,1.275,0.0,5.268,3.174,153.2,70.35
8404,2600,5,Tropics,446.1,0.67,0.0,4.98,2.271,116.88,77.73
1729,2044,2,Temperate,328.77,-1.068,0.0,2.257,-1.686,97.47,72.21
3910,2225,11,Polar,364.62,0.283,0.0,3.722,-2.7,62.82,58.52
579,1948,4,Coastal,305.51,-0.656,0.0,2.509,-0.419,100.96,89.87
9941,2728,6,Polar,473.41,-0.748,0.0,4.174,-0.854,40.05,58.72
5839,2386,8,Coastal,400.1,0.763,0.3,4.659,2.463,138.61,89.69
8271,2589,4,Coastal,444.22,-0.733,0.0,3.719,0.907,107.71,86.2
7275,2506,4,Coastal,422.67,1.219,0.0,5.478,1.157,94.01,83.8
1491,2024,4,Temperate,322.78,-1.202,0.0,2.346,-2.992,86.02,68.27
9109,2659,2,Tropics,458.39,-0.572,0.0,4.425,2.305,187.19,81.39
5610,2367,7,Inland,394.08,-0.119,0.0,3.781,1.143,51.72,58.34
61,1905,2,Coastal,297.39,0.272,0.0,2.794,-0.435,131.2,88.14
5471,2355,12,Inland,395.64,0.709,0.0,4.572,2.896,107.59,60.35
3905,2225,6,Polar,365.28,0.261,0.0,3.316,-0.23,24.45,61.96
6531,2444,4,Tropics,412.85,-0.982,0.0,3.15,1.122,137.07,79.29
402,1933,7,Tropics,301.98,-1.12,0.0,2.021,0.309,163.01,86.7
332,1927,9,Tropics,300.58,-0.314,1.0,2.625,-0.041,200.18,88.59
2084,2073,9,Coastal,332.48,-0.956,0.0,2.371,0.612,140.98,80.44
9557,2696,6,Temperate,465.92,0.685,0.0,5.057,2.028,104.8,67.5
164,1913,9,Polar,297.2,-1.061,0.0,2.12,-0.344,54.81,59.16
4379,2264,12,Polar,375.78,-0.252,0.0,3.713,-0.829,54.33,58.51
2715,2126,4,Coastal,343.99,1.061,0.0,4.412,-0.001,101.33,86.07
8923,2643,8,Inland,457.95,-0.947,0.0,3.964,2.767,90.59,59.46
7346,2512,3,Polar,425.65,0.349,0.0,4.9,-2.271,61.28,63.78
5453,2354,6,Coastal,,-0.632,0.0,3.657,0.388,98.32,87.24
7046,2487,3,Coastal,422.92,0.09,0.0,4.476,1.401,131.32,83.11
1334,2011,3,Coastal,317.13,1.065,0.0,3.611,0.093,107.77,84.9
8698,2624,11,Inland,451.81,-0.152,0.0,4.666,4.21,103.45,56.88
1659,2038,4,Coastal,324.6,-1.083,0.0,2.355,-0.178,113.05,83.55
3578,2198,3,Temperate,358.88,-0.556,0.0,3.012,-0.285,87.24,70.48
753,1962,10,Polar,309.36,-0.136,0.0,2.801,-1.02,43.52,63.91
6584,2448,9,Inland,413.86,-1.043,0.0,3.609,2.993,90.55,58.37
706,1958,11,Inland,306.76,-0.865,0.0,2.316,1.388,108.6,56.87
3014,2151,3,Temperate,348.19,0.996,0.0,4.264,-0.218,108.21,72.02
8558,2613,3,Tropics,446.85,-0.645,0.0,3.621,1.258,159.19,75.96
9875,2722,12,Coastal,473.42,-0.642,0.0,3.909,2.33,155.47,90.75
9582,2698,7,Tropics,468.71,-0.903,0.0,4.163,2.577,157.09,82.86
8928,2644,1,Coastal,452.36,-0.69,0.0,4.107,1.361,135.46,87.42
9556,2696,5,Tropics,466.81,0.81,0.0,5.131,3.015,121.73,84.96
8983,2648,8,Temperate,456.68,-1.17,0.0,3.773,1.381,101.73,68.16
1834,2052,11,Tropics,328.68,-0.238,0.0,3.274,0.959,236.08,87.69
2996,2149,9,Inland,348.26,-0.419,0.0,2.992,1.984,92.28,54.92
5427,2352,4,Tropics,392.06,0.182,0.0,3.865,1.425,118.02,81.93
3879,2223,4,Inland,367.01,-0.674,0.0,3.03,0.624,62.22,57.77
7156,2496,5,Temperate,422.64,0.807,0.0,5.045,2.062,95.13,71.63
5081,2323,6,Temperate,387.58,-0.969,0.0,3.032,0.327,80.54,68.48
9114,2659,7,Inland,459.9,-0.304,0.0,4.267,2.587,71.23,55.91
7244,2503,9,Inland,425.84,-0.945,0.0,3.628,3.044,90.46,57.46
5400,2350,1,Coastal,392.43,0.029,0.0,4.111,1.017,129.2,87.05
5395,2349,8,Coastal,393.08,-0.484,0.0,3.611,0.609,120.65,85.7
9427,2685,8,Coastal,463.44,0.402,0.0,5.02,2.119,120.1,81.14
2246,2087,3,Temperate,334.85,0.355,0.0,3.582,0.546,103.01,64.32
835,1969,8,Coastal,311.22,-0.716,0.0,2.778,0.628,125.6,84.36
8394,2599,7,Coastal,445.51,-0.79,0.0,3.97,1.557,103.1,84.93
9042,2653,7,Tropics,457.08,-1.009,0.0,3.582,2.507,173.46,78.81
432,1936,1,Coastal,301.42,0.752,0.0,3.655,-0.163,132.88,88.61
3378,2181,7,Coastal,355.43,1.416,0.0,4.281,1.015,94.1,86.39
6817,2468,2,Polar,415.54,-0.252,0.0,3.9,-0.514,44.5,62.69
8131,2577,8,Tropics,9999.0,-0.03,0.0,4.229,2.112,177.01,80.35
9621,2701,10,Polar,469.4,0.689,0.0,5.285,0.985,48.92,61.21
6066,2405,7,Tropics,404.14,1.126,0.0,5.163,2.366,146.05,87.82
1193,1999,6,Temperate,317.8,-0.304,0.0,3.045,-0.476,87.13,69.39
6934,2477,11,Polar,419.52,-0.355,0.0,3.717,1.316,61.52,58.2
5461,2355,2,Tropics,393.74,0.163,0.0,4.055,1.693,186.19,81.68
3071,2155,12,Coastal,350.47,1.208,0.0,4.562,0.822,124.88,81.58
3044,2153,9,Tropics,348.54,-0.932,0.0,2.446,1.299,219.43,88.53
3263,2171,12,Temperate,353.69,0.633,0.0,3.934,0.307,124.29,72.17
2729,2127,6,Temperate,343.48,0.189,0.0,3.505,-0.545,93.08,69.22
3433,2186,2,Tropics,356.73,0.491,0.0,3.958,1.345,189.6,83.18
433,1936,2,Polar,303.69,1.168,0.0,3.711,-2.008,45.99,66.21
3272,2172,9,Inland,356.71,-0.269,0.0,3.326,2.529,99.24,58.73
7001,2483,6,Temperate,420.39,-1.117,0.0,2.972,1.382,94.42,66.72
9726,2710,7,Inland,468.42,0.973,0.0,5.379,1.867,88.0,56.9
104,1908,9,Tropics,299.58,-1.241,0.0,2.1,1.285,235.25,88.21
3315,2176,4,Coastal,358.23,0.692,0.0,4.32,0.527,84.73,84.37
1656,2038,1,Temperate,322.76,-0.335,0.0,3.022,0.642,129.98,72.58
1533,2027,10,Polar,322.82,-0.42,0.0,3.064,-0.816,62.17,65.12
4680,2290,1,Temperate,379.36,0.011,0.0,3.763,0.796,126.32,74.28
8813,2634,6,Coastal,453.61,-0.79,0.0,4.393,1.641,107.18,83.61
9002,2650,3,Polar,455.83,0.062,0.0,4.388,-1.75,35.69,65.54
6622,2451,11,Inland,413.53,1.008,0.0,4.702,7.042,108.69,59.35
1443,2020,4,Polar,321.85,-0.021,0.0,2.934,-2.994,57.51,67.18
214,1917,11,Polar,300.89,-0.397,0.0,2.783,-1.18,78.58,66.72
5356,2346,5,Temperate,389.28,0.736,0.0,4.438,-0.054,97.82,
9218,2668,3,Polar,460.99,-0.927,0.0,3.65,-0.055,42.39,63.2
6322,2426,11,Inland,408.86,0.991,0.0,4.628,3.335,116.25,58.4
4989,2315,10,Inland,384.89,0.979,0.0,4.614,3.879,111.96,59.78
1419,2018,4,Temperate,319.6,-0.929,0.0,2.308,-1.102,86.61,74.04
9516,2693,1,Polar,468.62,-0.734,0.0,3.817,1.45,54.83,63.59
8606,2617,3,Tropics,450.24,0.135,0.0,4.679,1.692,162.24,81.75
181,1915,2,Polar,296.94,-0.022,0.0,2.805,-2.474,55.47,64.6
4352,2262,9,Temperate,371.59,-0.333,0.0,3.521,1.997,119.7,69.82
8700,2625,1,Tropics,451.18,0.086,0.0,4.799,2.035,207.71,82.98
2446,2103,11,Polar,337.8,-1.205,0.0,2.61,0.601,43.6,62.28
5321,2343,6,Polar,390.53,-0.604,0.0,3.639,-2.192,30.78,70.99
8045,2570,6,Tropics,438.89,0.588,0.0,4.67,2.373,110.74,78.6
5684,2373,9,Tropics,397.8,-0.825,0.0,3.1,2.066,207.59,84.9
3532,2194,5,Temperate,357.93,-0.358,0.0,3.279,-0.422,89.44,66.45
8244,2587,1,Tropics,444.25,0.209,0.0,4.594,2.22,207.72,85.34
7976,2564,9,Temperate,438.17,-0.285,0.0,4.118,1.945,116.47,70.29
