time_index,year,month,region,co2_ppm,enso_index,volcanic_activity,ocean_heat_index,temperature_anomaly,rainfall_mm,humidity_pct,CO2_Reduction_Percent,Deforestation_Percent,Urban_Heat_Control_Percent,Irrigation_Efficiency_Percent,Water_Conservation_Percent,Renewable_Energy_Percent,Cloud_Seeding_Efficiency_Percent,Temperature_with_scenario,CO2_with_scenario,Rainfall_with_scenario,FloodRisk_Score,DroughtRisk_Score,HeatwaveRisk_Score,FloodRisk_Level,DroughtRisk_Level,HeatwaveRisk_Level
2389,2099,2,Temperate,337.98,-0.991,0.0,2.697,0.388,110.93,67.38,73,89,99,6,8,23,64,-0.08200000000000007,335.22,111.82000000000001,81.01,-34.778800000000004,-39.6492,High,High,Low
1322,2010,3,Inland,319.24,0.665,0.0,3.581,-1.334,78.97,59.12,20,7,78,60,17,16,70,-0.954,318.31,79.03999999999999,38.22,-36.093599999999995,-31.7724,Low,Medium,Low
1603,2033,8,Polar,327.75,-0.821,0.0,2.544,-0.192,61.03,64.68,27,12,32,89,80,24,77,-0.412,326.52,61.15,18.174999999999997,-36.309799999999996,-13.0472,Low,Medium,High
7224,2502,1,Polar,425.79,0.398,0.0,4.579,-0.964,66.17,68.96,24,73,93,89,43,63,37,-0.5139999999999999,425.32000000000005,66.9,46.75,-38.0756,-37.5084,Low,Medium,Low
7425,2518,10,Tropics,428.55,-0.949,0.0,3.517,1.664,224.54,85.29,40,12,48,43,2,27,98,1.3439999999999999,426.67,224.66,115.52999999999999,-75.46039999999999,-18.393600000000003,High,Low,Medium
4336,2261,5,Polar,374.98,1.399,0.0,4.82,-0.057,-21.48,115.236,77,61,63,68,2,67,90,-0.967,371.74,-20.87,7.465,-7.725800000000001,-25.780200000000004,Low,High,Medium
5593,2366,2,Polar,393.91,1.148,0.0,5.129,-0.639,46.0,67.87,20,79,4,86,57,37,5,-0.9990000000000001,393.70000000000005,46.79,35.695,-31.636599999999998,-2.1994000000000002,Low,High,High
4411,2267,8,Tropics,374.75,-0.211,0.0,3.666,1.136,179.58,85.29,42,82,26,90,65,58,95,0.5559999999999999,373.46999999999997,180.40000000000003,101.80000000000001,-71.89760000000001,-10.0664,High,Low,High
5858,2388,3,Polar,400.1,-0.51,0.0,3.816,-1.335,39.51,61.31,49,53,48,93,60,6,2,-1.835,398.18,40.03999999999999,23.919999999999995,-31.345999999999997,-20.301000000000002,Low,High,Medium
9343,2678,8,Inland,462.41,-0.993,0.0,3.917,0.21,94.57,56.46,84,29,56,34,51,79,97,-0.9099999999999999,458.50000000000006,94.86,45.92999999999999,-35.622,-22.946,Low,High,Medium
3991,2232,8,Polar,367.28,-0.377,0.0,3.111,-0.374,46.51,63.88,5,32,18,79,11,13,95,-0.294,367.34999999999997,46.83,30.815,-29.9666,-7.3764,Low,High,High
6079,2406,8,Polar,402.35,0.625,0.0,4.632,-0.047,39.8,60.74,41,78,11,56,65,27,16,-0.7570000000000001,401.08,40.58,30.689999999999998,-23.6768,-4.8542000000000005,Low,High,High
1559,2029,12,Temperate,323.85,-0.199,0.0,2.86,,110.83,68.26,74,6,52,42,29,0,59,,320.21000000000004,110.89,51.44499999999999,,,Medium,High,High
4682,2290,3,Tropics,377.59,0.01,0.0,3.725,1.238,156.04,85.89,17,46,36,87,29,16,27,1.258,377.19999999999993,156.5,86.25,-63.8468,-13.6452,High,Low,Medium
7557,2529,10,Inland,431.64,-0.426,0.0,4.239,3.991,119.99,60.16,58,67,28,13,34,92,88,3.1110000000000007,429.41,120.66,73.63,-37.5536,-9.333400000000001,High,Medium,High
3772,2214,5,Tropics,,-1.053,0.0,2.406,0.358,142.32,80.7,11,66,60,41,38,98,4,0.738,,142.98,83.69,-50.7988,-23.5572,High,Low,Medium
8779,2631,8,Temperate,452.79,0.942,0.0,4.979,2.294,,65.95,37,15,47,20,72,97,4,2.024,451.09,,,,-17.5856,High,High,Medium
3457,2188,2,Coastal,356.65,-0.644,0.0,2.775,0.651,133.83,83.74,84,43,71,85,80,5,100,-0.31899999999999995,352.88,134.26,64.03,-57.4056,-28.591400000000004,Medium,Low,Low
8383,2598,8,Tropics,445.92,-0.631,0.0,3.865,2.438,177.12,83.08,48,26,78,72,60,74,73,2.258,443.78000000000003,177.38,84.49,-66.7108,-29.845200000000002,High,Low,Low
1354,2012,11,Coastal,318.73,-0.426,0.6,2.883,0.593,169.44,89.85,6,67,67,46,78,83,43,1.143,319.1,170.10999999999999,89.55499999999998,-59.7758,-26.1142,High,Low,Medium
45,1903,10,Tropics,294.4,-0.456,0.0,2.408,0.885,245.06,86.99,39,97,74,74,39,52,43,0.845,293.42,246.03,144.315,-88.271,-29.093,High,Low,Low
9872,2722,9,Tropics,472.87,-0.369,0.0,4.254,3.027,210.52,81.14,90,10,3,57,11,36,16,1.2570000000000001,468.47,210.62000000000003,106.11000000000001,-74.0832,-0.4458000000000001,High,Low,High
748,1962,5,Tropics,308.35,0.22,0.0,3.297,0.63,141.84,85.61,55,31,16,66,96,100,55,-0.31000000000000005,305.91,142.15,61.175,-55.96900000000001,-6.586,Medium,Low,High
7917,2559,10,Coastal,438.64,-0.243,0.0,4.135,1.928,145.38,89.02,36,86,7,53,29,21,23,1.278,437.7,146.24,93.12,-53.9608,-2.0332000000000003,High,Low,High
4241,2253,6,Coastal,370.76,-1.246,0.0,2.725,1.007,116.69,84.49,35,32,40,66,41,53,97,0.7069999999999999,369.33,117.00999999999999,59.90499999999999,-48.020199999999996,-15.575800000000001,Medium,Medium,Medium
5628,2369,1,Inland,396.84,-1.268,0.0,2.837,0.44,103.71,57.8,61,85,5,28,84,61,33,-0.73,394.64,104.55999999999999,60.980000000000004,-37.26,-2.438,Medium,Medium,High
4657,2288,2,Inland,379.29,-0.643,0.0,2.886,0.299,81.24,54.72,15,66,47,54,52,36,89,0.46900000000000003,379.20000000000005,81.9,50.35,-35.1824,-18.5186,Medium,High,Medium
4238,2253,3,Polar,372.18,-1.103,0.0,3.033,-1.772,54.32,65.14,38,54,26,90,73,33,16,-2.2720000000000002,370.82000000000005,54.86,29.029999999999994,-35.3668,-11.763200000000001,Low,High,High
3460,2188,5,Temperate,355.54,-0.826,0.0,2.609,-0.445,82.12,71.05,30,45,34,85,100,6,34,-0.7049999999999998,354.49,82.57,34.785,-42.053,-14.023000000000001,Low,Medium,Medium
7381,2515,2,Temperate,428.41,-0.172,0.0,4.273,1.92,105.18,66.48,48,59,76,52,86,59,12,1.72,426.6,105.77,53.38499999999999,-41.443,-29.368000000000002,Medium,Medium,Low
5549,2362,6,Inland,394.89,0.082,0.0,3.762,1.134,72.35,55.53,56,72,25,77,4,24,46,0.2639999999999998,392.81,73.07,57.334999999999994,-37.215399999999995,-9.8416,Medium,Medium,High
7075,2489,8,Coastal,420.18,-0.425,0.0,4.078,2.588,123.21,84.3,46,84,83,96,3,62,100,2.498,418.71999999999997,124.04999999999998,86.625,-55.4158,-31.701200000000004,High,Low,Low
5838,2386,7,Temperate,400.94,1.087,0.0,4.874,0.421,104.79,70.59,68,82,37,99,1,11,85,-0.5690000000000001,398.36,105.61,77.205,-51.7106,-15.1414,High,Low,Medium
8091,2574,4,Polar,440.46,-0.946,0.0,3.592,-1.928,59.37,65.8,76,0,66,9,34,90,92,-2.788,436.65999999999997,59.37,22.884999999999998,-20.726200000000002,-28.0728,Low,High,Low
5474,2356,3,Inland,391.65,1.08,0.0,4.919,0.188,91.57,60.42,37,81,95,7,31,16,96,0.398,390.60999999999996,92.38,64.28999999999999,-28.9548,-37.7612,Medium,High,Low
3614,2201,3,Polar,360.09,0.861,0.0,4.525,-0.723,49.05,61.99,72,16,40,42,29,38,59,-1.763,356.65,49.209999999999994,23.604999999999997,-23.868199999999998,-17.0578,Low,High,Medium
7501,2525,2,Polar,429.08,0.083,0.0,4.323,-0.237,59.74,65.22,94,45,24,20,58,36,1,-1.877,424.83,60.190000000000005,31.994999999999997,-22.807800000000004,-10.726200000000002,Low,High,High
7053,2487,10,Temperate,422.14,0.281,0.0,4.496,2.101,134.5,75.25,52,64,54,32,75,58,44,1.601,420.17999999999995,135.14,71.77,-46.30159999999999,-20.639400000000002,High,Medium,Medium
7367,2513,12,Tropics,428.16,-0.62,0.0,3.682,1.455,216.02,88.48,40,62,55,20,44,72,40,1.205,426.78000000000003,216.64000000000001,118.12,-68.51,-21.277,High,Low,Medium
8019,2568,4,Coastal,439.66,-1.071,0.0,3.308,0.706,132.2,86.38,86,6,22,16,53,47,39,-0.794,435.42,132.26,57.32999999999999,-43.1956,-9.2764,Medium,Medium,High
9638,2703,3,Tropics,468.07,-0.588,0.0,4.096,1.959,173.48,74.93,19,85,89,50,83,90,14,2.4690000000000003,467.97,174.33,96.065,-61.3114,-34.1186,High,Low,Low
9055,2654,8,Polar,459.46,-0.427,0.0,4.205,0.693,42.2,61.38,95,71,77,88,93,12,74,-0.4370000000000003,455.41999999999996,42.910000000000004,24.155,-30.647800000000004,-31.0622,Low,High,Low
664,1955,5,Polar,9999.0,0.178,0.0,3.088,-2.988,42.16,65.22,25,31,96,6,9,15,57,-2.528,9998.06,42.47,28.734999999999996,-14.952200000000001,-39.91680000000001,Low,High,Low
2319,2093,4,Polar,336.79,-0.753,0.0,2.598,-1.446,45.3,65.57,83,61,53,62,69,26,87,-2.5759999999999996,333.25000000000006,45.91,27.454999999999995,-27.2034,-22.745600000000003,Low,High,Medium
3542,2195,3,Coastal,356.9,0.19,0.0,3.907,0.002,117.82,89.62,81,24,26,70,98,57,74,-1.358,353.09,118.05999999999999,46.62999999999999,-49.96119999999999,-11.2148,Low,Low,High
3677,2206,6,Coastal,362.29,1.221,0.0,4.421,0.306,85.4,86.99,100,23,23,87,69,9,39,-1.464,357.52000000000004,85.63000000000001,35.915000000000006,-43.674600000000005,-10.0784,Low,Medium,High
9599,2699,12,Polar,468.75,-0.431,0.0,4.32,0.547,54.62,66.85,30,100,52,6,45,36,16,0.4670000000000001,468.25,55.62,48.81,-17.699199999999998,-20.5198,Medium,High,Medium
3091,2157,8,Temperate,350.4,-0.821,0.0,2.931,0.378,105.51,71.75,66,99,54,76,71,12,5,-0.402,348.09,106.5,68.75,-47.3108,-21.8412,Medium,Medium,Medium
675,1956,4,Inland,307.76,1.227,0.0,3.891,0.004,87.24,60.72,69,97,75,89,11,7,94,-0.6260000000000001,305.28000000000003,88.21,71.005,-44.5134,-30.3756,High,Medium,Low
8676,2623,1,Polar,450.2,-0.806,0.0,3.102,-0.44,48.07,60.88,84,26,81,40,78,61,26,-1.31,446.26,48.33,16.365,-23.023,-33.186,Low,High,Low
4884,2307,1,Coastal,383.01,0.846,0.0,4.093,1.015,134.56,85.49,77,51,51,91,32,87,0,-0.015000000000000124,379.66999999999996,135.07,76.43499999999999,-58.72699999999999,-20.409000000000002,High,Low,Medium
8079,2573,4,Temperate,441.47,-0.67,0.0,4.013,0.474,79.41,66.76,68,70,85,64,57,27,27,-0.03600000000000014,438.77000000000004,80.10999999999999,49.654999999999994,-36.84739999999999,-34.0216,Medium,Medium,Low
1962,2063,7,Inland,330.54,-1.03,0.0,2.038,1.047,-66.36,106.38,24,27,18,7,2,10,28,0.7469999999999999,329.61,-66.09,-25.345,18.725800000000003,-6.7518,Low,High,High
1840,2053,5,Coastal,328.27,-0.849,0.0,2.477,-0.585,120.0,82.4,93,54,96,31,8,17,84,-1.4850000000000003,324.16,120.54,74.87,-42.956,-39.291000000000004,High,Medium,Low
7168,2497,5,Coastal,424.04,0.813,0.0,4.613,2.466,86.04,84.15,40,35,66,53,77,0,95,2.326,422.39000000000004,86.39,38.295,-35.586600000000004,-25.004400000000004,Low,High,Medium
9898,2724,11,Polar,473.62,-0.064,0.0,4.486,1.552,50.0,57.17,35,59,26,81,34,20,46,1.112,472.46,50.59,36.19500000000001,-30.932199999999998,-9.732800000000001,Low,High,High
3538,2194,11,Temperate,356.89,-0.593,0.0,3.292,1.477,136.63,69.55,44,99,86,33,99,76,94,1.457,355.68,137.62,78.71000000000001,-47.303200000000004,-33.5258,High,Medium,Low
8026,2568,11,Coastal,439.9,-0.895,0.0,3.319,1.57,167.4,87.74,62,99,65,4,81,41,1,0.9800000000000001,437.78999999999996,168.39000000000001,97.69500000000001,-50.925,-25.412,High,Low,Medium
4866,2305,7,Temperate,384.05,0.653,0.0,4.27,0.967,105.45,58.9,82,10,53,50,100,9,35,-0.14300000000000013,380.05,105.55,35.775,-41.7222,-21.285800000000002,Low,Medium,Medium
4174,2247,11,Inland,370.88,-0.426,0.0,3.387,2.032,105.2,55.42,16,84,80,75,2,0,49,2.512,370.91999999999996,106.03999999999999,77.82,-45.807199999999995,-30.4928,High,Medium,Low
8088,2574,1,Tropics,439.32,-1.009,0.0,3.522,1.972,226.51,83.56,85,67,69,54,61,88,37,0.9620000000000001,435.74,227.17999999999998,121.49,-78.5692,-27.0228,High,Low,Low
4377,2264,10,Polar,374.31,-0.906,0.0,2.62,0.485,57.84,65.91,25,29,76,86,24,96,90,0.745,373.35,58.13,32.965,-34.341,-29.953000000000003,Low,High,Low
6211,2417,8,Polar,405.7,0.201,0.0,4.239,-0.196,44.39,57.01,42,57,68,7,55,37,13,-0.356,404.16999999999996,44.96,28.58,-15.0304,-27.413600000000002,Low,High,Low
4766,2297,3,Inland,380.74,0.857,0.0,4.317,-0.043,84.57,60.24,60,88,0,21,9,39,21,-1.2429999999999999,378.62,85.44999999999999,67.325,-30.332199999999993,-0.7457999999999999,Medium,High,High
411,1934,4,Temperate,302.68,-0.862,0.0,2.288,-1.854,90.72,69.42,33,78,54,44,2,99,89,-1.9740000000000002,301.81,91.5,68.75,-37.0396,-22.7844,Medium,Medium,Medium
613,1951,2,Polar,307.45,1.308,0.0,4.045,-1.4,69.72,62.65,59,98,53,30,39,43,54,-2.05,305.48,70.7,56.95,-28.03,-22.430000000000003,Medium,High,Medium
6126,2410,7,Coastal,405.77,0.377,0.0,4.477,1.483,110.34,85.67,24,41,67,35,9,73,84,1.673,404.98,110.75000000000001,65.87500000000001,-39.555800000000005,-25.7962,Medium,Medium,Medium
5210,2334,3,Coastal,390.08,-1.103,0.0,3.061,0.925,126.61,78.32,2,56,83,72,28,100,4,1.715,390.53999999999996,127.16999999999999,74.785,-51.864999999999995,-32.17100000000001,High,Low,Low
1430,2019,3,Temperate,322.04,-0.763,0.0,2.964,-1.323,92.4,76.71,60,29,17,67,34,44,98,-2.3529999999999998,319.33000000000004,92.69000000000001,48.245000000000005,-42.1482,-8.2118,Medium,Medium,High
2425,2102,2,Inland,339.11,0.694,0.0,3.615,0.287,94.94,65.29,54,1,15,69,7,48,60,-0.6430000000000001,336.42,94.95,46.375,-42.5422,-6.3858,Low,Medium,High
8841,2636,10,Inland,453.03,0.985,0.0,5.356,4.567,107.48,52.7,16,65,55,5,41,22,64,4.797,452.87999999999994,108.13000000000001,65.365,-31.5202,-19.1218,Medium,High,Medium
3833,2219,6,Polar,364.05,-0.281,0.0,3.206,-1.616,23.1,63.91,81,21,62,6,67,11,10,-2.616,360.21,23.31,4.554999999999998,-9.2394,-26.369600000000002,Low,High,Medium
4718,2293,3,Tropics,377.94,-0.725,0.0,2.87,,156.62,80.54,22,20,10,23,55,0,6,,377.03999999999996,156.82,73.41,,,High,High,High
7185,2498,10,Coastal,424.84,-1.204,0.0,2.984,1.354,166.1,92.62,53,94,69,89,43,5,64,0.9840000000000001,423.13,167.04,103.12,-67.5184,-27.009600000000002,High,Low,Low
1417,2018,2,Temperate,321.54,-0.371,0.0,3.128,-0.122,100.08,69.85,70,69,10,74,76,94,57,-1.4220000000000002,318.73,100.77,55.88499999999999,-45.5998,-4.8532,Medium,Medium,High
7199,2499,12,Coastal,427.03,-0.054,0.0,4.178,1.279,152.87,88.85,88,21,78,37,94,21,18,0.29899999999999993,422.84,153.08,64.04,-53.2044,-31.0206,Medium,Low,Low
604,1950,5,Polar,305.38,0.396,0.0,3.277,-1.554,39.66,62.47,61,89,6,19,10,22,100,-2.714,303.21999999999997,40.55,44.974999999999994,-17.0506,-4.0284,Low,High,High
1272,2006,1,Tropics,319.24,0.842,0.0,3.918,1.093,208.86,84.41,55,58,8,45,45,33,0,0.07299999999999988,317.07,209.44000000000003,113.12,-71.8028,-3.1562,High,Low,High
3964,2230,5,Tropics,366.01,0.623,0.0,4.438,0.63,131.87,81.62,72,77,88,95,56,69,42,0.07000000000000006,363.17999999999995,132.64000000000001,78.22,-58.764,-35.158,High,Low,Low
6367,2430,8,Temperate,410.13,0.676,0.0,5.043,1.688,118.86,71.38,69,75,25,40,5,51,68,0.5579999999999998,407.43,119.61,81.305,-43.6598,-9.6652,High,Medium,High
8746,2628,11,Coastal,450.63,-1.137,0.0,3.475,1.855,178.1,87.69,15,29,12,2,38,48,74,1.6749999999999998,450.17,178.39,90.295,-53.24699999999999,-3.795000000000001,High,Low,High
247,1920,8,Tropics,301.05,0.646,0.0,3.502,0.777,168.16,80.8,81,27,96,95,89,97,51,0.11699999999999988,297.27,168.43,74.515,-69.4822,-38.329800000000006,High,Low,Low
9226,2668,11,Polar,462.17,-0.859,0.0,4.122,1.742,54.55,59.52,32,16,64,8,89,61,2,1.742,460.73,54.709999999999994,14.354999999999993,-17.3162,-24.5548,Low,High,Medium
1982,2065,3,Temperate,331.07,0.37,0.0,3.832,0.051,120.48,71.21,84,45,52,53,57,19,5,-1.109,327.32,120.92999999999999,62.565000000000005,-47.3226,-21.465400000000002,Medium,Medium,Medium
2835,2136,4,Tropics,346.84,1.14,0.0,4.112,1.12,116.6,84.64,25,9,41,64,96,83,100,1.0300000000000002,345.67999999999995,116.68999999999998,41.84499999999999,-47.394999999999996,-15.782000000000002,Low,Medium,Medium
5375,2347,12,Temperate,390.18,-0.036,0.0,3.738,1.554,124.8,75.09,59,39,87,64,15,50,11,1.2440000000000002,387.62,125.19,71.295,-49.859399999999994,-34.0536,High,Low,Low
199,1916,8,Coastal,296.97,1.006,0.0,3.747,0.885,111.01,81.95,60,58,48,41,18,10,56,0.16500000000000004,294.55,111.59,69.595,-41.611,-19.101000000000003,Medium,Medium,Medium
485,1940,6,Polar,302.2,0.645,0.0,3.42,-0.966,27.92,59.97,38,94,28,91,21,88,35,-1.446,301.24,28.860000000000003,38.43,-27.4364,-12.0676,Low,High,High
6083,2406,12,Coastal,403.13,0.902,0.0,4.937,2.41,141.95,82.3,0,58,82,66,12,16,80,3.2300000000000004,403.71,142.53,86.26499999999999,-54.667,-30.862000000000005,High,Low,Low
8956,2646,5,Inland,456.59,0.984,0.0,5.586,1.422,76.25,58.9,4,95,98,57,4,77,47,2.322,457.34,77.19999999999999,66.3,-33.6312,-37.8068,Medium,High,Low
455,1937,12,Temperate,304.43,0.021,0.0,2.952,-2.404,116.6,67.76,25,64,22,70,62,63,70,-2.6839999999999997,303.82,117.24,65.41999999999999,-50.245599999999996,-10.410400000000001,Medium,Low,High
9798,2716,7,Coastal,472.09,0.906,0.0,5.082,3.105,115.51,83.91,89,52,47,36,44,27,40,1.795,468.15999999999997,116.03,64.815,-41.291,-17.723,Medium,Medium,Medium
8826,2635,7,Tropics,455.01,0.574,0.0,5.31,2.546,142.88,80.34,6,19,11,21,86,88,55,2.5359999999999996,454.9,143.07,60.035,-46.1066,-2.878400000000001,Medium,Medium,High
6515,2442,12,Temperate,412.24,-0.233,0.0,3.79,2.761,125.69,60.87,35,16,83,64,7,77,31,2.891,410.65000000000003,125.85000000000001,66.325,-49.3986,-31.465400000000002,Medium,Low,Low
1721,2043,6,Polar,327.51,-0.738,0.0,2.896,-3.329,43.62,68.77,75,5,15,80,21,41,69,-4.679,323.81,43.669999999999995,19.134999999999998,-30.9726,-8.8074,Low,High,High
7050,2487,7,Inland,422.71,0.301,0.0,4.906,2.03,58.85,63.0,25,84,83,6,68,33,79,2.36,422.29999999999995,59.690000000000005,41.445,-18.163,-31.784000000000002,Low,High,Low
6382,2431,11,Coastal,407.45,1.048,0.0,5.074,2.35,141.0,81.22,44,65,100,92,50,5,94,2.47,405.9,141.64999999999998,80.32499999999999,-59.907,-38.518,High,Low,Low
8165,2580,6,Temperate,443.08,0.558,0.0,4.632,1.001,90.96,69.96,63,7,29,30,19,5,49,0.03099999999999986,440.0,91.02999999999999,43.815,-33.2966,-11.581400000000002,Low,High,High
5767,2380,8,Temperate,399.6,0.818,0.0,4.464,1.717,104.54,65.12,4,3,91,86,36,44,10,2.547,399.43,104.57000000000001,45.985,-47.5522,-34.8718,Low,Medium,Low
5809,2384,2,Polar,399.56,-1.038,0.0,3.019,-2.303,40.61,61.66,20,48,56,8,64,92,76,-2.143,399.04,41.089999999999996,22.144999999999992,-14.784199999999998,-23.6858,Low,High,Medium
4626,2285,7,Polar,376.82,0.773,0.0,4.244,-1.788,48.58,61.85,45,58,23,22,74,86,76,-2.458,375.15,49.160000000000004,27.180000000000003,-20.1312,-10.674800000000001,Low,High,High
862,1971,11,Polar,310.55,1.227,0.0,4.105,0.245,66.14,57.08,68,23,9,46,36,6,14,-1.0250000000000001,307.38000000000005,66.37,32.885,-29.521,-4.215,Low,High,High
2094,2074,7,Temperate,331.54,-0.438,0.0,3.024,0.586,110.01,69.13,18,99,84,47,65,36,66,1.0659999999999998,331.63000000000005,111.0,72.2,-42.273599999999995,-32.9604,High,Medium,Low
947,1978,12,Coastal,313.06,-1.153,0.0,2.234,-0.513,164.99,88.64,11,23,31,55,8,91,42,-0.423,312.74,165.22,87.91000000000001,-60.73519999999999,-12.6538,High,Low,High
5641,2370,2,Coastal,396.4,-0.36,0.0,3.502,0.599,140.04,89.53,17,89,22,21,58,96,72,0.479,396.43999999999994,140.92999999999998,85.565,-46.28739999999999,-8.5126,High,Medium,High
1444,2020,5,Temperate,320.17,0.968,0.0,4.031,0.432,91.26,65.3,19,75,53,22,75,86,99,0.5820000000000001,319.97,92.01,53.504999999999995,-31.770200000000003,-20.850800000000003,Medium,High,Medium
1280,2006,9,Tropics,316.14,0.944,0.0,3.928,0.924,196.48,86.59,4,57,29,21,14,60,42,1.1340000000000001,316.51,197.05,112.825,-62.8614,-10.9196,High,Low,High
3110,2159,3,Tropics,352.46,-0.981,0.0,2.641,0.848,162.99,87.18,52,75,61,49,19,61,47,0.4179999999999999,350.60999999999996,163.74,100.57000000000001,-58.7548,-24.1492,High,Low,Medium
8952,2646,1,Tropics,456.77,1.186,0.0,5.524,2.402,194.33,80.74,83,97,12,59,38,14,25,0.862,453.59000000000003,195.3,119.15,-70.04520000000001,-4.282800000000001,High,Low,High
7609,2534,2,Tropics,432.84,-1.255,0.0,3.368,1.701,194.88,84.16,78,84,52,87,13,91,85,0.661,429.78,195.72,120.46000000000001,-75.85159999999999,-20.4034,High,Low,Medium
5135,2327,12,Temperate,389.43,-0.627,0.0,3.304,2.235,126.62,73.71,35,53,12,9,88,12,47,1.6549999999999998,388.21,127.15,61.87499999999999,-39.283,-3.807000000000001,Medium,Medium,High
3016,2151,5,Tropics,351.46,0.957,0.0,4.275,0.759,121.02,77.65,48,77,93,52,77,74,14,0.7290000000000001,349.83,121.78999999999999,68.59499999999998,-46.645399999999995,-36.762600000000006,Medium,Medium,Low
2302,2091,11,Tropics,336.98,0.535,0.0,3.642,1.289,220.74,84.79,16,17,28,35,40,19,79,1.2489999999999999,336.35,220.91,107.55499999999999,-72.7734,-10.450600000000001,High,Low,High
2004,2067,1,Inland,331.1,0.554,0.0,3.571,-0.09,63.34,57.1,39,59,2,88,52,54,35,-0.85,329.74,63.93,39.265,-37.119,-1.31,Low,Medium,High
4580,2281,9,Temperate,379.19,0.967,0.0,5.115,2.395,137.36,69.27,56,83,12,54,31,28,11,1.395,377.21999999999997,138.19000000000003,87.795,-51.69900000000001,-3.963000000000001,High,Low,High
8704,2625,5,Inland,450.91,0.515,0.0,4.874,1.576,64.88,57.74,7,93,71,73,96,10,50,2.146,451.49,65.81,41.605,-33.4846,-27.1124,Low,High,Low
1005,1983,10,Inland,312.59,-1.143,0.0,2.115,1.805,120.57,56.07,91,43,97,60,89,83,25,0.9549999999999998,308.46999999999997,121.0,55.60000000000001,-47.918,-38.227000000000004,Medium,Medium,Low
5138,2328,3,Coastal,,-0.659,0.0,3.484,0.364,118.8,84.53,28,11,8,23,29,33,71,-0.11600000000000006,,118.91,56.955,-40.319399999999995,-3.2696,Medium,Medium,High
4317,2259,10,Inland,372.02,-0.506,0.0,3.049,2.651,77.51,56.54,41,61,72,48,54,46,70,2.5509999999999997,370.58,78.12,46.56,-32.015600000000006,-27.2694,Low,High,Low
6558,2446,7,Temperate,413.82,0.682,0.0,4.834,1.536,109.44,69.26,28,3,85,7,52,16,28,1.826,412.45,109.47,45.235,-33.5106,-32.9044,Low,High,Low
4387,2265,8,Temperate,373.06,0.379,0.0,4.033,1.002,-119.2,117.396,77,30,78,21,33,69,77,0.242,369.51,-118.89999999999999,-57.05,31.566799999999997,-31.054800000000004,Low,High,Low
2132,2077,9,Temperate,333.75,-0.779,0.0,2.937,0.668,103.8,71.28,99,25,19,74,85,97,92,-1.1219999999999999,329.05,104.05,42.525,-46.46379999999999,-8.273200000000001,Low,Medium,High
4265,2255,6,Polar,373.16,0.401,0.0,3.939,-2.254,59.42,66.66,90,90,65,86,49,84,16,-3.4040000000000004,369.56,60.32000000000001,47.36,-36.6576,-28.0424,Low,Medium,Low
2057,2071,6,Temperate,329.79,1.001,0.0,3.956,0.651,90.93,73.69,63,64,39,75,28,19,75,-0.21899999999999997,327.28000000000003,91.57000000000001,59.385,-42.5586,-15.7314,Medium,Medium,Medium
5386,2348,11,Polar,392.04,-0.762,0.0,3.14,-0.362,56.87,59.12,80,85,41,74,61,18,35,-1.552,388.89000000000004,57.71999999999999,42.16,-32.736799999999995,-17.331200000000003,Low,High,Medium
229,1919,2,Coastal,299.57,-1.185,0.0,2.12,-0.387,144.82,87.43,36,91,60,40,27,39,15,-0.507,298.68,145.73,94.76499999999999,-51.9218,-24.3042,High,Low,Medium
2889,2140,10,Polar,348.42,0.851,0.0,4.446,1.083,59.57,69.85,6,25,81,9,91,57,92,1.7730000000000001,348.37,59.82,19.209999999999997,-19.0368,-31.336199999999998,Low,High,Low
4472,2272,9,Inland,374.12,-0.23,0.0,3.366,1.993,97.32,56.23,99,69,30,46,97,71,57,0.3130000000000001,369.86,98.00999999999999,50.30499999999999,-38.477799999999995,-11.8122,Medium,Medium,High
6064,2405,5,Temperate,405.25,0.055,0.0,3.838,0.152,101.93,70.52,81,0,7,22,53,30,0,-1.3980000000000001,401.2,101.93,40.365,-35.5382,-3.6388000000000003,Low,High,High
7924,2560,5,Tropics,435.97,0.134,0.0,4.364,2.132,123.68,76.24,2,26,6,74,29,71,94,2.152,436.13,123.94000000000001,63.97000000000001,-51.1212,-1.1088000000000002,Medium,Low,High
7649,2537,6,Tropics,431.57,-0.127,0.6,4.195,1.889,157.06,83.07,51,4,68,38,25,75,28,1.549,429.06,157.1,74.75,-54.1104,-26.2706,High,Low,Medium
8381,2598,6,Inland,446.09,-1.045,0.0,3.507,1.759,79.78,51.48,28,22,44,63,76,29,8,1.6389999999999998,444.91,80.0,31.4,-35.9444,-16.616600000000002,Low,High,Medium
209,1917,6,Coastal,298.71,0.244,0.0,3.039,-0.383,95.31,87.13,88,82,42,7,95,51,46,-1.7229999999999999,295.13,96.13,53.66499999999999,-30.928199999999997,-17.8338,Medium,High,Medium
2758,2129,11,Coastal,344.03,-0.17,0.0,3.117,0.992,176.58,86.24,83,67,71,37,75,59,28,0.041999999999999815,340.55,177.25,93.725,-60.55819999999999,-28.3748,High,Low,Low
8471,2605,12,Tropics,448.67,1.16,0.0,5.614,2.662,211.17,84.53,56,44,33,84,29,2,18,1.8719999999999999,446.31,211.60999999999999,113.205,-79.53419999999998,-12.0768,High,Low,High
