Date,Region,Rainfall_mm,Temperature_C,Soil_Moisture,Humidity_%,Wind_Speed_mps,CO2_ppm,Evaporation_mm_day,Rainfall_Lag_mm,Flood_Risk,Drought_Risk,Heatwave_Risk
2021-10-28,mumbai,138.87,31.09,73.84,74.94,15.03,424.37,10.83,107.88,0,0,0
2021-11-01,beijing,69.45,9.45,50.12,53.96,17.8,492.79,4.62,50.23,0,0,0
2025-06-23,newyork,120.45,19.26,66.98,68.66,16.85,409.38,7.46,108.02,0,0,0
2025-08-27,london,182.7,14.23,73.24,68.72,9.03,380.99,5.17,148.12,0,0,0
2024-10-25,delhi,100.55,29.86,59.66,62.0,12.29,435.59,10.19,75.6,0,0,0
2023-09-24,kolkata,162.92,29.58,73.96,72.08,9.64,435.98,9.84,128.51,1,0,0
2023-06-12,karachi,0.0,35.6,55.08,68.86,24.79,443.81,13.16,0.0,0,1,0
2023-01-30,chennai,78.41,25.51,78.7,88.58,16.27,412.98,9.28,63.25,0,0,0
2025-02-21,shanghai,93.64,16.67,68.11,73.43,13.28,472.15,6.33,70.71,0,0,0
2023-01-11,dubai,0.0,34.61,39.6,49.5,6.13,449.59,11.0,0.0,0,1,0
2022-06-03,mumbai,151.24,36.65,71.42,70.37,18.37,418.23,12.83,127.82,1,0,0
2023-02-24,chennai,43.33,23.0,71.59,84.07,14.47,438.56,8.35,38.97,0,0,0
2025-07-01,texas,74.65,35.81,56.92,61.82,10.75,406.18,11.82,52.72,0,0,0
2021-08-29,karachi,48.05,34.31,67.97,78.96,20.42,438.68,12.33,36.84,0,1,0
2023-11-29,kolkata,176.7,26.89,82.12,80.56,7.8,439.67,8.85,126.13,1,0,0
2020-12-22,london,152.18,7.45,73.24,72.52,22.7,392.5,4.51,115.06,0,0,0
2024-09-06,gujarat,106.64,33.26,57.17,58.14,18.36,453.8,11.81,74.78,0,0,0
2022-09-04,kolkata,181.89,30.98,81.75,79.45,17.24,417.06,11.02,151.59,1,0,0
2024-06-04,karachi,30.81,33.11,62.37,74.11,12.65,428.69,11.2,23.21,0,1,0
2023-10-23,kashmir,210.18,18.38,68.29,59.09,22.41,382.06,7.75,155.02,0,0,0
2022-12-13,california,82.95,15.8,59.78,64.36,21.45,411.75,6.89,68.63,0,0,0
2022-12-22,delhi,61.74,23.09,50.7,55.66,9.96,441.87,7.92,54.54,0,0,0
2021-09-26,texas,88.15,28.42,59.78,63.7,19.68,407.29,10.49,68.8,0,0,0
2023-02-07,florida,94.78,24.9,75.7,82.78,15.95,417.77,9.07,75.2,0,0,0
2024-12-04,kashmir,182.77,15.25,66.91,60.79,20.3,381.66,6.61,161.1,0,0,0
2025-06-06,kolkata,122.16,30.3,76.81,80.74,18.69,433.68,10.96,106.14,0,0,0
2023-05-03,california,63.78,26.61,52.43,57.57,16.0,408.65,9.58,48.2,0,0,0
2020-11-11,beijing,77.37,10.66,51.14,54.26,14.98,466.07,4.7,60.12,0,0,0
2021-07-01,moscow,90.06,9.91,64.81,69.75,18.15,430.17,4.79,63.09,0,0,0
2022-12-23,california,80.2,20.09,54.75,58.41,13.15,413.86,7.34,70.26,0,0,0
2022-09-27,mumbai,164.56,33.76,81.58,81.41,12.91,414.06,11.42,136.64,1,0,0
2023-01-02,delhi,29.47,30.36,55.9,66.19,15.96,443.91,10.7,22.32,0,1,0
2021-07-29,kolkata,128.84,33.96,77.27,80.48,9.33,417.8,11.12,90.69,0,0,0
2024-09-22,gujarat,35.42,34.45,50.03,58.12,14.61,420.72,11.8,28.08,0,1,0
2021-12-23,gujarat,75.27,30.04,52.22,55.87,11.38,448.43,10.15,64.32,0,0,0
2021-05-11,texas,62.88,31.74,61.43,68.92,4.19,409.06,9.94,48.69,0,0,0
2023-11-05,moscow,119.83,4.31,63.66,64.59,18.38,425.36,3.13,94.86,0,0,0
2022-11-07,kashmir,192.31,12.68,68.85,62.03,23.36,373.62,6.14,152.84,0,0,0
2024-05-27,newyork,103.06,19.06,66.47,70.21,11.75,398.35,6.89,76.78,0,0,0
2022-06-20,shanghai,100.09,23.85,71.27,76.57,16.63,481.3,8.82,82.79,0,0,0
2023-06-15,karachi,17.45,34.08,60.46,73.39,13.82,440.11,11.6,13.23,0,1,0
2021-06-15,shanghai,124.3,23.83,68.94,70.64,15.19,468.75,8.67,93.02,0,0,0
2022-09-05,london,172.05,13.46,77.92,75.9,11.91,396.73,5.23,136.25,0,0,0
2024-12-27,newyork,108.75,8.59,66.23,69.2,17.24,390.14,4.3,81.39,0,0,0
2021-02-23,kashmir,154.74,16.43,68.54,66.33,6.91,376.61,5.62,126.69,0,0,0
2023-06-08,california,85.62,27.41,58.32,62.19,15.13,405.35,9.74,76.67,0,0,0
2024-05-23,california,68.73,27.76,50.89,55.03,19.15,402.31,10.24,56.91,0,0,0
2024-03-11,california,36.95,22.58,51.67,59.97,18.09,422.5,8.58,27.56,0,0,0
2021-01-07,beijing,37.65,9.15,49.26,56.87,15.33,491.1,4.28,28.27,0,0,0
2023-05-20,beijing,41.73,20.54,48.15,54.97,0.49,484.92,6.21,34.52,0,0,0
2024-02-04,gujarat,0.0,37.5,42.65,53.31,5.42,449.96,11.79,0.0,0,1,0
2025-07-03,mumbai,144.86,34.05,75.9,76.77,13.18,413.08,11.53,122.24,0,0,0
2023-03-23,texas,17.63,24.35,51.33,61.95,15.87,413.55,8.89,13.86,0,0,0
2024-12-02,california,101.55,16.21,60.27,62.65,15.56,414.31,6.42,75.24,0,0,0
2024-04-20,texas,60.21,32.96,52.82,58.5,13.42,415.74,11.23,46.54,0,0,0
2025-01-27,newyork,110.51,10.4,64.96,67.39,15.32,409.71,4.65,87.6,0,0,0
2022-05-02,chennai,85.53,38.61,70.38,77.28,3.96,432.62,11.98,68.97,0,0,0
2020-12-05,london,141.72,6.57,71.4,71.53,19.97,395.16,3.97,100.67,0,0,0
2023-07-04,gujarat,70.19,38.92,47.34,50.4,17.31,445.33,13.41,55.07,0,0,0
2021-07-12,delhi,65.28,39.32,53.04,58.14,18.92,453.7,13.69,56.23,0,0,0
2021-07-26,california,91.04,25.7,61.66,65.69,19.89,423.91,9.7,65.15,0,0,0
2023-04-01,karachi,16.86,30.42,59.02,71.67,18.25,446.21,10.95,12.8,0,1,0
2021-04-10,florida,98.26,24.74,74.63,81.0,30.55,420.97,10.48,76.04,0,0,0
2023-05-14,florida,128.31,31.67,75.81,78.72,16.15,419.36,11.11,108.53,0,0,0
2024-12-16,dubai,27.58,34.24,36.78,42.53,9.5,445.53,11.22,21.16,0,1,0
2025-02-22,gujarat,30.7,33.6,48.54,56.83,14.97,453.4,11.58,23.83,0,1,0
2022-09-27,karachi,75.43,31.67,66.26,73.4,14.64,432.65,10.97,65.46,0,0,0
2025-08-08,texas,95.63,26.71,64.41,68.56,17.5,419.6,9.76,67.93,0,0,0
2021-10-09,mumbai,156.46,26.12,76.99,76.68,12.37,423.94,9.07,126.82,1,0,0
2021-05-23,shanghai,87.06,21.13,70.92,77.77,20.3,466.86,8.37,65.3,0,0,0
2024-10-15,texas,119.16,27.04,64.75,66.05,15.72,412.05,9.68,96.49,0,0,0
2021-06-19,dubai,0.0,40.43,31.13,38.91,11.85,458.9,13.31,0.0,0,1,1
2022-12-03,beijing,51.96,12.83,43.73,48.17,21.18,471.07,5.97,36.96,0,0,0
2021-02-25,karachi,16.55,27.9,61.23,74.47,13.2,446.59,9.69,14.07,0,0,0
2024-09-16,texas,90.54,24.68,57.99,61.17,14.76,417.75,8.88,64.6,0,0,0
2025-04-06,london,110.16,13.92,73.86,78.56,5.77,398.28,4.75,85.87,0,0,0
2024-10-03,beijing,84.73,9.18,47.83,49.2,9.98,472.63,3.75,70.44,0,0,0
2025-05-24,kashmir,167.65,20.53,67.02,62.81,23.37,377.83,8.49,139.1,0,0,0
2022-03-02,dubai,0.0,41.35,32.33,40.41,22.69,456.55,14.67,0.0,0,1,1
2022-11-07,gujarat,64.07,33.21,52.17,57.21,16.95,442.72,11.66,53.84,0,0,0
2025-01-14,florida,94.26,18.35,78.36,86.16,18.61,405.56,7.37,83.7,0,0,0
2021-11-11,newyork,146.89,12.56,68.03,66.67,14.87,405.58,5.26,124.64,0,0,0
2021-11-12,delhi,85.26,32.93,57.48,61.19,21.73,450.43,12.05,67.15,0,0,0
2022-05-02,kolkata,102.13,34.99,78.12,84.88,17.94,438.29,12.29,88.21,0,0,0
2021-09-12,karachi,50.4,27.18,55.03,62.49,8.25,438.68,8.98,41.28,0,0,0
2022-03-07,dubai,0.0,39.92,35.57,44.46,19.58,430.74,13.93,0.0,0,1,1
2023-07-15,kashmir,209.66,20.6,70.56,61.99,13.3,368.99,7.51,180.3,0,0,0
2022-01-01,california,90.44,16.62,58.1,61.32,14.99,417.15,6.48,72.98,0,0,0
2021-07-05,beijing,69.05,21.51,55.37,60.59,15.0,491.99,7.95,56.61,0,0,0
2023-09-14,london,204.39,7.84,78.93,73.11,11.6,389.76,3.51,172.22,0,0,0
2020-12-12,kashmir,191.06,10.75,70.6,64.37,9.98,380.34,4.22,163.8,0,0,0
2025-10-04,shanghai,155.35,17.64,74.87,74.16,14.48,480.14,6.74,125.94,0,0,0
2025-01-21,florida,110.93,23.62,75.59,80.62,15.63,405.89,8.65,82.44,0,0,0
2021-12-12,california,64.55,14.14,56.72,62.83,20.32,410.07,6.27,51.68,0,0,0
2024-08-26,kashmir,212.25,15.15,75.93,68.39,15.82,381.4,6.13,180.34,0,0,0
2023-05-14,florida,120.39,27.57,72.88,76.05,9.81,409.28,9.25,87.1,0,0,0
2022-05-03,mumbai,106.68,34.69,76.25,81.98,17.12,417.75,12.12,82.24,0,0,0
2025-07-02,shanghai,107.09,22.59,66.17,69.33,14.27,474.8,8.21,79.98,0,0,0
2021-12-19,karachi,36.69,23.52,61.09,71.78,22.06,418.26,9.26,28.83,0,0,0
2025-04-13,kolkata,129.85,35.21,76.99,80.0,20.08,419.62,12.57,107.29,0,0,0
2025-02-28,moscow,67.8,4.9,59.85,66.33,11.05,417.31,2.57,49.39,0,0,0
2025-10-08,newyork,116.71,11.32,67.25,69.47,1.58,401.41,3.55,82.12,0,0,0
2025-05-07,mumbai,104.31,33.48,67.98,71.94,19.79,436.23,12.02,87.39,0,0,0
2022-08-14,shanghai,142.96,23.61,75.45,76.45,4.57,472.71,7.54,122.71,0,0,0
2021-11-18,dubai,35.01,33.2,38.55,43.81,20.12,449.28,11.97,25.03,0,1,0
2025-08-29,dubai,55.09,39.81,43.1,46.98,15.96,450.35,13.54,39.38,0,0,1
2024-11-26,delhi,75.58,26.27,59.87,65.38,11.56,441.38,9.04,58.2,0,0,0
2025-09-15,moscow,110.74,7.53,72.71,77.05,21.45,417.74,4.4,77.7,0,0,0
2023-05-11,beijing,41.87,20.75,54.94,63.44,22.57,482.15,8.48,29.86,0,0,0
2022-06-18,texas,81.22,36.49,62.53,68.0,9.28,419.99,11.88,67.76,0,0,0
2025-09-11,moscow,109.19,8.14,68.61,72.12,14.41,421.21,3.88,92.81,0,0,0
2021-12-01,mumbai,141.63,24.85,76.67,78.14,24.32,422.48,9.89,103.57,0,0,0
2021-10-17,newyork,121.16,15.27,71.1,73.73,9.96,394.96,5.58,90.67,0,0,0
2024-10-04,beijing,83.63,13.63,47.97,49.51,16.11,480.25,5.7,64.94,0,0,0
2023-08-26,newyork,152.61,16.3,73.17,72.39,9.51,407.41,5.84,114.88,0,0,0
2022-05-28,kashmir,142.03,22.73,65.74,64.42,19.49,390.32,8.77,122.82,0,0,0
2023-01-30,newyork,104.21,7.45,68.11,72.11,14.86,402.8,3.72,89.34,0,0,0
2024-11-19,newyork,95.56,8.15,66.67,71.4,15.48,387.48,3.99,73.07,0,0,0
2024-10-24,texas,96.04,24.84,63.95,67.93,16.58,417.68,9.11,72.01,0,0,0
2023-05-16,kashmir,174.19,24.22,66.17,60.93,14.8,378.05,8.75,149.23,0,0,0
2024-06-04,beijing,41.98,18.66,50.41,57.77,18.15,490.68,7.41,29.71,0,0,0
2020-11-28,karachi,80.3,28.35,67.12,73.87,23.17,437.64,10.82,72.12,0,0,0
2025-10-06,karachi,87.51,31.89,63.18,68.03,12.23,424.17,10.79,71.71,0,0,0
2024-01-13,texas,68.41,23.15,54.13,59.12,20.59,416.13,9.01,57.67,0,0,0
2022-12-22,florida,129.01,22.37,74.81,77.39,20.86,414.52,8.8,99.93,0,0,0
2022-10-22,california,91.83,19.5,60.74,64.45,8.44,418.62,6.7,67.15,0,0,0
2023-07-09,moscow,86.91,14.5,65.89,71.49,24.1,416.82,6.76,72.44,0,0,0
2024-08-21,london,195.94,15.81,82.3,78.39,10.1,394.0,5.75,152.91,0,0,0
2023-08-12,london,182.65,22.15,81.6,79.16,13.5,391.37,8.0,131.32,0,0,0
2022-08-08,beijing,88.64,15.55,53.39,55.66,8.06,479.15,5.47,74.3,0,0,0
2024-05-24,beijing,51.63,19.92,49.17,55.01,22.46,471.9,8.22,44.4,0,0,0
2021-08-12,moscow,111.21,9.86,69.32,72.75,23.13,411.83,5.27,98.77,0,0,0
2021-01-01,chennai,74.69,30.19,67.1,74.54,8.74,408.88,9.93,62.28,0,0,0
2022-01-20,newyork,67.32,11.9,61.47,68.42,14.52,410.94,5.02,47.86,0,0,0
2023-05-03,texas,58.33,29.15,55.37,61.92,15.1,417.67,10.26,42.76,0,0,0
2022-03-15,texas,26.73,29.36,53.24,63.21,8.23,423.72,9.63,23.93,0,0,0
2022-10-11,newyork,138.97,9.99,70.81,71.15,13.61,396.09,4.36,120.33,0,0,0
2022-03-09,beijing,34.52,13.1,48.04,55.74,16.75,501.54,5.61,26.05,0,0,0
2022-01-27,dubai,0.0,31.16,33.33,41.67,12.25,457.32,10.57,0.0,0,1,0
2025-03-13,texas,40.18,32.35,61.88,72.33,17.41,421.51,11.45,30.65,0,1,0
2021-08-20,karachi,56.8,33.42,64.38,73.38,7.97,434.61,10.82,48.18,0,0,0
2021-11-03,karachi,69.36,28.4,63.59,70.82,16.87,432.9,10.21,54.32,0,0,0
2023-07-18,moscow,105.64,10.56,70.87,75.38,23.64,420.75,5.53,92.32,0,0,0
2022-08-26,kashmir,220.41,18.3,74.79,65.93,2.13,378.24,5.7,194.1,0,0,0
2023-01-08,moscow,98.41,3.03,72.35,78.14,12.19,429.97,2.13,73.87,0,0,0
2024-10-03,newyork,147.06,11.74,72.37,72.08,27.4,413.03,6.26,120.27,0,0,0
2024-05-18,gujarat,50.24,45.0,54.34,61.65,12.34,438.82,14.73,37.5,0,0,0
2024-07-01,gujarat,63.75,35.88,47.18,51.0,18.51,433.73,12.61,54.64,0,0,0
2022-05-21,london,158.87,16.78,75.23,74.18,8.93,389.64,5.93,124.87,0,0,0
2022-03-25,mumbai,84.52,31.43,66.53,72.6,27.05,411.12,12.13,74.56,0,0,0
2022-01-06,newyork,85.24,11.22,64.53,70.01,12.44,400.45,4.61,67.14,0,0,0
2022-01-03,kashmir,160.48,9.79,68.85,66.0,10.93,372.85,4.03,124.52,0,0,0
2022-11-24,texas,111.44,22.3,61.18,62.54,12.77,417.6,7.97,83.29,0,0,0
2021-01-10,london,136.71,9.53,71.62,72.44,22.67,388.67,5.13,102.11,0,0,0
2023-06-22,beijing,67.58,19.34,51.38,55.78,7.69,485.56,6.57,56.48,0,0,0
2022-12-08,kashmir,188.0,13.83,67.72,61.15,19.96,372.15,6.14,155.01,0,0,0
2025-08-03,dubai,24.66,43.1,34.37,39.88,11.0,449.13,14.03,18.55,0,1,1
2023-08-01,delhi,73.66,33.33,51.86,55.62,14.72,452.39,11.47,58.95,0,0,0
2023-04-19,newyork,115.15,18.71,66.32,68.51,19.08,406.6,7.52,93.92,0,0,0
2025-05-26,kolkata,135.49,35.75,79.58,82.54,6.46,421.06,11.37,118.81,0,0,0
2025-06-07,gujarat,40.95,36.12,50.0,57.38,19.62,431.16,12.8,30.22,0,1,0
2021-12-23,dubai,19.37,35.55,36.61,43.34,9.85,453.29,11.65,16.2,0,1,1
2025-02-17,newyork,90.25,12.4,62.96,67.42,24.11,409.22,6.13,70.21,0,0,0
2024-02-08,kashmir,150.17,15.61,73.09,72.59,21.96,381.76,6.88,133.43,0,0,0
2024-06-09,texas,87.21,27.88,58.43,62.14,13.76,409.15,9.74,71.25,0,0,0
2024-03-19,chennai,68.99,31.48,72.14,81.55,13.18,437.12,10.76,60.34,0,0,0
2023-05-18,london,140.89,17.52,79.18,81.36,7.37,386.32,5.99,120.98,0,0,0
2020-12-31,california,96.36,15.26,57.71,60.09,9.62,406.26,5.54,80.72,0,0,0
2024-09-15,newyork,136.2,15.55,70.09,70.59,15.95,401.13,6.26,99.65,0,0,0
2024-05-14,mumbai,107.96,29.87,69.39,73.24,15.66,428.32,10.53,79.52,0,0,0
2021-10-17,texas,123.39,27.59,65.74,66.75,19.48,409.28,10.23,91.42,0,0,0
2025-10-19,shanghai,144.37,14.17,80.31,82.35,14.12,458.55,5.66,108.27,0,0,0
2021-10-14,beijing,62.94,12.52,53.78,59.36,11.19,474.24,4.88,50.51,0,0,0
2021-09-01,karachi,62.3,30.19,58.31,65.1,17.05,440.41,10.76,44.2,0,0,0
2022-02-22,texas,62.71,25.92,57.82,64.43,17.65,414.49,9.54,53.3,0,0,0
2023-07-22,kashmir,199.5,17.93,69.69,62.18,12.71,372.46,6.65,175.85,0,0,0
2024-08-22,gujarat,72.47,37.64,46.39,48.93,16.41,435.67,12.93,55.33,0,0,1
2025-05-07,karachi,3.28,32.14,49.11,60.98,9.25,429.69,10.57,2.35,0,1,0
2024-01-06,kashmir,147.51,11.21,59.98,56.54,18.76,382.42,5.24,103.49,0,0,0
2021-04-11,texas,45.03,29.51,56.51,65.01,7.16,427.63,9.57,36.45,0,0,0
2020-12-25,florida,127.84,19.96,77.43,80.81,19.95,406.22,7.98,110.67,0,0,0
2021-11-30,beijing,92.9,7.01,50.98,52.11,16.35,474.68,3.74,73.21,0,0,0
2025-05-28,mumbai,94.4,33.58,72.18,78.42,20.35,433.2,12.11,79.07,0,0,0
2025-02-16,mumbai,102.61,22.77,71.7,76.8,9.19,405.04,7.75,75.33,0,0,0
2024-06-17,moscow,95.83,12.29,66.39,71.01,11.22,418.45,4.81,69.01,0,0,0
2022-12-11,florida,154.83,23.62,77.94,78.07,17.46,400.1,8.83,137.07,0,0,0
2023-02-20,newyork,55.38,11.6,65.76,75.27,12.94,400.58,4.78,38.89,0,0,0
2024-06-21,shanghai,114.44,22.78,65.9,68.08,15.21,481.96,8.35,86.4,0,0,0
2024-03-13,beijing,37.1,15.11,46.85,53.93,4.36,486.77,4.97,26.35,0,0,0
2025-06-06,shanghai,122.05,24.08,69.94,72.17,14.45,464.3,8.67,93.67,0,0,0
2021-05-02,shanghai,56.4,20.09,64.44,73.5,6.84,461.69,6.71,45.45,0,0,0
2024-07-21,kolkata,159.7,37.65,78.03,77.57,12.7,433.65,12.57,123.32,1,0,0
2025-03-15,kashmir,144.15,16.26,66.92,65.63,12.92,379.23,6.17,121.01,0,0,0
2021-11-04,london,176.64,4.38,74.46,70.99,7.67,383.98,2.08,147.4,0,0,0
2025-05-30,florida,129.68,29.08,78.64,82.09,13.35,396.17,10.06,109.91,0,0,0
2025-01-20,chennai,93.41,23.68,74.6,81.57,12.95,439.64,8.4,74.12,0,0,0
2025-04-21,delhi,15.99,36.28,43.58,52.48,5.58,455.7,11.44,13.92,0,1,0
2024-08-28,dubai,47.36,40.96,41.45,45.89,10.24,460.23,13.31,40.4,0,1,1
2021-04-27,delhi,52.53,32.81,54.7,61.8,9.11,459.47,10.75,43.01,0,0,0
2024-01-08,delhi,44.84,25.15,52.4,59.89,14.19,447.03,8.97,37.32,0,0,0
2024-04-19,kashmir,165.44,21.51,64.51,59.96,13.63,377.12,7.82,139.02,0,0,0
2021-07-01,beijing,100.4,14.34,57.87,59.78,14.69,483.83,5.77,85.89,0,0,0
2021-04-09,kolkata,113.13,35.57,81.04,87.16,17.55,439.34,12.43,88.2,0,0,0
2024-05-19,karachi,24.82,31.41,58.3,69.77,21.08,433.42,11.53,18.01,0,1,0
2022-08-30,delhi,104.2,34.92,60.67,62.81,12.51,456.99,11.73,85.74,0,0,0
2025-04-13,kashmir,141.88,22.61,63.62,61.79,12.18,377.0,8.0,118.74,0,0,0
2023-01-24,mumbai,108.03,23.99,70.03,74.04,18.98,419.41,9.1,86.41,0,0,0
2025-07-08,chennai,121.75,36.05,71.34,73.96,17.92,416.5,12.61,88.84,0,0,0
2023-08-17,dubai,50.11,35.74,49.86,56.06,10.79,450.79,11.8,38.88,0,0,0
2023-07-11,london,156.07,12.86,74.7,73.87,14.84,385.05,5.34,125.85,0,0,0
2024-05-15,newyork,86.57,20.02,67.9,74.06,6.84,393.46,6.69,72.24,0,0,0
2025-10-17,kashmir,199.99,13.52,69.07,61.33,23.66,382.61,6.42,168.02,0,0,0
2021-02-25,florida,104.02,25.26,77.87,84.33,22.2,410.96,9.8,76.69,0,0,0
2021-10-21,shanghai,114.91,14.35,74.84,79.18,13.52,472.8,5.66,102.58,0,0,0
2024-02-06,moscow,102.34,4.9,64.18,67.43,15.43,413.17,3.01,72.8,0,0,0
2024-08-16,california,145.16,27.45,64.62,62.63,24.85,399.84,10.72,108.93,0,0,0
2022-01-01,kashmir,177.54,13.62,70.52,65.96,21.43,382.76,6.23,150.21,0,0,0
2025-02-04,texas,81.48,24.2,62.06,67.39,4.87,407.64,7.75,71.89,0,0,0
2024-03-04,dubai,0.0,40.02,38.79,48.48,16.75,450.77,13.68,0.0,0,1,1
2024-10-24,california,89.21,17.05,61.51,65.74,18.85,412.0,7.0,68.62,0,0,0
2022-11-12,florida,132.91,17.27,77.09,79.75,14.99,397.18,6.68,96.07,0,0,0
2022-10-04,gujarat,86.89,32.16,57.53,61.05,3.68,451.85,10.02,68.73,0,0,0
2021-09-02,florida,150.26,23.66,80.34,81.64,12.54,400.84,8.35,113.07,0,0,0
2024-10-09,moscow,108.43,3.4,66.2,69.19,22.5,420.62,3.27,80.56,0,0,0
2024-07-04,california,88.46,28.6,56.01,58.95,12.43,407.36,9.82,67.15,0,0,0
2021-04-10,gujarat,44.42,39.7,47.58,53.92,15.79,437.69,13.49,38.82,0,1,0
2025-02-07,karachi,16.35,30.05,65.19,79.45,5.12,432.37,9.53,13.09,0,1,0
2021-03-06,dubai,0.0,40.57,35.26,44.08,10.17,455.48,13.19,0.0,0,1,1
2024-08-09,karachi,84.11,30.97,59.36,63.68,22.04,433.86,11.5,65.98,0,0,0
2022-01-13,dubai,0.0,34.67,31.05,38.82,16.8,459.22,12.08,0.0,0,1,0
2021-02-12,delhi,35.71,25.82,50.72,58.94,13.69,462.95,9.11,31.47,0,0,0
2021-05-08,shanghai,106.27,23.39,64.94,67.9,16.26,478.51,8.64,91.95,0,0,0
2021-11-05,kashmir,202.0,17.13,76.51,70.38,14.51,384.18,6.59,163.26,0,0,0
2025-03-15,shanghai,65.86,19.43,62.46,69.85,15.73,472.34,7.4,56.16,0,0,0
2021-10-19,moscow,126.41,3.96,64.99,65.44,10.98,419.11,2.29,92.62,0,0,0
2023-09-08,kolkata,151.17,28.81,78.71,79.49,0.35,425.52,8.68,117.39,1,0,0
2025-06-25,california,85.28,32.13,52.78,55.31,24.49,423.57,12.09,74.67,0,0,0
2024-11-25,shanghai,109.95,14.11,69.68,73.35,12.73,471.06,5.51,80.7,0,0,0
2021-02-04,mumbai,94.8,25.45,66.09,70.76,8.58,414.26,8.49,85.12,0,0,0
2023-03-05,karachi,0.0,32.44,59.69,74.61,13.49,446.09,11.08,0.0,0,1,0
2023-10-24,gujarat,55.82,25.99,47.93,52.94,18.32,452.24,9.63,42.6,0,0,0
2024-08-22,dubai,37.78,39.68,41.37,46.98,17.56,445.72,13.66,30.03,0,1,1
2024-03-16,karachi,2.25,34.84,55.08,68.57,11.86,444.45,11.64,2.02,0,1,0
2024-05-05,chennai,80.77,35.44,68.87,75.99,16.61,414.02,12.29,59.46,0,0,0
2022-04-05,kashmir,172.33,20.35,66.43,61.49,6.26,393.7,6.73,149.33,0,0,0
2023-12-03,beijing,66.37,7.01,54.73,60.12,17.51,462.27,3.85,59.68,0,0,0
2024-05-03,moscow,60.52,6.1,67.26,76.52,9.13,415.35,2.74,50.46,0,0,0
2023-04-20,beijing,36.0,18.13,43.61,50.02,9.47,474.16,6.39,27.47,0,0,0
2021-09-26,shanghai,142.25,19.43,68.88,68.32,14.46,470.37,7.28,108.98,0,0,0
2025-07-08,chennai,104.39,32.08,69.33,73.61,5.7,425.31,10.19,92.11,0,0,0
2021-11-30,shanghai,116.07,12.16,73.42,77.27,6.32,463.52,4.28,102.33,0,0,0
2024-04-23,london,114.85,13.82,69.34,72.31,10.55,390.9,5.2,86.22,0,0,0
2025-05-25,mumbai,119.04,32.01,72.5,75.74,16.96,430.02,11.3,93.56,0,0,0
2022-07-07,moscow,117.4,12.69,65.91,67.71,11.85,413.68,4.99,89.37,0,0,0
2025-09-10,london,156.66,10.13,81.63,82.45,16.0,384.2,4.64,112.41,0,0,0
2022-12-26,newyork,111.41,6.28,64.84,67.12,21.68,387.5,4.05,95.78,0,0,0
2022-06-10,gujarat,43.39,42.96,51.54,59.0,18.77,455.23,14.76,36.27,0,1,0
2023-09-14,london,174.54,13.62,76.57,73.89,12.63,393.61,5.35,152.17,0,0,0
2024-01-11,texas,43.01,22.76,58.73,68.04,18.93,421.33,8.72,32.8,0,0,0
2024-04-01,texas,51.83,31.9,60.4,69.02,18.8,409.4,11.45,46.29,0,0,0
2022-07-06,shanghai,135.73,24.97,70.94,71.71,23.11,474.25,9.8,100.62,0,0,0
2021-01-28,kashmir,138.31,11.95,69.96,70.16,12.49,386.11,4.83,104.26,0,0,0
2022-02-21,karachi,10.66,23.95,57.31,70.3,11.54,445.73,8.34,9.37,0,0,0
2025-01-28,california,52.65,13.9,53.19,59.91,13.54,404.17,5.52,40.19,0,0,0
2024-03-09,gujarat,9.34,33.86,47.23,57.87,17.12,435.48,11.87,7.83,0,1,0
2025-06-13,california,103.45,24.16,65.45,68.88,9.77,410.07,8.23,78.87,0,0,0
2022-10-22,kolkata,164.05,27.57,81.49,81.36,18.88,439.62,10.16,141.47,1,0,0
2022-09-15,gujarat,68.61,37.04,52.15,56.61,19.23,434.22,13.04,51.49,0,0,0
2024-10-03,beijing,82.92,14.38,58.07,62.23,20.25,477.19,6.34,60.84,0,0,0
2022-03-13,beijing,33.17,10.64,47.61,55.36,10.7,494.45,4.26,28.72,0,0,0
2025-10-22,moscow,107.08,11.24,67.72,71.26,19.69,423.78,5.34,89.89,0,0,0
2022-10-02,karachi,70.1,28.4,62.3,69.12,15.36,427.57,10.06,57.93,0,0,0
2021-05-24,texas,74.95,32.8,57.16,62.08,13.49,406.82,11.19,52.62,0,0,0
2023-09-05,mumbai,153.32,28.35,70.95,69.53,1.39,409.97,8.64,134.31,1,0,0
2021-01-31,karachi,2.93,28.03,56.37,70.1,12.19,436.72,9.63,2.4,0,0,0
2024-11-19,london,159.27,11.17,77.56,77.04,10.02,386.12,4.35,126.08,0,0,0
2024-06-09,newyork,111.26,24.57,72.41,76.6,6.64,407.17,8.03,100.04,0,0,0
2022-10-28,chennai,130.28,27.93,70.92,72.36,17.39,421.73,10.12,95.57,0,0,0
2025-02-16,kashmir,156.26,17.2,66.7,63.85,18.7,379.04,7.03,113.11,0,0,0
2025-06-22,gujarat,22.66,36.92,50.92,60.82,14.47,446.46,12.52,19.49,0,1,0
2025-07-04,london,193.57,15.2,77.42,72.58,15.14,399.11,6.07,169.02,0,0,0
2020-10-29,kolkata,188.54,26.97,82.82,79.96,16.24,432.37,9.71,169.39,1,0,0
2023-05-27,gujarat,34.33,35.27,45.63,52.75,12.41,428.63,11.82,29.65,0,1,0
