Date,Region,Country,Rainfall_mm,Temperature_C,Soil_Moisture,Humidity_%,Wind_Speed_mps,CO2_ppm,Evaporation_mm_day,Rainfall_Lag_mm,Heat_Index,Drought_Index,Flood_Potential,Extreme_Event,Flood_Risk,Drought_Risk,Heatwave_Risk,Month,Year,Season,Temperature_Anomaly,Rainfall_Anomaly,Climate_Risk_Score
2019-12-01,abudhabi,UAE,16.6,27.26,28.36,52.19,11.05,451.99,8.8,13.9,29.87,57.3,31.13,0,0,0,0,12,2019,Winter,-10.361386138613863,1.1083663366336651,0.0
2023-05-12,stpetersburg,Russia,100.0,14.61,56.44,72.21,17.09,441.13,6.8,63.18,18.22,0.0,100.0,0,0,0,0,5,2023,Spring,8.240794392523366,6.070654205607482,0.0
2023-06-25,lahore,Pakistan,53.72,34.65,53.4,70.64,18.15,473.6,10.65,43.74,38.19,10.96,83.03,0,0,0,0,6,2023,Summer,5.653105263157894,-3.310526315789474,0.0
2016-06-19,edinburgh,UK,247.08,20.19,79.3,86.42,15.84,370.37,6.27,226.56,24.51,0.0,247.46,0,1,0,0,6,2016,Summer,10.690462962962965,89.61462962962963,33.333333333333336
2023-08-11,stpetersburg,Russia,77.76,6.66,48.01,67.61,5.72,412.09,2.86,48.08,10.04,0.0,77.76,0,0,0,0,8,2023,Summer,0.2907943925233658,-16.169345794392513,0.0
2018-06-15,kashmir,India,249.7,25.88,62.35,63.07,7.9,387.43,6.58,186.79,29.03,0.0,261.46,0,1,0,0,6,2018,Summer,6.897384615384613,-2.823794871794888,33.333333333333336
2020-12-11,guangzhou,China,86.85,18.75,61.21,78.04,11.27,489.28,5.44,52.65,22.66,0.0,86.85,0,0,0,0,12,2020,Winter,-6.306130434782613,-82.21621739130441,0.0
2019-11-15,florida,USA,89.04,20.61,69.16,81.45,18.39,418.75,9.4,54.11,24.68,0.0,90.26,0,0,0,0,11,2019,Autumn,-5.546666666666667,-35.94149999999999,0.0
2022-06-23,manchester,UK,231.44,12.57,71.91,83.16,12.53,424.1,6.99,177.4,16.72,0.0,231.44,0,1,0,0,6,2022,Summer,1.934905660377357,58.82886792452831,33.333333333333336
2016-10-28,beijing,China,61.58,12.78,56.47,59.39,12.87,495.99,3.55,36.98,15.75,8.72,61.58,0,0,0,0,10,2016,Autumn,-1.4647979797979822,3.37070707070707,0.0
2023-02-14,florida,USA,145.16,21.34,66.21,81.22,14.48,412.25,6.08,122.04,25.41,0.0,147.85,0,0,0,0,2,2023,Winter,-4.816666666666666,20.1785,0.0
2018-11-21,shanghai,China,58.98,10.65,55.4,79.24,13.19,485.54,4.09,53.66,14.61,1.41,58.98,0,0,0,0,11,2018,Autumn,-7.824651162790696,-60.48167441860465,0.0
2016-05-09,dubai,UAE,23.42,44.62,26.12,41.73,7.15,441.76,9.22,21.12,46.71,55.72,72.66,0,0,1,1,5,2016,Spring,5.237110091743112,4.73087155963303,66.66666666666667
2016-07-14,dubai,UAE,17.8,45.4,28.42,42.5,16.28,418.85,15.19,11.13,47.52,60.95,68.6,0,0,1,1,7,2016,Summer,6.017110091743113,-0.8891284403669708,66.66666666666667
2018-09-09,beijing,China,7.11,18.92,44.26,57.36,11.98,492.76,5.69,65.96,16.78,0.24,71.08,2,0,1,0,9,2018,Autumn,4.67520202020202,-51.09929292929293,33.333333333333336
2016-07-11,florida,USA,129.84,31.37,61.04,80.65,10.58,406.58,6.78,87.87,35.4,0.0,152.58,0,0,0,0,7,2016,Summer,5.213333333333335,4.8585000000000065,0.0
2017-07-17,london,UK,136.71,20.38,63.12,76.86,7.74,390.98,6.04,101.92,24.23,0.0,137.48,0,0,0,0,7,2017,Summer,7.745870646766168,-10.91781094527363,0.0
2023-04-09,beijing,China,116.96,18.13,42.54,57.14,17.56,501.76,8.28,75.53,20.99,0.0,116.96,0,0,0,0,4,2023,Spring,3.8852020202020174,58.750707070707065,0.0
2020-08-08,delhi,India,209.61,37.27,59.22,63.75,11.95,454.0,10.19,185.87,40.46,0.0,244.16,0,1,0,0,8,2020,Summer,4.343560975609762,108.31936585365854,33.333333333333336
2018-11-14,islamabad,Pakistan,23.91,17.73,44.05,63.54,11.95,428.23,5.41,18.79,20.91,44.32,23.91,0,0,0,0,11,2018,Autumn,-7.664977375565613,-62.41221719457013,0.0
2024-01-12,kolkata,India,94.88,28.12,58.98,75.61,8.08,445.03,8.9,87.69,31.9,0.0,111.12,0,0,0,0,1,2024,Winter,-2.1067889908256845,-103.03862385321099,0.0
2023-12-01,novosibirsk,Russia,24.77,-1.78,45.7,71.35,13.88,427.12,2.52,23.34,1.79,39.56,24.77,0,0,0,0,12,2023,Winter,-4.118592233009709,-43.502815533980595,0.0
2021-07-17,chennai,India,201.38,36.19,79.06,85.26,16.21,436.68,8.92,140.07,40.46,0.0,233.77,0,1,0,0,7,2021,Summer,3.907128712871284,58.38232673267328,33.333333333333336
2017-09-17,delhi,India,183.38,35.94,59.24,64.74,11.29,449.38,12.26,170.56,39.17,0.0,215.25,0,1,0,0,9,2017,Autumn,3.0135609756097566,82.08936585365852,33.333333333333336
2024-08-01,manchester,UK,151.8,12.99,65.45,79.91,7.91,407.15,4.15,127.61,16.99,0.0,151.8,0,0,0,0,8,2024,Summer,2.354905660377357,-20.811132075471676,0.0
2016-03-05,dubai,UAE,21.38,37.24,29.74,44.3,13.52,465.15,9.54,14.03,39.46,56.47,55.87,0,0,1,0,3,2016,Spring,-2.1428899082568833,2.6908715596330275,33.333333333333336
2025-08-28,chennai,India,272.75,35.32,70.93,80.96,10.25,467.24,9.85,190.66,39.37,0.0,303.39,0,1,0,0,8,2025,Summer,3.0371287128712865,129.75232673267328,33.333333333333336
2017-07-04,gujarat,India,110.43,44.72,42.79,50.94,12.0,433.15,13.69,86.28,47.27,0.0,159.87,0,0,0,1,7,2017,Summer,9.230312500000004,48.274196428571436,33.333333333333336
2021-04-24,beijing,China,90.33,13.53,37.23,51.23,11.92,508.1,5.81,68.93,16.09,0.0,90.33,0,0,0,0,4,2021,Spring,-0.7147979797979822,32.12070707070707,0.0
2022-12-28,stpetersburg,Russia,66.04,-0.35,63.06,78.18,13.9,422.24,2.37,52.41,3.56,0.0,66.04,0,0,0,0,12,2022,Winter,-6.719205607476634,-27.88934579439251,0.0
2022-09-15,stpetersburg,Russia,46.72,6.77,51.94,67.64,10.23,450.47,5.05,36.57,10.16,19.46,46.72,0,0,0,0,9,2022,Autumn,0.40079439252336524,-47.20934579439252,0.0
2019-01-18,karachi,Pakistan,29.37,23.53,54.79,63.39,12.62,448.6,6.66,27.23,26.7,38.93,36.44,0,0,0,0,1,2019,Winter,-7.433800904977378,-9.160497737556565,0.0
2019-10-30,moscow,Russia,69.78,-1.31,60.91,66.06,12.1,417.87,1.41,47.01,1.99,0.0,69.78,0,0,0,0,10,2019,Autumn,-9.316748768472907,-18.398128078817734,0.0
2017-02-14,florida,USA,163.21,20.58,70.71,72.63,6.87,418.24,6.06,108.77,24.21,0.0,164.37,0,0,0,0,2,2017,Winter,-5.576666666666668,38.22850000000001,0.0
2024-04-01,karachi,Pakistan,57.38,33.55,57.45,66.86,12.43,449.25,7.98,41.68,36.89,9.19,84.47,0,0,0,0,4,2024,Spring,2.586199095022618,18.849502262443437,0.0
2023-03-22,texas,USA,122.3,31.23,56.8,65.62,6.33,450.98,9.12,107.19,34.51,0.0,144.76,0,0,0,0,3,2023,Spring,2.5591244239631337,45.68631336405531,0.0
2024-10-23,moscow,Russia,40.66,5.16,55.05,69.1,9.46,437.67,2.35,25.86,8.61,24.78,40.66,0,0,0,0,10,2024,Autumn,-2.8467487684729065,-47.51812807881774,0.0
2020-06-02,kashmir,India,201.61,25.28,53.75,64.01,13.06,391.89,8.77,156.45,28.48,0.0,212.17,0,1,0,0,6,2020,Summer,6.297384615384615,-50.91379487179486,33.333333333333336
2021-11-24,abudhabi,UAE,23.71,29.6,44.57,53.22,9.09,468.87,8.46,18.99,32.26,49.68,42.91,0,0,0,0,11,2021,Autumn,-8.021386138613863,8.218366336633665,0.0
2024-05-05,novosibirsk,Russia,98.1,9.52,52.39,60.64,6.45,419.41,4.66,59.4,12.55,0.0,98.1,0,0,0,0,5,2024,Spring,7.181407766990291,29.827184466019403,0.0
2018-03-02,mumbai,India,109.45,22.44,62.38,73.36,17.9,424.52,8.7,76.73,26.11,0.0,114.33,0,0,0,0,3,2018,Spring,-7.548599033816419,-73.51946859903377,0.0
2019-12-07,newyork,USA,34.02,1.19,63.23,76.2,16.48,411.93,1.62,24.34,5.0,27.88,34.02,0,0,0,0,12,2019,Winter,-14.604879227053141,-85.27487922705313,0.0
2020-11-29,california,USA,49.07,17.6,42.36,58.19,12.75,443.31,6.12,31.95,20.51,21.83,49.07,0,0,0,0,11,2020,Autumn,-4.950353535353532,-33.10434343434344,0.0
2024-02-05,karachi,Pakistan,39.16,28.22,41.09,65.48,10.66,451.81,6.89,35.35,31.49,28.1,55.6,0,0,0,0,2,2024,Winter,-2.7438009049773804,0.629502262443431,0.0
2023-07-30,novosibirsk,Russia,59.27,9.66,46.19,70.23,8.36,419.97,5.71,48.61,13.17,5.61,59.27,0,0,0,0,7,2023,Summer,7.3214077669902915,-9.002815533980588,0.0
2019-08-08,karachi,Pakistan,49.6,32.99,45.43,72.75,14.13,461.42,10.32,38.88,36.63,14.02,75.59,0,0,0,0,8,2019,Summer,2.0261990950226227,11.069502262443436,0.0
2016-03-05,texas,USA,168.89,22.83,42.97,58.08,10.25,428.52,6.28,48.06,25.73,14.66,61.95,1,1,0,0,3,2016,Spring,-5.8408755760368685,92.2763133640553,33.333333333333336
2023-12-12,newyork,USA,50.4,6.13,43.38,56.64,8.9,415.22,2.6,32.46,8.96,21.28,50.4,0,0,0,0,12,2023,Winter,-9.664879227053142,-68.89487922705314,0.0
2021-08-28,manchester,UK,125.6,12.89,52.71,71.69,12.54,399.68,6.73,87.92,16.48,0.0,125.6,0,0,0,0,8,2021,Summer,2.254905660377357,-47.01113207547169,0.0
2017-11-10,delhi,India,53.55,25.1,46.84,57.69,18.63,448.34,9.13,41.89,27.99,17.6,63.76,0,0,0,0,11,2017,Autumn,-7.82643902439024,-47.74063414634148,0.0
2023-03-21,beijing,China,82.08,10.17,45.33,57.3,9.08,495.78,5.0,73.39,13.04,0.0,82.08,0,0,0,0,3,2023,Spring,-4.074797979797982,23.87070707070707,0.0
2022-05-16,delhi,India,80.98,43.01,48.22,54.88,13.22,483.23,13.16,48.98,45.75,0.0,127.0,0,0,0,1,5,2022,Spring,10.083560975609757,-20.31063414634147,33.333333333333336
2025-08-17,novosibirsk,Russia,64.08,6.89,44.09,63.85,11.85,435.66,3.63,48.72,10.08,4.0,64.08,0,0,0,0,8,2025,Summer,4.551407766990291,-4.192815533980593,0.0
2016-04-04,gujarat,India,12.24,37.11,47.09,64.1,9.19,439.09,9.31,9.67,40.31,55.71,46.46,0,0,1,0,4,2016,Spring,1.6203125000000043,-49.91580357142857,33.333333333333336
2019-10-29,dubai,UAE,21.01,35.14,40.76,47.89,16.42,465.07,11.12,19.42,37.53,55.04,51.29,0,0,1,0,10,2019,Autumn,-4.242889908256885,2.32087155963303,33.333333333333336
2020-09-07,stpetersburg,Russia,84.92,7.22,67.14,72.63,11.57,420.98,3.51,66.36,10.85,0.0,84.92,0,0,0,0,9,2020,Autumn,0.8507943925233654,-9.009345794392516,0.0
2021-01-28,karachi,Pakistan,56.69,25.21,63.34,75.62,19.43,439.73,10.71,40.26,28.99,5.5,67.1,0,0,0,0,1,2021,Winter,-5.753800904977378,18.159502262443432,0.0
2022-01-31,florida,USA,136.37,17.38,60.05,72.74,11.1,420.81,7.9,90.19,21.02,0.0,136.37,0,0,0,0,1,2022,Winter,-8.776666666666667,11.388500000000008,0.0
2020-12-04,shanghai,China,64.35,8.85,61.18,79.73,7.73,488.51,2.36,56.62,12.84,0.0,64.35,0,0,0,0,12,2020,Winter,-9.624651162790697,-55.11167441860465,0.0
2020-04-05,novosibirsk,Russia,120.18,4.96,53.54,60.35,10.67,429.91,2.17,73.29,7.97,0.0,120.18,0,0,0,0,4,2020,Spring,2.6214077669902913,51.907184466019416,0.0
2019-03-02,guangzhou,China,218.11,15.53,86.37,84.5,18.66,470.63,6.94,149.74,19.75,0.0,218.11,0,1,0,0,3,2019,Spring,-9.526130434782614,49.04378260869561,33.333333333333336
2022-09-12,lahore,Pakistan,46.13,34.55,38.61,54.38,6.71,463.05,9.83,38.91,37.27,26.68,75.22,0,0,0,0,9,2022,Autumn,5.553105263157892,-10.90052631578947,0.0
2025-07-02,islamabad,Pakistan,92.46,29.26,43.56,61.19,8.27,448.99,8.96,61.47,32.32,0.0,110.98,0,0,0,0,7,2025,Summer,3.8650226244343884,6.137782805429865,0.0
2018-06-07,mumbai,India,130.55,41.52,64.83,82.36,13.54,424.19,12.46,104.94,45.64,0.0,173.59,0,0,0,1,6,2018,Summer,11.531400966183583,-52.41946859903376,33.333333333333336
2022-07-13,dubai,UAE,8.22,45.5,46.97,49.49,16.88,477.25,14.73,6.2,47.98,67.04,59.22,0,0,1,1,7,2022,Summer,6.117110091743115,-10.46912844036697,66.66666666666667
2018-10-16,kolkata,India,197.95,26.13,76.8,79.95,16.73,431.92,10.65,148.0,30.13,0.0,210.21,0,1,0,0,10,2018,Autumn,-4.0967889908256865,0.03137614678900036,33.333333333333336
2022-02-04,edinburgh,UK,180.82,6.01,75.31,81.23,6.24,391.13,4.53,109.88,10.07,0.0,180.82,0,1,0,0,2,2022,Winter,-3.489537037037037,23.354629629629613,33.333333333333336
2016-01-23,florida,USA,170.2,21.05,70.22,84.3,17.56,399.4,7.37,107.81,25.26,0.0,172.29,0,0,0,0,1,2016,Winter,-5.106666666666666,45.21849999999999,0.0
2024-04-24,lahore,Pakistan,48.96,36.49,50.49,68.56,13.56,465.17,11.58,40.43,39.92,16.76,81.93,0,0,0,0,4,2024,Spring,7.493105263157897,-8.070526315789472,0.0
2017-12-30,moscow,Russia,52.62,1.01,64.64,86.89,9.94,430.16,1.26,32.32,5.36,3.93,52.62,0,0,0,0,12,2017,Winter,-6.996748768472907,-35.55812807881774,0.0
2024-11-23,london,UK,112.74,5.76,54.86,71.79,9.31,414.99,2.75,89.14,9.35,0.0,112.74,0,0,0,0,11,2024,Autumn,-6.8741293532338315,-34.88781094527364,0.0
2025-05-28,chennai,India,135.02,42.02,75.45,75.96,11.51,442.96,12.0,89.73,45.82,0.0,179.07,0,0,0,1,5,2025,Spring,9.73712871287129,-7.977673267326708,33.333333333333336
2018-04-23,delhi,India,12.33,30.17,41.49,56.98,10.99,453.12,7.96,8.94,33.02,59.18,32.67,0,0,0,0,4,2018,Spring,-2.7564390243902395,-88.96063414634148,0.0
2016-01-16,gujarat,India,44.56,27.03,40.34,54.24,11.11,454.88,10.69,29.41,29.74,28.32,58.62,0,0,0,0,1,2016,Winter,-8.459687499999994,-17.59580357142857,0.0
2018-07-29,shanghai,China,151.92,24.75,60.01,67.49,13.45,473.31,9.22,140.19,28.12,0.0,161.42,0,0,0,0,7,2018,Summer,6.275348837209304,32.45832558139534,0.0
2018-07-31,london,UK,170.85,17.49,67.79,79.3,12.14,398.0,5.47,126.74,21.46,0.0,170.85,0,0,0,0,7,2018,Summer,4.855870646766167,23.222189054726357,0.0
2019-06-10,mumbai,India,152.39,36.33,63.77,69.6,8.92,433.8,11.94,132.3,39.81,0.0,185.05,0,1,0,0,6,2019,Summer,6.341400966183578,-30.579468599033788,33.333333333333336
2024-02-09,edinburgh,UK,167.35,9.67,71.24,75.42,11.67,402.77,4.76,137.35,13.44,0.0,167.35,0,0,0,0,2,2024,Winter,0.17046296296296326,9.884629629629615,0.0
2020-04-12,beijing,China,83.89,17.02,42.16,53.29,0.0,480.97,3.66,78.42,19.68,0.0,83.89,0,0,0,0,4,2020,Spring,2.775202020202018,25.680707070707072,0.0
2018-06-26,moscow,Russia,86.43,16.2,57.44,64.48,10.16,410.71,6.9,81.57,19.42,0.0,86.43,0,0,0,0,6,2018,Summer,8.193251231527093,-1.7481280788177287,0.0
2022-02-08,mumbai,India,92.86,15.97,54.34,69.69,7.22,442.77,3.87,75.16,19.45,0.0,92.86,0,0,0,0,2,2022,Winter,-14.01859903381642,-90.10946859903378,0.0
2016-09-15,edinburgh,UK,81.94,4.14,79.29,90.21,15.32,388.6,2.59,70.98,8.65,0.0,81.94,0,0,0,0,9,2016,Autumn,-5.359537037037037,-75.52537037037038,0.0
2022-08-20,newyork,USA,91.08,18.56,49.37,57.03,11.79,438.23,5.69,81.04,21.42,0.0,91.08,0,0,0,0,8,2022,Summer,2.765120772946858,-28.21487922705313,0.0
2025-03-29,delhi,India,76.4,32.71,45.82,65.86,7.1,476.08,9.26,49.6,36.0,0.0,101.81,0,0,0,0,3,2025,Spring,-0.21643902439024032,-24.89063414634147,0.0
2025-06-08,guangzhou,China,252.39,33.83,76.12,78.84,13.46,491.92,11.26,209.55,37.77,0.0,280.06,0,1,0,0,6,2025,Summer,8.773869565217385,83.32378260869558,33.333333333333336
2019-05-01,islamabad,Pakistan,114.22,29.16,53.06,58.79,13.68,430.66,9.93,89.08,32.1,0.0,132.55,0,0,0,0,5,2019,Spring,3.765022624434387,27.89778280542987,0.0
2024-02-15,texas,USA,94.64,28.26,65.65,69.55,10.72,440.91,9.17,69.41,31.74,0.0,111.16,0,0,0,0,2,2024,Winter,-0.4108755760368652,18.026313364055312,0.0
2025-08-26,kolkata,India,427.93,31.76,84.21,70.47,10.47,448.86,8.53,356.67,35.28,0.0,451.45,0,1,0,0,8,2025,Summer,1.533211009174316,230.01137614678902,33.333333333333336
2021-02-10,islamabad,Pakistan,60.13,18.84,51.1,60.42,15.25,435.9,6.18,36.45,21.86,9.66,60.13,0,0,0,0,2,2021,Winter,-6.554977375565613,-26.192217194570127,0.0
2022-09-15,karachi,Pakistan,59.22,31.13,50.93,64.5,11.63,470.47,9.2,54.16,34.36,8.53,81.47,0,0,0,0,9,2022,Autumn,0.16619909502261976,20.689502262443433,0.0
2019-06-19,london,UK,200.4,17.98,63.13,72.84,11.69,371.83,4.48,148.64,21.62,0.0,200.4,0,1,0,0,6,2019,Summer,5.345870646766169,52.77218905472637,33.333333333333336
2023-06-30,mumbai,India,237.2,38.1,73.75,77.69,9.47,427.63,10.58,175.9,41.99,0.0,273.41,0,1,0,0,6,2023,Summer,8.11140096618358,54.230531400966214,33.333333333333336
2018-02-07,newyork,USA,128.79,10.82,55.02,60.89,12.52,405.62,4.25,112.74,13.86,0.0,128.79,0,0,0,0,2,2018,Winter,-4.97487922705314,9.495120772946862,0.0
2023-08-30,london,UK,106.69,18.84,58.1,77.42,8.04,421.89,6.19,85.84,22.71,0.0,106.69,0,0,0,0,8,2023,Summer,6.205870646766169,-40.93781094527364,0.0
2017-03-24,chennai,India,130.69,27.91,65.48,80.12,11.5,412.65,8.09,80.82,31.91,0.0,146.51,0,0,0,0,3,2017,Spring,-4.372871287128714,-12.30767326732672,0.0
2018-05-13,newyork,USA,168.93,21.53,67.72,67.74,5.67,420.55,7.18,110.4,24.92,0.0,172.0,0,0,0,0,5,2018,Spring,5.7351207729468605,49.63512077294688,0.0
2021-05-09,kolkata,India,106.15,33.36,67.42,80.67,10.17,445.78,9.02,93.42,37.4,0.0,132.87,0,0,0,0,5,2021,Spring,3.133211009174314,-91.76862385321098,0.0
2025-01-24,moscow,Russia,67.07,1.95,58.15,76.18,12.73,432.11,2.71,49.87,5.76,0.0,67.07,0,0,0,0,1,2025,Winter,-6.056748768472906,-21.108128078817742,0.0
2019-01-14,texas,USA,47.97,24.54,46.36,62.55,11.94,427.29,9.54,33.4,27.66,20.76,57.04,0,0,0,0,1,2019,Winter,-4.130875576036868,-28.64368663594469,0.0
2025-03-20,moscow,Russia,120.42,11.02,56.15,67.05,16.39,424.02,6.47,103.38,14.37,0.0,120.42,0,0,0,0,3,2025,Spring,3.013251231527093,32.241871921182266,0.0
2024-12-14,dubai,UAE,11.44,31.09,32.04,46.66,14.31,462.72,9.77,10.42,33.42,65.23,33.61,0,0,0,0,12,2024,Winter,-8.292889908256885,-7.249128440366972,0.0
2018-04-08,beijing,China,50.02,15.4,40.87,51.41,6.6,503.29,5.62,33.96,17.97,24.28,50.02,0,0,0,0,4,2018,Spring,1.1552020202020188,-8.189292929292925,0.0
2017-07-30,karachi,Pakistan,42.37,35.77,59.0,77.24,17.18,430.38,10.36,26.88,39.63,19.01,73.91,0,0,0,0,7,2017,Summer,4.806199095022624,3.839502262443432,0.0
2025-05-16,stpetersburg,Russia,151.89,12.74,68.48,71.08,11.97,447.07,5.5,134.93,16.29,0.0,151.89,0,0,0,0,5,2025,Spring,6.370794392523366,57.96065420560747,0.0
2019-03-07,novosibirsk,Russia,109.95,2.17,66.26,72.25,17.5,417.82,3.25,82.43,5.78,0.0,109.95,0,0,0,0,3,2019,Spring,-0.16859223300970871,41.67718446601941,0.0
2024-11-08,beijing,China,41.07,6.79,31.5,49.23,9.39,495.74,4.45,35.95,9.25,34.32,41.07,0,0,0,0,11,2024,Autumn,-7.4547979797979815,-17.139292929292928,0.0
2025-04-13,chennai,India,41.15,36.16,67.07,85.75,8.97,455.14,11.01,31.44,40.45,15.97,73.47,0,0,0,0,4,2025,Spring,3.877128712871283,-101.84767326732671,0.0
2024-03-14,dubai,UAE,15.31,41.26,26.64,42.51,10.19,459.46,10.87,14.14,43.39,63.43,57.83,0,0,1,0,3,2024,Spring,1.8771100917431127,-3.379128440366971,33.333333333333336
2025-08-31,karachi,Pakistan,0.02,31.33,41.21,68.28,15.41,441.94,10.89,0.02,34.75,65.83,22.69,0,0,0,0,8,2025,Summer,0.36619909502261905,-38.51049773755656,0.0
2017-05-30,newyork,USA,189.01,24.57,55.3,63.58,11.95,395.84,7.54,126.88,27.75,0.0,198.16,0,1,0,0,5,2017,Spring,8.77512077294686,69.71512077294686,33.333333333333336
2015-12-20,london,UK,100.67,6.0,49.57,71.01,15.09,379.92,3.92,74.3,9.55,0.0,100.67,0,0,0,0,12,2015,Winter,-6.634129353233831,-46.957810945273636,0.0
2018-07-14,moscow,Russia,81.48,17.25,44.45,61.3,12.53,431.03,6.07,75.21,20.31,0.0,81.48,0,0,0,0,7,2018,Summer,9.243251231527093,-6.6981280788177315,0.0
2017-01-05,lahore,Pakistan,59.14,21.29,35.96,59.16,15.53,446.06,9.38,47.42,24.25,11.27,61.73,0,0,0,0,1,2017,Winter,-7.706894736842106,2.1094736842105277,0.0
2021-05-25,stpetersburg,Russia,139.54,12.83,61.98,70.93,5.46,422.5,4.86,102.58,16.38,0.0,139.54,0,0,0,0,5,2021,Spring,6.460794392523366,45.610654205607474,0.0
2023-12-25,kolkata,India,100.43,23.33,65.26,86.87,14.36,442.32,8.33,92.56,27.68,0.0,107.1,0,0,0,0,12,2023,Winter,-6.896788990825687,-97.48862385321098,0.0
2021-02-06,chennai,India,34.25,21.05,53.05,77.63,19.17,434.77,7.77,22.14,24.94,26.94,36.36,0,0,0,0,2,2021,Winter,-11.232871287128713,-108.74767326732672,0.0
2017-03-11,shanghai,China,156.05,19.29,58.68,67.01,7.59,481.36,6.31,121.06,22.64,0.0,156.05,0,0,0,0,3,2017,Spring,0.815348837209303,36.58832558139537,0.0
2024-08-24,mumbai,India,372.51,31.36,79.04,76.48,17.13,447.01,10.71,334.56,35.19,0.0,395.23,0,1,0,0,8,2024,Summer,1.3714009661835789,189.54053140096622,33.333333333333336
2016-11-19,manchester,UK,73.92,5.62,65.37,73.74,14.58,384.66,4.3,61.63,9.31,0.0,73.92,0,0,0,0,11,2016,Autumn,-5.015094339622643,-98.69113207547169,0.0
2019-03-23,mumbai,India,91.33,25.02,57.21,75.35,12.33,430.07,7.66,59.71,28.79,0.0,101.38,0,0,0,0,3,2019,Spring,-4.968599033816421,-91.63946859903378,0.0
2015-12-20,edinburgh,UK,105.9,4.86,74.11,82.0,15.32,383.19,2.33,99.04,8.96,0.0,105.9,0,0,0,0,12,2015,Winter,-4.639537037037036,-51.565370370370374,0.0
2018-01-20,karachi,Pakistan,42.63,25.93,50.32,73.77,17.8,445.01,9.26,30.26,29.62,20.48,54.49,0,0,0,0,1,2018,Winter,-5.0338009049773795,4.099502262443437,0.0
2023-08-17,gujarat,India,136.18,37.32,44.56,54.49,15.67,476.88,12.82,124.76,40.05,0.0,170.82,0,0,0,0,8,2023,Summer,1.8303125000000051,74.02419642857143,0.0
2023-04-19,dubai,UAE,3.11,44.38,37.42,44.73,14.87,462.57,15.46,2.45,46.62,74.53,51.87,0,0,1,1,4,2023,Spring,4.997110091743117,-15.579128440366972,66.66666666666667
2017-10-31,kolkata,India,181.65,22.69,65.9,79.27,6.78,432.12,7.03,159.98,26.65,0.0,187.02,0,1,0,0,10,2017,Autumn,-7.536788990825684,-16.268623853210983,33.333333333333336
2016-02-25,mumbai,India,79.81,18.56,60.23,75.29,9.89,398.92,4.92,55.66,22.32,0.0,79.81,0,0,0,0,2,2016,Winter,-11.428599033816422,-103.15946859903377,0.0
2020-03-01,abudhabi,UAE,36.15,32.98,38.38,51.04,13.09,465.35,8.77,23.28,35.53,38.33,62.11,0,0,0,0,3,2020,Spring,-4.641386138613868,20.658366336633662,0.0
2021-09-04,manchester,UK,148.03,7.82,62.97,81.1,11.86,393.98,3.87,93.93,11.88,0.0,148.03,0,0,0,0,9,2021,Autumn,-2.815094339622643,-24.581132075471686,0.0
2023-01-12,guangzhou,China,147.77,17.85,58.64,77.86,11.71,481.47,5.14,117.53,21.74,0.0,147.77,0,0,0,0,1,2023,Winter,-7.206130434782612,-21.296217391304396,0.0
2023-04-09,moscow,Russia,103.2,2.54,63.62,71.55,11.05,438.24,1.97,68.29,6.12,0.0,103.2,0,0,0,0,4,2023,Spring,-5.466748768472907,15.021871921182267,0.0
2020-01-19,beijing,China,29.84,5.45,35.67,57.17,16.58,500.85,3.75,21.48,8.31,41.58,29.84,0,0,0,0,1,2020,Winter,-8.79479797979798,-28.36929292929293,0.0
2020-06-07,texas,USA,110.08,35.2,53.87,68.96,18.64,421.78,12.58,102.2,38.64,0.0,140.47,0,0,0,0,6,2020,Summer,6.529124423963136,33.46631336405531,0.0
2019-09-30,kashmir,India,487.96,19.33,83.37,57.6,6.07,378.77,6.36,349.72,22.21,0.0,487.96,0,1,0,0,9,2019,Autumn,0.3473846153846125,235.4362051282051,33.333333333333336
2016-04-09,texas,USA,50.14,29.59,53.53,60.84,13.59,412.59,8.6,46.79,32.64,19.43,69.33,0,0,0,0,4,2016,Spring,0.9191244239631331,-26.473686635944688,0.0
2024-12-14,edinburgh,UK,107.22,5.12,53.65,68.79,10.84,407.72,2.92,89.6,8.56,0.0,107.22,0,0,0,0,12,2024,Winter,-4.379537037037037,-50.24537037037038,0.0
2024-02-18,abudhabi,UAE,0.0,34.68,39.83,54.84,12.84,462.19,8.64,0.0,37.42,72.58,29.36,0,0,1,0,2,2024,Winter,-2.941386138613865,-15.491633663366336,33.333333333333336
2017-03-21,moscow,Russia,123.15,10.7,55.69,68.73,12.75,419.27,3.29,79.05,14.14,0.0,123.15,0,0,0,0,3,2017,Spring,2.6932512315270927,34.97187192118227,0.0
2020-07-12,lahore,Pakistan,76.44,34.79,45.1,62.17,9.56,458.47,10.86,62.96,37.9,0.0,106.02,0,0,0,0,7,2020,Summer,5.793105263157894,19.409473684210525,0.0
2022-10-26,florida,USA,74.95,20.45,60.34,79.82,15.35,422.79,4.85,59.49,24.45,0.0,75.86,0,0,0,0,10,2022,Autumn,-5.706666666666667,-50.031499999999994,0.0
2022-06-07,texas,USA,97.07,40.65,50.66,66.26,11.5,437.38,10.89,69.33,43.96,0.0,138.36,0,0,0,0,6,2022,Summer,11.979124423963132,20.456313364055305,0.0
