Region,Temperature_C,Rainfall_mm,Humidity_%,CO2_ppm,Flood_Risk,Drought_Risk,Heatwave_Risk,Date
delhi,41.57,97.74,60.23,474.94,0,0,0,2017-06
delhi,40.39,405.06,64.60666666666667,449.96999999999997,1,1,0,2017-07
delhi,39.70333333333334,578.8100000000001,60.51666666666667,446.7966666666666,1,0,1,2017-08
delhi,36.63333333333333,563.9,63.60333333333333,451.4166666666667,1,0,0,2017-09
delhi,24.39,173.05,58.254999999999995,445.29499999999996,0,0,0,2017-10
delhi,27.560000000000002,130.86,55.105000000000004,447.08,0,0,0,2017-11
delhi,20.299999999999997,142.97,64.5,448.21500000000003,0,0,0,2017-12
delhi,27.165,98.03999999999999,55.79,466.325,0,0,0,2018-01
delhi,26.91,41.05,65.295,451.875,0,0,0,2018-02
delhi,33.555,78.78999999999999,55.025000000000006,462.90999999999997,0,0,0,2018-03
delhi,31.655,86.52,56.385,445.58000000000004,0,0,0,2018-04
delhi,36.27,48.89,56.4,450.9,0,0,0,2018-05
delhi,40.26,106.9,56.6,443.47,0,0,0,2018-06
delhi,41.050000000000004,423.70000000000005,59.580000000000005,452.84999999999997,1,0,1,2018-07
delhi,35.35,575.89,53.95666666666667,466.74666666666667,1,0,0,2018-08
delhi,30.27,149.3,59.56,464.14,0,0,0,2018-09
delhi,26.160000000000004,403.42,62.838,458.83599999999996,0,0,0,2018-10
delhi,25.55,59.07,67.13,461.95,0,0,0,2018-11
delhi,23.39,53.16,67.42,465.0,0,0,0,2018-12
delhi,22.11,55.82,59.58,478.86,0,0,0,2019-01
delhi,31.09,39.27,59.48,461.85,0,0,0,2019-02
delhi,38.39333333333334,195.93,57.71,465.3766666666667,0,0,0,2019-05
delhi,39.727999999999994,850.42,64.424,459.15200000000004,1,0,1,2019-07
delhi,32.545,369.69,58.595,465.84000000000003,1,0,0,2019-08
delhi,38.09,19.01,68.09,452.39,1,1,0,2019-09
delhi,26.497500000000002,345.32,58.3775,466.7925,0,0,0,2019-10
delhi,25.576666666666664,278.67,53.300000000000004,453.10666666666674,0,0,1,2019-11
delhi,24.06,29.85,62.39,445.6,0,0,0,2019-12
delhi,26.21,61.94,60.91,467.58,0,0,0,2020-01
delhi,28.19666666666667,126.87,63.31666666666667,459.17333333333335,0,0,0,2020-02
delhi,34.76,81.86,54.75,458.19,0,0,0,2020-03
delhi,36.76,192.63,60.04333333333333,462.39000000000004,0,0,0,2020-04
delhi,38.105000000000004,215.98000000000002,59.1875,463.1325,0,1,0,2020-05
delhi,38.03,210.65,61.51,459.985,0,0,0,2020-06
delhi,34.9575,755.94,60.55,463.97249999999997,1,0,0,2020-08
delhi,31.269999999999996,354.86,55.955,457.06,1,0,0,2020-09
delhi,25.41,81.49,70.72,461.59,0,0,0,2020-10
delhi,23.955,198.6,55.785,450.815,0,0,0,2020-11
delhi,22.28,23.05,55.83,479.03,0,0,0,2020-12
delhi,23.1,67.19,61.36,471.885,0,0,0,2021-01
delhi,28.775,118.8,55.485,466.15999999999997,0,0,0,2021-02
delhi,29.84,94.94,63.269999999999996,469.66999999999996,0,0,0,2021-03
delhi,39.38,71.52,65.33,463.57,0,0,0,2021-05
delhi,39.223333333333336,544.03,63.39666666666667,463.0933333333333,1,0,0,2021-07
delhi,36.73,195.91,63.67,469.38,1,0,0,2021-08
delhi,28.88,614.61,61.14,468.63,1,0,0,2021-09
delhi,30.492,350.11,62.786,467.282,0,0,0,2021-10
delhi,24.174999999999997,161.59,61.96,466.83000000000004,0,0,0,2021-12
delhi,30.805,140.72,66.13,460.565,0,0,0,2022-03
delhi,36.63333333333333,156.42000000000002,60.54333333333333,473.66,0,0,0,2022-04
delhi,39.86333333333334,194.0,59.59,472.3933333333334,0,0,1,2022-05
delhi,39.07,949.5899999999999,59.545,468.625,1,0,1,2022-07
delhi,35.955,772.6,61.06,467.53,1,0,0,2022-08
delhi,29.28,380.74,64.23,477.05,1,0,0,2022-09
delhi,24.842,366.16999999999996,61.739999999999995,475.28599999999994,0,0,0,2022-11
delhi,20.2,38.19,66.58,465.13,0,0,0,2022-12
delhi,22.43,17.62,64.66,466.65,0,0,0,2023-01
delhi,35.07,120.65,63.519999999999996,457.84000000000003,0,0,0,2023-03
delhi,32.57,72.42,59.87,472.25,0,0,0,2023-04
delhi,41.17,207.43,62.625,466.495,0,0,0,2023-06
delhi,43.715,202.72,61.44499999999999,481.285,1,1,0,2023-07
delhi,37.903333333333336,629.76,58.56666666666666,473.65333333333336,1,0,1,2023-08
delhi,33.6,74.55,61.02,480.71,0,0,0,2023-10
delhi,29.06,80.54,60.6,459.89,0,0,0,2023-11
delhi,22.345,102.74000000000001,61.29,468.815,0,0,0,2023-12
delhi,34.77,7.93,63.7,483.23,0,1,0,2024-01
delhi,30.375,110.5,60.45,470.7,0,0,0,2024-02
delhi,34.36,94.17,59.975,467.575,0,0,0,2024-03
delhi,39.19,97.38,61.72,478.65,0,0,0,2024-04
delhi,40.1525,311.38,57.9475,476.1775,0,0,1,2024-05
delhi,42.85,276.72,61.504999999999995,469.03999999999996,1,0,1,2024-07
delhi,35.85,165.38,58.21,482.56,1,0,0,2024-08
delhi,30.94333333333333,457.47,60.79333333333333,482.2133333333333,1,0,0,2024-09
delhi,24.87,69.12,58.61,457.35,0,0,0,2024-10
delhi,28.175,129.65,60.269999999999996,477.90999999999997,0,0,0,2024-11
delhi,26.76,49.59,56.42,483.1,0,0,0,2025-01
delhi,29.060000000000002,157.34,58.065,470.055,0,0,0,2025-02
delhi,34.480000000000004,313.88,61.552,468.172,0,0,0,2025-03
delhi,33.16,91.66999999999999,62.14,468.7,0,0,0,2025-04
delhi,39.0,222.46,58.1875,482.5325,0,1,0,2025-05
delhi,40.64,100.73,60.41,472.99,0,0,0,2025-06
delhi,39.620000000000005,310.37,63.505,479.64,1,0,0,2025-07
delhi,40.66,525.4,56.94,493.2,1,0,0,2025-08
delhi,37.3,195.37,58.09,474.81,1,0,0,2025-09
dubai,30.97,12.96,40.73,462.85,0,0,0,2015-10
dubai,30.55,32.19,46.59,449.54,0,0,0,2015-11
dubai,31.855,84.87,43.315,451.1,0,0,0,2015-12
dubai,29.04,6.36,47.51,473.49,0,0,0,2016-01
dubai,33.31,0.44,47.76,448.14,0,1,0,2016-02
dubai,36.666666666666664,49.0,41.593333333333334,462.97333333333336,0,1,0,2016-03
dubai,44.07,145.35,45.07,445.325,0,1,1,2016-04
dubai,45.8,94.33,42.592,449.76000000000005,0,1,1,2016-05
dubai,45.19,16.27,47.51,435.89,0,1,1,2016-06
dubai,44.18,36.43,44.63333333333333,436.35666666666674,0,1,1,2016-07
dubai,42.03,0.0,53.72,458.39,0,1,0,2016-08
dubai,38.83,33.97,33.42,444.49,0,0,1,2016-10
dubai,32.825,11.54,50.72,454.45,0,1,0,2016-11
dubai,29.58,5.81,50.28,442.46,0,1,0,2016-12
dubai,29.42,25.3,52.17,440.49,0,0,0,2017-02
dubai,37.78,34.14,52.17,457.57,0,0,0,2017-03
dubai,46.015,14.44,46.495000000000005,448.99,0,1,1,2017-04
dubai,48.985,19.4,45.01,447.42,0,1,1,2017-06
dubai,45.33,24.02,46.96,452.32,0,1,1,2017-07
dubai,43.43,21.4,40.73,443.36,0,1,1,2017-08
dubai,39.88,9.12,45.22,456.06,0,1,0,2017-09
dubai,35.79,16.39,45.664,451.308,0,1,0,2017-10
dubai,28.569999999999997,19.07,43.723333333333336,447.1333333333334,0,1,0,2017-11
dubai,31.8775,56.01,44.5,454.9275,0,1,0,2017-12
dubai,35.847500000000004,132.92000000000002,43.955,456.4625,0,1,0,2018-02
dubai,39.02333333333333,85.74000000000001,49.68000000000001,464.46333333333337,0,1,0,2018-03
dubai,38.94,52.23,46.56,454.37,0,0,0,2018-04
dubai,46.69,7.05,44.946666666666665,452.41,0,1,1,2018-05
dubai,43.78,46.56,48.650000000000006,455.6,0,1,1,2018-06
dubai,45.379999999999995,59.33,42.3175,468.31,0,1,1,2018-07
dubai,37.25,7.92,46.635000000000005,450.855,0,1,0,2018-09
dubai,35.58,42.51,43.06,456.04333333333335,0,1,0,2018-10
dubai,38.55,6.96,51.85,459.49,0,1,0,2018-11
dubai,29.293333333333333,34.39,44.73333333333333,448.77,0,1,0,2018-12
dubai,29.68,17.65,48.47,452.56,0,0,0,2019-01
dubai,34.36,24.24,39.97,472.63,0,1,0,2019-02
dubai,36.45,43.77,50.11,462.11,0,0,0,2019-03
dubai,40.31,31.42,45.53,468.25,0,0,0,2019-04
dubai,47.05,17.38,43.67,459.45,0,1,1,2019-07
dubai,40.574999999999996,15.91,47.345,459.7375,0,1,1,2019-09
dubai,34.2975,34.2,44.675,460.6925,0,1,0,2019-10
dubai,34.26,40.42,46.64,452.08,0,0,0,2019-12
dubai,28.12,20.53,44.209999999999994,462.07,0,1,0,2020-01
dubai,35.373333333333335,68.92,47.49,457.12999999999994,0,1,0,2020-03
dubai,45.78,13.55,39.77,470.72,0,1,1,2020-04
dubai,46.45,0.0,44.97,456.83,0,1,1,2020-05
dubai,46.794,124.03,45.45399999999999,467.23199999999997,0,1,1,2020-06
dubai,44.48,38.96,42.81,462.1466666666667,0,1,1,2020-07
dubai,38.675,30.26,51.485,470.07,0,1,0,2020-08
dubai,39.3975,64.38,45.045,462.3925,0,1,1,2020-09
dubai,33.49,65.11,46.49,451.14,0,0,0,2020-10
dubai,31.26,0.0,42.96,467.46,0,1,0,2020-11
dubai,30.96,44.83,41.045,447.45000000000005,0,0,0,2020-12
dubai,28.04,8.02,38.2,446.96,0,1,0,2021-01
dubai,38.555,61.870000000000005,30.849999999999998,460.645,0,1,1,2021-02
dubai,39.57,26.91,43.9,464.93,0,1,0,2021-03
dubai,41.160000000000004,127.32,42.57,464.6433333333334,0,0,1,2021-04
dubai,50.815,30.31,45.325,467.195,0,1,1,2021-05
dubai,48.42,128.15,44.1975,462.195,0,1,1,2021-06
dubai,49.95,0.0,32.82,462.08,0,1,1,2021-07
dubai,37.26,13.65,44.693333333333335,462.70666666666665,0,1,0,2021-09
dubai,34.045,0.0,46.46,452.895,0,1,0,2021-10
dubai,31.86,40.14,50.885,471.125,0,0,0,2021-12
dubai,39.78,12.9,45.48,469.58,0,1,0,2022-02
dubai,38.11666666666667,71.0,45.23333333333333,461.42,0,1,0,2022-03
dubai,43.92,5.68,34.57,455.85,0,1,1,2022-05
dubai,45.68166666666667,142.97,47.18,466.13000000000005,0,1,1,2022-06
dubai,45.5,8.22,49.49,477.25,0,1,1,2022-07
dubai,45.065,22.48,40.28,460.475,0,1,1,2022-08
dubai,40.24,10.86,40.01,457.7,0,1,0,2022-09
dubai,28.93,0.0,45.44,471.23,0,1,0,2022-12
dubai,32.655,50.99,47.760000000000005,473.605,0,1,0,2023-01
dubai,34.34,0.0,50.18,472.36,0,1,0,2023-02
dubai,38.693333333333335,67.01,44.89666666666667,481.21000000000004,0,1,1,2023-03
dubai,43.790000000000006,116.13,45.595,463.89,0,1,1,2023-04
dubai,50.47,107.68,42.78666666666667,466.3866666666667,0,1,1,2023-06
dubai,49.33,4.85,37.4,447.92,0,1,1,2023-07
dubai,42.952,91.31,46.364,477.85600000000005,0,1,1,2023-08
dubai,33.68,21.62,39.02,468.92,0,1,0,2023-10
dubai,25.57,0.0,45.16,472.55,0,1,0,2023-11
dubai,34.63,38.83,41.86,471.64,0,0,0,2023-12
dubai,30.93,32.58,48.86,473.23,0,1,0,2024-01
dubai,33.894999999999996,73.39,39.47,454.37,0,0,0,2024-02
dubai,41.26,15.31,42.51,459.46,0,1,0,2024-03
dubai,43.39,34.74,48.82,471.79,0,0,1,2024-04
dubai,47.31,92.22999999999999,49.925,471.005,0,0,1,2024-05
dubai,46.39,35.06,50.23,465.45,0,0,1,2024-06
dubai,43.46,63.17,48.79,470.0466666666666,0,1,1,2024-07
dubai,42.97666666666667,164.89,44.27666666666667,465.3566666666666,0,1,1,2024-08
dubai,33.92333333333333,60.72,44.333333333333336,480.2133333333333,0,1,0,2024-10
dubai,31.79,20.619999999999997,51.3,484.78499999999997,0,1,0,2024-11
dubai,32.3375,27.52,48.7675,464.0575,0,1,0,2024-12
dubai,31.94333333333333,48.18,47.22666666666667,473.0833333333333,0,1,0,2025-01
dubai,34.48,20.48,42.92,491.56,0,1,0,2025-02
dubai,39.08,76.67,40.49,468.4,0,1,1,2025-03
dubai,41.39,0.0,44.46,483.55,0,1,0,2025-04
dubai,42.699999999999996,54.78,41.76666666666667,483.47333333333336,0,1,1,2025-05
dubai,44.59,30.77,53.09,486.35,0,0,1,2025-06
dubai,44.18666666666667,72.65,46.65,481.07666666666665,0,1,1,2025-07
dubai,42.68,0.0,44.89,473.955,0,1,1,2025-08
dubai,43.394999999999996,1.59,51.81,477.02,0,1,1,2025-09
edinburgh,1.915,441.18,76.475,384.0725,0,0,0,2015-12
edinburgh,2.106666666666667,418.57,85.74666666666667,372.46000000000004,0,0,0,2016-01
edinburgh,5.244999999999999,389.04,81.28,377.68,1,0,0,2016-02
edinburgh,6.49,236.06,89.62,382.33,1,0,0,2016-03
edinburgh,15.23,507.65,79.60499999999999,381.40999999999997,1,0,0,2016-05
edinburgh,16.095,457.93,80.285,371.735,1,0,0,2016-06
edinburgh,15.49,355.46000000000004,77.97,381.29999999999995,1,0,0,2016-07
edinburgh,17.0875,654.21,80.4725,386.90250000000003,1,0,0,2016-08
edinburgh,9.1075,616.84,79.8025,384.2225,1,0,0,2016-09
edinburgh,0.4,105.42,75.03,389.4,0,0,0,2016-10
edinburgh,1.55,234.54,73.11333333333333,377.24666666666667,0,0,0,2016-11
edinburgh,3.955,219.84,73.31,386.27,0,0,0,2016-12
edinburgh,3.76,158.2,76.37,384.91,0,0,0,2017-02
edinburgh,11.2225,826.06,80.36,379.525,1,0,0,2017-03
edinburgh,16.56,259.23,82.02,392.85,1,0,0,2017-04
edinburgh,15.1975,939.49,76.6075,381.12,1,0,0,2017-05
edinburgh,18.9,224.73,70.69,390.07,1,0,0,2017-06
edinburgh,17.82,312.76,83.05000000000001,386.52,0,0,0,2017-07
edinburgh,12.49,234.92000000000002,79.015,365.185,0,0,0,2017-08
edinburgh,11.1,314.7,77.49,382.23,0,0,0,2017-09
edinburgh,4.27,195.57,76.38,389.66499999999996,0,0,0,2017-10
edinburgh,6.56,114.01,71.62,389.91,0,0,0,2017-11
edinburgh,0.09000000000000008,361.2,74.57666666666667,383.96000000000004,0,0,0,2018-01
edinburgh,5.154999999999999,361.21000000000004,83.495,398.15,1,0,0,2018-02
edinburgh,10.99,160.27,79.68,371.4,0,0,0,2018-03
edinburgh,15.584999999999999,496.62,79.015,380.58000000000004,1,0,0,2018-04
edinburgh,16.755,505.47,77.78,384.565,1,0,0,2018-05
edinburgh,18.91,189.8,73.76,378.29,1,0,0,2018-06
edinburgh,15.46,354.6,87.225,391.67499999999995,1,0,0,2018-07
edinburgh,15.31,281.42,80.885,388.71,0,0,0,2018-08
edinburgh,0.6950000000000001,158.32,75.03,391.425,0,0,0,2018-10
edinburgh,-2.15,230.57,80.64,397.72,0,0,0,2018-12
edinburgh,1.16,134.74,77.97,384.68,0,0,0,2019-01
edinburgh,4.825,327.28999999999996,78.38,393.73,0,0,0,2019-02
edinburgh,9.3225,866.59,72.66,391.95,1,0,0,2019-03
edinburgh,13.78,236.68,86.24,390.35,1,0,0,2019-05
edinburgh,11.56,141.06,76.37,395.31,0,0,0,2019-08
edinburgh,7.866666666666667,209.84,81.46333333333334,386.3833333333334,0,0,0,2019-10
edinburgh,1.39,101.5,76.14,404.31,0,0,0,2019-11
edinburgh,4.355,175.82999999999998,79.185,379.63,0,0,0,2019-12
edinburgh,1.825,302.64,83.505,378.86,0,0,0,2020-01
edinburgh,6.29,181.06,82.04,385.4,1,0,0,2020-02
edinburgh,8.3375,775.14,82.30250000000001,387.5075,1,0,0,2020-03
edinburgh,17.01,227.44,82.58,395.73,1,0,0,2020-04
edinburgh,16.177500000000002,988.84,78.60249999999999,389.7,1,0,0,2020-05
edinburgh,14.884999999999998,318.80999999999995,70.88,400.08000000000004,0,0,0,2020-07
edinburgh,17.505,280.72,85.45,394.255,0,0,0,2020-08
edinburgh,9.92,192.76,75.12,401.555,0,0,0,2020-09
edinburgh,6.45,169.95,80.315,393.225,0,0,0,2020-10
edinburgh,3.713333333333333,273.7,72.60000000000001,399.3066666666667,0,0,0,2020-11
edinburgh,1.89,236.6,73.98,395.98,0,0,0,2021-01
edinburgh,5.465,348.43,76.95500000000001,386.355,1,0,0,2021-02
edinburgh,5.77,387.51,75.68,386.40999999999997,1,0,0,2021-03
edinburgh,19.33,272.01,84.51,384.34,1,0,0,2021-04
edinburgh,19.703333333333333,674.79,77.58999999999999,395.3766666666667,1,0,0,2021-06
edinburgh,16.02,139.3,80.75,393.88,0,0,0,2021-07
edinburgh,15.68,187.76,79.04,394.58,1,0,0,2021-08
edinburgh,8.876,639.3,77.078,393.488,0,0,0,2021-09
edinburgh,8.719999999999999,145.67000000000002,81.455,406.47,0,0,0,2021-10
edinburgh,3.17,256.59000000000003,78.05,397.7966666666667,0,0,0,2021-11
edinburgh,2.185,246.7,78.015,388.33500000000004,0,0,0,2021-12
edinburgh,1.635,251.89,76.39,397.505,0,0,0,2022-01
edinburgh,5.13,380.47,79.295,401.49,1,0,0,2022-02
edinburgh,7.53,612.9200000000001,83.12333333333333,393.8633333333333,1,0,0,2022-03
edinburgh,17.12666666666667,685.7,78.96,397.74,1,0,0,2022-04
edinburgh,20.175,470.84000000000003,75.53,409.445,1,0,0,2022-05
edinburgh,18.71,443.03,77.67,408.46000000000004,1,0,0,2022-06
edinburgh,14.35,386.49,79.07,394.53999999999996,1,0,0,2022-07
edinburgh,15.5,136.83,79.27,383.21,0,0,0,2022-08
edinburgh,10.959999999999999,293.39,77.03333333333333,394.55333333333334,0,0,0,2022-09
edinburgh,5.625,151.11,76.14,385.83500000000004,0,0,0,2022-10
edinburgh,0.04,97.61,82.7,408.31,0,0,0,2022-11
edinburgh,3.438,516.61,77.78999999999999,394.40999999999997,0,0,0,2022-12
edinburgh,2.8800000000000003,402.14,76.04333333333334,398.2366666666667,0,0,0,2023-01
edinburgh,5.416666666666667,542.09,81.04666666666667,398.4466666666667,1,0,0,2023-02
edinburgh,12.83,223.65,82.14,398.31,1,0,0,2023-04
edinburgh,17.784999999999997,458.6,76.22,386.13,1,0,0,2023-05
edinburgh,20.85,212.82,83.45,393.81,1,0,0,2023-06
edinburgh,19.2,156.61,76.49,406.86,0,0,0,2023-07
edinburgh,14.9,506.59,76.38,400.98,0,0,0,2023-08
edinburgh,10.18,325.79,81.48,403.96000000000004,0,0,0,2023-09
edinburgh,1.2249999999999999,175.73,76.32,395.08500000000004,0,0,0,2023-11
edinburgh,3.93,147.74,69.16,411.11,0,0,0,2024-01
edinburgh,7.38,788.48,80.25,404.865,1,0,0,2024-02
edinburgh,9.200000000000001,645.4300000000001,75.12,402.2833333333333,1,0,0,2024-03
edinburgh,16.58,419.37,84.345,398.845,1,0,0,2024-05
edinburgh,15.756666666666666,543.63,81.49333333333333,401.4533333333334,1,0,0,2024-07
edinburgh,8.945,464.61,79.465,400.8275,0,0,0,2024-09
edinburgh,4.3149999999999995,153.96,82.13,410.59000000000003,0,0,0,2024-10
edinburgh,4.225,130.51,83.075,413.835,0,0,0,2024-11
edinburgh,2.1666666666666665,295.14,74.73666666666666,400.81666666666666,0,0,0,2024-12
edinburgh,1.245,326.61,78.305,410.51,1,0,0,2025-01
edinburgh,11.19,225.84,74.35,391.63,1,0,0,2025-03
edinburgh,16.53,257.16,82.1,405.05,1,0,0,2025-04
edinburgh,18.75,224.37,86.42,408.53,1,0,0,2025-05
edinburgh,18.166666666666668,624.79,78.22333333333334,412.8666666666666,1,0,0,2025-06
edinburgh,17.884999999999998,349.29,80.055,398.345,1,0,0,2025-07
edinburgh,13.47,122.0,81.32,429.95,0,0,0,2025-08
edinburgh,8.66,107.54,81.88,402.11,0,0,0,2025-09
florida,22.113333333333333,83.32,74.38,401.2166666666667,0,0,0,2015-11
florida,22.93,269.21,82.03999999999999,392.725,0,0,0,2016-01
florida,23.72,300.26,82.67500000000001,398.82,1,0,0,2016-02
florida,26.38,182.44,80.44,412.22,1,0,0,2016-04
florida,28.48,173.55,86.52,400.23,1,0,0,2016-05
florida,32.095,375.27,84.06,405.245,1,0,0,2016-06
florida,31.37,129.84,80.65,406.58,0,0,0,2016-07
florida,26.665,175.4,79.625,397.85,0,0,0,2016-09
florida,17.95,86.69,80.85,409.09,0,0,0,2016-11
florida,19.18,306.23,78.2875,404.1275,0,0,0,2016-12
florida,19.05,148.87,73.08,404.03,0,0,0,2017-01
florida,20.58,163.21,72.63,418.24,0,0,0,2017-02
florida,23.48,185.13,71.14,403.05,1,0,0,2017-03
florida,30.54,183.42,78.7,429.07,1,0,0,2017-04
florida,34.18,197.22,83.72,412.28,1,0,0,2017-05
florida,34.585,367.71000000000004,82.445,406.04999999999995,1,0,0,2017-06
florida,35.165,305.58000000000004,81.16499999999999,400.885,1,0,0,2017-07
florida,33.35,106.85,76.81,406.61,0,0,0,2017-08
florida,27.439999999999998,155.31,77.41499999999999,413.9,0,0,0,2017-09
florida,25.689999999999998,133.0,83.57,403.64,0,0,0,2017-10
florida,23.08,48.72,86.89,401.83,0,0,0,2017-11
florida,17.405,193.42000000000002,78.235,413.775,0,0,0,2017-12
florida,19.51,107.97,79.37,413.06,0,0,0,2018-01
florida,21.13,154.91,76.24,420.5,0,0,0,2018-02
florida,24.156666666666666,591.52,77.51,415.9666666666667,1,0,0,2018-03
florida,27.93,222.22,82.03,404.6,1,0,0,2018-05
florida,32.48,171.35,82.25,416.3,1,0,0,2018-06
florida,31.68,114.88,82.22,435.85,0,0,0,2018-07
florida,28.246666666666666,291.75,82.29666666666667,408.2366666666667,0,0,0,2018-08
florida,26.765,163.07,82.845,420.99,0,0,0,2018-09
florida,26.395,70.25999999999999,89.56,421.55,0,0,0,2018-10
florida,19.94,226.85000000000002,78.49600000000001,417.81000000000006,0,0,0,2018-11
florida,20.6,154.0,79.59,406.71,0,0,0,2019-01
florida,23.08,147.41,84.67,404.25,0,0,0,2019-02
florida,23.384999999999998,335.45000000000005,79.41,417.045,1,0,0,2019-03
florida,29.07,217.23,82.71,411.52,1,0,0,2019-04
florida,31.895,453.37,73.97,410.51,1,0,0,2019-05
florida,33.06,160.35,79.46,413.6,1,0,0,2019-06
florida,34.46,164.4,80.97,415.56,1,0,0,2019-07
florida,35.84,110.95,75.65,408.73,0,0,0,2019-08
florida,26.97,257.45,82.27333333333333,415.57666666666665,0,0,0,2019-09
florida,25.175,150.07,79.66,409.245,0,0,0,2019-10
florida,20.61,89.04,81.45,418.75,0,0,0,2019-11
florida,23.79,83.6,86.14,399.19,0,0,0,2019-12
florida,18.33,218.54,81.38,422.85,0,0,0,2020-01
florida,26.093333333333334,275.06999999999994,80.46666666666667,419.48,1,1,0,2020-02
florida,26.04,165.93,82.77,423.97,1,0,0,2020-03
florida,29.585,405.02,75.52000000000001,422.205,1,0,0,2020-04
florida,34.135000000000005,462.43,76.89500000000001,417.03999999999996,1,0,0,2020-05
florida,36.03,207.3,79.46,421.52,1,0,0,2020-06
florida,34.06,292.62,72.38499999999999,414.38,1,0,0,2020-07
florida,31.53,87.21,87.79,427.43,0,0,0,2020-08
florida,19.095,133.51,78.32,416.885,0,0,0,2020-10
florida,19.222,660.1999999999999,84.018,415.254,1,0,0,2020-11
florida,19.233333333333334,246.41,79.32333333333334,429.28999999999996,0,0,0,2020-12
florida,14.93,146.23,81.1,421.12,0,0,0,2021-02
florida,22.55,187.2,77.63,428.71,1,0,0,2021-03
florida,32.8,182.88,70.1,431.85,1,0,0,2021-04
florida,40.33,189.59,88.44,414.6,1,0,0,2021-06
florida,32.32333333333333,356.33,73.28666666666668,429.82666666666665,0,0,0,2021-08
florida,19.57,74.22,81.89,417.09,0,0,0,2021-10
florida,20.56,158.87,79.765,430.64,0,0,0,2021-11
florida,19.515,141.07999999999998,78.565,420.885,0,0,0,2021-12
florida,18.172,557.53,78.804,416.40200000000004,0,0,0,2022-01
florida,26.80333333333333,510.59,80.29,424.84,1,0,0,2022-03
florida,34.8375,752.81,68.3375,417.555,1,0,1,2022-04
florida,32.18,182.63,81.97,418.29,1,0,0,2022-05
florida,33.63666666666666,391.36,84.45,419.91333333333336,0,0,0,2022-08
florida,20.93,156.76999999999998,78.065,418.92,0,0,0,2022-10
florida,19.7,103.56,76.33,429.21500000000003,0,0,0,2022-11
florida,17.91,86.58,74.23,424.35,0,0,0,2023-01
florida,21.8575,528.67,82.2775,426.0725,0,0,0,2023-02
florida,28.845,352.8,81.72,427.52,1,0,0,2023-03
florida,37.9,169.23,73.31,431.36,1,0,0,2023-05
florida,37.84,162.57,80.22,417.05,1,0,0,2023-06
florida,35.81,405.5,81.88,432.92333333333335,1,0,1,2023-07
florida,29.34,110.61,82.26,413.63,0,0,0,2023-08
florida,26.483333333333334,241.91,76.97666666666667,427.0,0,0,0,2023-09
florida,26.775,169.7,88.91499999999999,429.47,0,0,0,2023-10
florida,16.555,145.12,79.935,432.705,0,0,0,2023-11
florida,19.2,157.92000000000002,78.845,424.235,0,0,0,2023-12
florida,18.92,193.06,74.32,426.41499999999996,0,0,0,2024-01
florida,25.91,259.05,80.76,433.4,1,0,0,2024-02
florida,24.93,185.38,78.19,433.34,1,0,0,2024-03
florida,30.23,361.45,84.11500000000001,422.095,1,0,0,2024-04
florida,33.413333333333334,482.51,85.13666666666667,421.82,1,0,0,2024-05
florida,35.685,370.90999999999997,84.005,419.475,1,0,0,2024-06
florida,36.215,311.1,84.05,429.7,1,0,0,2024-07
florida,25.66,135.37,82.58,422.93,0,0,0,2024-08
florida,22.78,93.94999999999999,76.38,424.605,0,0,0,2024-10
florida,13.96,99.86,74.83,438.94,0,0,0,2024-11
florida,19.46,95.77,82.51,440.5,0,0,0,2024-12
florida,31.435000000000002,361.72,81.25999999999999,425.58500000000004,1,0,0,2025-03
florida,35.425,315.93,77.975,440.75,1,0,0,2025-04
florida,34.01,350.78,76.715,424.59000000000003,1,0,0,2025-05
florida,29.06,183.24,84.37,426.43,1,0,0,2025-07
florida,20.53,53.96,88.19,432.47,0,0,0,2025-09
florida,21.77,157.38,75.755,421.76,0,0,0,2025-10
guangzhou,16.873333333333335,210.94,79.53666666666668,472.19000000000005,0,0,0,2015-11
guangzhou,12.605,468.65,79.44,460.515,1,0,0,2015-12
guangzhou,17.875,662.1800000000001,80.405,463.865,1,0,0,2016-01
guangzhou,20.49,236.08,81.21,485.86,1,0,0,2016-03
guangzhou,31.685,483.36,79.725,467.71000000000004,1,0,0,2016-05
guangzhou,34.475,452.85,80.38,466.525,1,0,0,2016-06
guangzhou,32.415,394.42,80.61000000000001,458.525,1,0,0,2016-07
guangzhou,27.316666666666666,391.62,79.3,457.25333333333333,1,0,0,2016-08
guangzhou,23.155,215.79000000000002,77.50999999999999,459.14,0,0,0,2016-09
guangzhou,13.175,165.38,83.83500000000001,456.75,0,0,0,2016-11
guangzhou,17.37,87.69,76.94,480.6,0,0,0,2016-12
guangzhou,19.84,148.37,74.61,462.25,0,0,0,2017-01
guangzhou,23.39,204.7,80.61,484.73,1,0,0,2017-03
guangzhou,26.24,722.24,80.90666666666667,471.7966666666667,1,0,0,2017-04
guangzhou,33.08,215.01,86.26,478.29,1,0,0,2017-05
guangzhou,33.925,444.40999999999997,81.24,458.5,1,0,0,2017-06
guangzhou,31.82,200.85,85.35,473.54,1,0,0,2017-07
guangzhou,31.973333333333333,462.55999999999995,82.49,465.09666666666664,1,0,0,2017-08
guangzhou,24.380000000000003,168.44,84.205,461.80999999999995,0,0,0,2017-09
guangzhou,22.0,82.4,84.11,479.58,0,0,0,2017-10
